   W                 M3-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.011    0.021    0.003    0.023
1493.809    0.008    0.022    0.001    0.022
1500.077    0.003    0.023    0.001    0.021
1506.319   -0.000    0.024   -0.004    0.020
1512.535    0.004    0.024    0.009    0.019
1518.726   -0.000    0.025   -0.002    0.018
1524.891   -0.004    0.025   -0.007    0.018
1531.032    0.005    0.025   -0.005    0.018
1537.148    0.003    0.025    0.013    0.018
1543.240    0.004    0.025   -0.005    0.018
1549.308    0.005    0.025    0.004    0.018
1555.352    0.007    0.025   -0.004    0.018
1561.373    0.003    0.025    0.005    0.018
1567.371    0.004    0.024    0.007    0.019
1573.346    0.014    0.024    0.002    0.019
1579.298    0.010    0.023    0.006    0.019
1585.228    0.011    0.023    0.002    0.020
1591.136    0.011    0.022    0.012    0.020
1597.022    0.009    0.022    0.008    0.020
1602.886    0.013    0.021    0.010    0.021
1608.729    0.016    0.021    0.013    0.021
1614.551    0.017    0.022    0.014    0.023
1620.352    0.016    0.020    0.018    0.021
1626.132    0.015    0.021    0.017    0.022
1631.892    0.023    0.020    0.031    0.021
1637.631    0.024    0.019    0.026    0.022
1643.351    0.012    0.019    0.031    0.021
1649.050    0.023    0.018    0.033    0.022
1654.730    0.016    0.018    0.038    0.019
1660.391    0.011    0.017    0.046    0.022
1666.032    0.008    0.018    0.045    0.020
1671.655   -0.001    0.018    0.052    0.020
1677.258   -0.002    0.018    0.056    0.020
1682.843   -0.009    0.018    0.042    0.019
1688.409   -0.025    0.018    0.055    0.018
1693.957   -0.025    0.019    0.034    0.019
1699.487   -0.024    0.019    0.029    0.018
1704.999   -0.028    0.019    0.047    0.018
1710.493   -0.033    0.021    0.023    0.020
1715.970   -0.032    0.019    0.023    0.020
1721.429   -0.037    0.018    0.030    0.020
1726.871   -0.032    0.018    0.009    0.022
1732.296   -0.048    0.017    0.012    0.021
1737.704   -0.047    0.018   -0.007    0.020
1743.095   -0.053    0.018    0.011    0.019
1748.469   -0.044    0.020    0.000    0.020
1753.827   -0.050    0.019   -0.006    0.021
1759.169   -0.051    0.018   -0.005    0.019
1764.495   -0.032    0.018   -0.016    0.019
1769.804   -0.042    0.016   -0.014    0.018
1775.098   -0.041    0.018   -0.016    0.020
1780.376   -0.052    0.019   -0.035    0.020
1785.638   -0.037    0.019   -0.032    0.019
1790.885   -0.051    0.018   -0.035    0.022
1796.116   -0.035    0.016   -0.026    0.021
1801.333   -0.027    0.017   -0.054    0.021
1806.534   -0.034    0.018   -0.045    0.026
1811.720   -0.027    0.017   -0.051    0.020
1816.892   -0.028    0.017   -0.056    0.019
1822.049   -0.035    0.017   -0.060    0.021
1827.191   -0.037    0.018   -0.064    0.022
1832.319   -0.008    0.017   -0.061    0.019
1837.432    0.000    0.019   -0.060    0.021
1842.532   -0.010    0.018   -0.077    0.019
1847.617   -0.014    0.014   -0.074    0.025
1852.688    0.004    0.017   -0.073    0.022
1857.746   -0.003    0.018   -0.083    0.019
1862.790   -0.009    0.018   -0.080    0.020
1867.820    0.012    0.017   -0.077    0.021
1872.836    0.010    0.015   -0.080    0.020
1877.840    0.024    0.015   -0.075    0.018
1882.829    0.021    0.016   -0.075    0.019
1887.806    0.018    0.016   -0.091    0.019
1892.770    0.031    0.015   -0.074    0.018
1897.721    0.021    0.013   -0.080    0.017
1902.658    0.032    0.012   -0.089    0.014
1907.583    0.047    0.012   -0.073    0.015
1912.496    0.041    0.011   -0.096    0.012
1917.395    0.041    0.010   -0.091    0.012
1922.283    0.036    0.009   -0.075    0.013
