   W                 E1+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.006    0.033    0.016    0.037
1493.809    0.005    0.035   -0.018    0.034
1500.077    0.013    0.037   -0.005    0.032
1506.319    0.013    0.038   -0.038    0.030
1512.535    0.019    0.039    0.006    0.028
1518.726    0.010    0.040   -0.028    0.027
1524.891    0.005    0.040   -0.019    0.026
1531.032    0.011    0.040   -0.013    0.025
1537.148    0.012    0.041   -0.010    0.025
1543.240    0.027    0.040   -0.021    0.024
1549.308    0.017    0.040   -0.012    0.025
1555.352    0.028    0.040   -0.027    0.025
1561.373    0.027    0.039   -0.027    0.026
1567.371    0.037    0.039   -0.032    0.026
1573.346    0.039    0.038   -0.042    0.027
1579.298    0.044    0.037   -0.031    0.028
1585.228    0.043    0.036   -0.035    0.029
1591.136    0.044    0.035   -0.025    0.030
1597.022    0.042    0.034   -0.028    0.031
1602.886    0.058    0.033   -0.037    0.032
1608.729    0.058    0.032   -0.027    0.033
1614.551    0.067    0.031   -0.025    0.033
1620.352    0.070    0.030   -0.033    0.034
1626.132    0.098    0.029   -0.037    0.035
1631.892    0.076    0.029   -0.025    0.035
1637.631    0.098    0.028   -0.031    0.036
1643.351    0.091    0.027   -0.030    0.036
1649.050    0.096    0.029   -0.025    0.035
1654.730    0.118    0.028   -0.032    0.035
1660.391    0.115    0.028   -0.027    0.035
1666.032    0.116    0.028   -0.030    0.034
1671.655    0.121    0.029   -0.023    0.034
1677.258    0.123    0.031   -0.013    0.033
1682.843    0.129    0.030   -0.017    0.034
1688.409    0.123    0.031   -0.010    0.034
1693.957    0.133    0.030   -0.008    0.033
1699.487    0.143    0.030   -0.005    0.034
1704.999    0.136    0.031    0.003    0.034
1710.493    0.153    0.030    0.005    0.035
1715.970    0.148    0.031    0.012    0.034
1721.429    0.156    0.031    0.009    0.035
1726.871    0.163    0.030    0.023    0.036
1732.296    0.155    0.031    0.023    0.036
1737.704    0.159    0.030    0.031    0.035
1743.095    0.155    0.030    0.026    0.036
1748.469    0.159    0.031    0.021    0.037
1753.827    0.160    0.030    0.037    0.036
1759.169    0.166    0.031    0.037    0.036
1764.495    0.165    0.030    0.050    0.036
1769.804    0.165    0.027    0.045    0.037
1775.098    0.161    0.030    0.057    0.037
1780.376    0.164    0.029    0.061    0.037
1785.638    0.154    0.030    0.050    0.036
1790.885    0.165    0.030    0.060    0.037
1796.116    0.165    0.028    0.066    0.038
1801.333    0.162    0.030    0.077    0.036
1806.534    0.168    0.030    0.074    0.037
1811.720    0.169    0.030    0.085    0.037
1816.892    0.163    0.030    0.086    0.037
1822.049    0.159    0.030    0.086    0.037
1827.191    0.171    0.030    0.085    0.036
1832.319    0.167    0.030    0.106    0.038
1837.432    0.167    0.031    0.103    0.043
1842.532    0.148    0.029    0.106    0.038
1847.617    0.152    0.026    0.091    0.038
1852.688    0.153    0.029    0.116    0.036
1857.746    0.155    0.030    0.111    0.037
1862.790    0.148    0.029    0.107    0.037
1867.820    0.139    0.029    0.109    0.037
1872.836    0.140    0.029    0.105    0.036
1877.840    0.146    0.028    0.113    0.038
1882.829    0.129    0.028    0.115    0.037
1887.806    0.139    0.030    0.112    0.035
1892.770    0.133    0.029    0.123    0.036
1897.721    0.131    0.024    0.121    0.037
1902.658    0.122    0.023    0.127    0.032
1907.583    0.124    0.023    0.115    0.034
1912.496    0.116    0.020    0.128    0.028
1917.395    0.118    0.018    0.128    0.029
1922.283    0.123    0.018    0.120    0.032
