   W                 E3-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.005    0.026   -0.010    0.030
1493.809    0.002    0.028   -0.015    0.027
1500.077    0.001    0.031   -0.006    0.026
1506.319   -0.004    0.032   -0.014    0.024
1512.535    0.006    0.033    0.014    0.022
1518.726    0.006    0.034    0.002    0.021
1524.891    0.001    0.034    0.006    0.020
1531.032    0.014    0.034    0.002    0.019
1537.148    0.011    0.035    0.011    0.019
1543.240    0.013    0.034    0.002    0.019
1549.308    0.020    0.034   -0.008    0.019
1555.352    0.021    0.034    0.002    0.019
1561.373    0.015    0.033    0.023    0.020
1567.371    0.017    0.033    0.025    0.021
1573.346    0.024    0.032    0.033    0.022
1579.298    0.032    0.032    0.015    0.022
1585.228    0.044    0.031    0.004    0.023
1591.136    0.038    0.031    0.028    0.024
1597.022    0.035    0.030    0.033    0.025
1602.886    0.049    0.029    0.031    0.026
1608.729    0.062    0.028    0.028    0.027
1614.551    0.060    0.027    0.030    0.027
1620.352    0.058    0.027    0.056    0.028
1626.132    0.064    0.026    0.056    0.027
1631.892    0.059    0.024    0.074    0.029
1637.631    0.062    0.024    0.085    0.028
1643.351    0.064    0.025    0.100    0.028
1649.050    0.059    0.024    0.113    0.026
1654.730    0.044    0.026    0.126    0.030
1660.391    0.045    0.025    0.133    0.026
1666.032    0.024    0.028    0.148    0.029
1671.655    0.018    0.027    0.160    0.026
1677.258    0.003    0.025    0.148    0.023
1682.843   -0.017    0.026    0.164    0.025
1688.409   -0.023    0.026    0.157    0.023
1693.957   -0.053    0.026    0.166    0.025
1699.487   -0.067    0.025    0.147    0.026
1704.999   -0.074    0.027    0.150    0.032
1710.493   -0.083    0.026    0.150    0.027
1715.970   -0.088    0.023    0.133    0.025
1721.429   -0.099    0.022    0.125    0.029
1726.871   -0.104    0.021    0.127    0.025
1732.296   -0.106    0.022    0.107    0.026
1737.704   -0.112    0.021    0.115    0.023
1743.095   -0.111    0.022    0.086    0.025
1748.469   -0.129    0.025    0.074    0.025
1753.827   -0.116    0.021    0.076    0.028
1759.169   -0.118    0.021    0.071    0.026
1764.495   -0.131    0.019    0.074    0.026
1769.804   -0.124    0.017    0.048    0.022
1775.098   -0.128    0.020    0.040    0.026
1780.376   -0.109    0.020    0.041    0.025
1785.638   -0.126    0.021    0.031    0.026
1790.885   -0.119    0.019    0.025    0.026
1796.116   -0.132    0.015    0.007    0.020
1801.333   -0.128    0.017    0.033    0.025
1806.534   -0.127    0.018    0.006    0.024
1811.720   -0.115    0.018    0.027    0.028
1816.892   -0.106    0.018    0.009    0.027
1822.049   -0.098    0.019    0.002    0.027
1827.191   -0.102    0.018   -0.003    0.026
1832.319   -0.118    0.018    0.001    0.025
1837.432   -0.103    0.022    0.000    0.026
1842.532   -0.100    0.019   -0.015    0.029
1847.617   -0.097    0.015   -0.037    0.022
1852.688   -0.108    0.017   -0.017    0.025
1857.746   -0.102    0.018   -0.008    0.028
1862.790   -0.076    0.018   -0.025    0.029
1867.820   -0.086    0.018   -0.043    0.027
1872.836   -0.077    0.018   -0.048    0.026
1877.840   -0.077    0.018   -0.030    0.024
1882.829   -0.069    0.018   -0.037    0.023
1887.806   -0.068    0.020   -0.057    0.025
1892.770   -0.059    0.021   -0.039    0.023
1897.721   -0.058    0.016   -0.047    0.020
1902.658   -0.060    0.015   -0.027    0.020
1907.583   -0.055    0.016   -0.052    0.021
1912.496   -0.058    0.014   -0.036    0.017
1917.395   -0.039    0.013   -0.052    0.016
1922.283   -0.027    0.014   -0.048    0.016
