   W                 M2+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.004    0.022    0.000    0.025
1493.809   -0.011    0.024   -0.004    0.023
1500.077   -0.011    0.025   -0.003    0.022
1506.319   -0.019    0.025   -0.001    0.021
1512.535   -0.000    0.026   -0.006    0.020
1518.726   -0.019    0.026   -0.018    0.019
1524.891   -0.014    0.026   -0.017    0.019
1531.032   -0.017    0.026    0.009    0.019
1537.148   -0.032    0.026   -0.010    0.019
1543.240   -0.033    0.026   -0.011    0.019
1549.308   -0.036    0.026   -0.017    0.019
1555.352   -0.030    0.025   -0.024    0.019
1561.373   -0.046    0.025   -0.045    0.019
1567.371   -0.033    0.025   -0.036    0.019
1573.346   -0.052    0.024   -0.045    0.020
1579.298   -0.059    0.024   -0.042    0.020
1585.228   -0.064    0.023   -0.059    0.021
1591.136   -0.079    0.023   -0.078    0.021
1597.022   -0.071    0.022   -0.085    0.021
1602.886   -0.064    0.022   -0.107    0.022
1608.729   -0.068    0.021   -0.111    0.022
1614.551   -0.080    0.021   -0.131    0.023
1620.352   -0.065    0.020   -0.151    0.023
1626.132   -0.060    0.020   -0.155    0.024
1631.892   -0.048    0.020   -0.191    0.024
1637.631   -0.036    0.019   -0.212    0.024
1643.351   -0.020    0.019   -0.235    0.024
1649.050   -0.001    0.019   -0.252    0.024
1654.730    0.019    0.020   -0.259    0.025
1660.391    0.041    0.021   -0.269    0.024
1666.032    0.073    0.022   -0.281    0.025
1671.655    0.093    0.023   -0.284    0.024
1677.258    0.119    0.022   -0.269    0.024
1682.843    0.144    0.024   -0.273    0.024
1688.409    0.168    0.024   -0.261    0.023
1693.957    0.194    0.025   -0.252    0.024
1699.487    0.205    0.024   -0.242    0.024
1704.999    0.234    0.024   -0.225    0.024
1710.493    0.240    0.024   -0.213    0.024
1715.970    0.250    0.023   -0.201    0.024
1721.429    0.259    0.023   -0.182    0.024
1726.871    0.265    0.023   -0.172    0.023
1732.296    0.276    0.023   -0.154    0.023
1737.704    0.285    0.023   -0.136    0.023
1743.095    0.293    0.023   -0.125    0.023
1748.469    0.296    0.023   -0.114    0.025
1753.827    0.293    0.022   -0.108    0.025
1759.169    0.300    0.022   -0.091    0.024
1764.495    0.292    0.022   -0.091    0.025
1769.804    0.306    0.020   -0.072    0.022
1775.098    0.305    0.022   -0.059    0.024
1780.376    0.304    0.023   -0.055    0.025
1785.638    0.309    0.022   -0.044    0.025
1790.885    0.300    0.022   -0.039    0.026
1796.116    0.312    0.020   -0.028    0.024
1801.333    0.304    0.021   -0.020    0.026
1806.534    0.306    0.021   -0.012    0.026
1811.720    0.297    0.021   -0.002    0.026
1816.892    0.292    0.021    0.006    0.026
1822.049    0.293    0.021    0.016    0.026
1827.191    0.289    0.022    0.030    0.026
1832.319    0.280    0.022    0.027    0.027
1837.432    0.279    0.020    0.037    0.026
1842.532    0.281    0.020    0.043    0.026
1847.617    0.287    0.017    0.050    0.023
1852.688    0.265    0.020    0.053    0.025
1857.746    0.276    0.020    0.052    0.028
1862.790    0.271    0.021    0.067    0.026
1867.820    0.266    0.020    0.073    0.026
1872.836    0.273    0.020    0.084    0.026
1877.840    0.260    0.018    0.084    0.024
1882.829    0.270    0.018    0.082    0.025
1887.806    0.254    0.019    0.101    0.026
1892.770    0.250    0.017    0.092    0.026
1897.721    0.237    0.016    0.100    0.021
1902.658    0.238    0.015    0.095    0.020
1907.583    0.235    0.015    0.113    0.020
1912.496    0.214    0.013    0.108    0.017
1917.395    0.227    0.012    0.110    0.016
1922.283    0.225    0.013    0.117    0.017
