   W                 E5-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.006    0.011    0.003    0.013
1493.809    0.006    0.012    0.005    0.012
1500.077    0.002    0.013    0.004    0.011
1506.319    0.001    0.013    0.003    0.010
1512.535    0.003    0.014   -0.002    0.009
1518.726   -0.000    0.014   -0.004    0.009
1524.891    0.002    0.014   -0.003    0.008
1531.032   -0.002    0.014   -0.006    0.008
1537.148   -0.003    0.014    0.001    0.008
1543.240    0.001    0.015   -0.004    0.008
1549.308    0.004    0.014   -0.003    0.008
1555.352   -0.002    0.014   -0.004    0.008
1561.373    0.002    0.014   -0.005    0.008
1567.371   -0.002    0.014   -0.006    0.009
1573.346   -0.005    0.013   -0.003    0.009
1579.298   -0.000    0.013    0.002    0.009
1585.228   -0.000    0.012   -0.003    0.009
1591.136    0.001    0.012   -0.002    0.010
1597.022    0.004    0.012   -0.000    0.010
1602.886   -0.003    0.011   -0.002    0.010
1608.729   -0.005    0.011    0.001    0.010
1614.551   -0.004    0.011   -0.004    0.011
1620.352    0.006    0.009    0.006    0.010
1626.132    0.002    0.009    0.002    0.010
1631.892    0.005    0.009   -0.002    0.010
1637.631   -0.002    0.009   -0.005    0.009
1643.351   -0.001    0.010   -0.005    0.009
1649.050    0.004    0.009    0.012    0.007
1654.730   -0.004    0.009   -0.004    0.007
1660.391    0.002    0.006    0.012    0.006
1666.032   -0.039    0.006   -0.043    0.006
1671.655   -0.000    0.008   -0.002    0.007
1677.258   -0.026    0.007   -0.046    0.005
1682.843    0.001    0.009    0.006    0.007
1688.409    0.003    0.009    0.000    0.007
1693.957   -0.067    0.007   -0.043    0.008
1699.487    0.015    0.006    0.015    0.005
1704.999   -0.025    0.005   -0.028    0.006
1710.493   -0.016    0.007   -0.024    0.007
1715.970   -0.018    0.006   -0.037    0.005
1721.429   -0.030    0.006   -0.014    0.007
1726.871   -0.002    0.006    0.001    0.008
1732.296   -0.032    0.007   -0.014    0.007
1737.704    0.002    0.005   -0.001    0.008
1743.095   -0.023    0.006   -0.002    0.009
1748.469   -0.017    0.004    0.006    0.006
1753.827    0.012    0.004    0.010    0.005
1759.169   -0.019    0.006    0.011    0.007
1764.495   -0.010    0.004    0.004    0.007
1769.804    0.001    0.005    0.006    0.007
1775.098   -0.002    0.005   -0.004    0.007
1780.376   -0.013    0.004    0.016    0.005
1785.638   -0.003    0.005   -0.004    0.007
1790.885    0.003    0.005    0.003    0.006
1796.116    0.003    0.006   -0.000    0.006
1801.333    0.011    0.004    0.006    0.005
1806.534    0.005    0.005    0.001    0.007
1811.720   -0.001    0.005   -0.001    0.007
1816.892    0.012    0.003    0.009    0.005
1822.049   -0.002    0.005    0.000    0.007
1827.191    0.009    0.005   -0.006    0.007
1832.319    0.006    0.005   -0.000    0.006
1837.432    0.008    0.003    0.011    0.006
1842.532    0.011    0.003    0.021    0.005
1847.617    0.000    0.004    0.001    0.005
1852.688    0.005    0.006   -0.007    0.007
1857.746    0.002    0.005   -0.004    0.006
1862.790    0.009    0.003    0.009    0.006
1867.820   -0.002    0.006   -0.002    0.008
1872.836   -0.000    0.006   -0.005    0.007
1877.840    0.000    0.005    0.008    0.007
1882.829   -0.005    0.005    0.005    0.008
1887.806    0.005    0.006   -0.004    0.007
1892.770   -0.005    0.006    0.004    0.007
1897.721    0.002    0.004   -0.003    0.006
1902.658   -0.003    0.004    0.001    0.005
1907.583   -0.007    0.004   -0.004    0.006
1912.496    0.001    0.003    0.010    0.003
1917.395   -0.001    0.004    0.000    0.004
1922.283   -0.002    0.004    0.002    0.005
