   W                 E4+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.032    0.052    0.021    0.050
1493.809    0.039    0.037   -0.039    0.040
1500.077   -0.018    0.040   -0.022    0.046
1506.319   -0.024    0.045    0.051    0.033
1512.535   -0.010    0.049    0.002    0.037
1518.726    0.027    0.042   -0.041    0.031
1524.891   -0.023    0.042    0.024    0.024
1531.032    0.003    0.064   -0.048    0.024
1537.148    0.012    0.042   -0.027    0.026
1543.240   -0.003    0.030    0.012    0.022
1549.308   -0.032    0.045   -0.008    0.024
1555.352   -0.031    0.034    0.010    0.021
1561.373    0.010    0.036    0.003    0.031
1567.371   -0.020    0.033    0.008    0.024
1573.346    0.005    0.028    0.015    0.032
1579.298   -0.018    0.046   -0.025    0.030
1585.228    0.004    0.036   -0.030    0.020
1591.136    0.018    0.025    0.003    0.022
1597.022    0.031    0.021    0.017    0.019
1602.886    0.020    0.022    0.019    0.023
1608.729    0.020    0.032    0.023    0.035
1614.551   -0.025    0.024   -0.031    0.022
1620.352   -0.005    0.026   -0.003    0.022
1626.132    0.022    0.025   -0.016    0.027
1631.892   -0.012    0.018   -0.006    0.015
1637.631   -0.002    0.012   -0.005    0.015
1643.351    0.026    0.022   -0.004    0.018
1649.050   -0.015    0.016   -0.002    0.014
1654.730   -0.005    0.016   -0.039    0.013
1660.391   -0.004    0.021   -0.015    0.017
1666.032    0.005    0.011   -0.010    0.014
1671.655    0.018    0.012   -0.006    0.022
1677.258   -0.013    0.015   -0.006    0.011
1682.843   -0.026    0.014    0.009    0.012
1688.409   -0.017    0.008   -0.026    0.010
1693.957    0.008    0.014   -0.001    0.010
1699.487    0.010    0.028   -0.018    0.012
1704.999   -0.015    0.008    0.006    0.013
1710.493   -0.039    0.007    0.021    0.007
1715.970    0.003    0.016   -0.009    0.017
1721.429    0.011    0.012    0.017    0.012
1726.871   -0.019    0.011    0.005    0.021
1732.296    0.010    0.021   -0.018    0.011
1737.704    0.003    0.009    0.049    0.021
1743.095   -0.026    0.018    0.011    0.014
1748.469    0.009    0.012    0.038    0.014
1753.827    0.019    0.015   -0.004    0.009
1759.169    0.001    0.011   -0.017    0.011
1764.495   -0.034    0.049   -0.004    0.020
1769.804   -0.002    0.012    0.005    0.020
1775.098   -0.003    0.010    0.008    0.012
1780.376   -0.028    0.011   -0.026    0.023
1785.638   -0.006    0.009   -0.016    0.013
1790.885    0.009    0.018    0.004    0.021
1796.116   -0.007    0.014    0.025    0.018
1801.333   -0.009    0.008    0.012    0.008
1806.534   -0.000    0.008   -0.015    0.010
1811.720   -0.023    0.012    0.011    0.011
1816.892   -0.016    0.012    0.017    0.008
1822.049   -0.019    0.012   -0.026    0.022
1827.191    0.010    0.007    0.006    0.006
1832.319   -0.006    0.008    0.011    0.012
1837.432   -0.016    0.009   -0.011    0.011
1842.532   -0.019    0.011    0.011    0.010
1847.617   -0.006    0.006   -0.005    0.014
1852.688    0.034    0.013    0.031    0.010
1857.746   -0.012    0.005    0.011    0.010
1862.790   -0.006    0.010   -0.005    0.014
1867.820   -0.010    0.012    0.007    0.009
1872.836    0.003    0.004    0.009    0.010
1877.840    0.008    0.005   -0.023    0.013
1882.829    0.004    0.011    0.003    0.006
1887.806    0.028    0.007    0.023    0.009
1892.770   -0.004    0.005   -0.000    0.008
1897.721    0.008    0.014    0.019    0.012
1902.658    0.026    0.007    0.020    0.008
1907.583   -0.005    0.006   -0.002    0.007
1912.496    0.004    0.008    0.019    0.006
1917.395    0.009    0.006   -0.003    0.013
1922.283   -0.012    0.006    0.010    0.013
