   W                 E3-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.004    0.114    0.109    0.150
1493.809    0.072    0.131   -0.048    0.122
1500.077   -0.059    0.153   -0.101    0.103
1506.319   -0.219    0.118    0.147    0.086
1512.535   -0.117    0.151    0.052    0.105
1518.726    0.036    0.146    0.057    0.084
1524.891    0.124    0.154   -0.008    0.106
1531.032   -0.037    0.161   -0.042    0.082
1537.148    0.143    0.172    0.025    0.075
1543.240   -0.023    0.118   -0.009    0.066
1549.308   -0.059    0.135   -0.118    0.076
1555.352   -0.006    0.141   -0.005    0.064
1561.373    0.152    0.128   -0.002    0.089
1567.371    0.066    0.159   -0.026    0.090
1573.346    0.149    0.125    0.042    0.099
1579.298    0.091    0.158    0.047    0.118
1585.228    0.040    0.112   -0.018    0.067
1591.136   -0.054    0.103    0.010    0.080
1597.022    0.104    0.065    0.016    0.059
1602.886    0.017    0.144   -0.067    0.101
1608.729    0.033    0.104   -0.073    0.076
1614.551    0.020    0.071   -0.138    0.077
1620.352    0.022    0.073   -0.058    0.077
1626.132    0.045    0.095   -0.035    0.120
1631.892    0.016    0.063   -0.144    0.079
1637.631    0.040    0.054    0.039    0.057
1643.351    0.100    0.049    0.068    0.098
1649.050    0.100    0.080    0.170    0.104
1654.730   -0.012    0.053    0.109    0.060
1660.391   -0.077    0.221   -0.004    0.103
1666.032    0.006    0.116    0.239    0.091
1671.655   -0.137    0.078    0.035    0.072
1677.258    0.023    0.080    0.051    0.064
1682.843    0.009    0.052    0.167    0.141
1688.409    0.175    0.046    0.356    0.043
1693.957    0.031    0.118    0.244    0.119
1699.487   -0.131    0.231    0.154    0.048
1704.999    0.057    0.080    0.210    0.071
1710.493   -0.028    0.082    0.066    0.088
1715.970   -0.058    0.147    0.183    0.065
1721.429    0.114    0.094    0.274    0.118
1726.871   -0.085    0.105    0.038    0.048
1732.296   -0.129    0.049    0.052    0.051
1737.704   -0.048    0.112    0.094    0.052
1743.095   -0.096    0.057    0.111    0.102
1748.469   -0.129    0.077   -0.017    0.033
1753.827   -0.010    0.088    0.166    0.085
1759.169   -0.089    0.092    0.094    0.038
1764.495   -0.110    0.068    0.111    0.055
1769.804   -0.090    0.054    0.146    0.108
1775.098   -0.138    0.079    0.165    0.051
1780.376    0.031    0.045    0.156    0.074
1785.638   -0.099    0.060    0.157    0.038
1790.885   -0.188    0.165    0.026    0.187
1796.116   -0.144    0.078    0.060    0.082
1801.333   -0.169    0.053    0.003    0.076
1806.534   -0.090    0.037    0.097    0.067
1811.720   -0.067    0.158    0.215    0.192
1816.892   -0.103    0.079   -0.023    0.038
1822.049   -0.031    0.027    0.065    0.058
1827.191   -0.197    0.052   -0.046    0.050
1832.319   -0.056    0.052    0.146    0.097
1837.432   -0.080    0.122   -0.078    0.029
1842.532   -0.026    0.096   -0.016    0.038
1847.617   -0.214    0.067   -0.090    0.052
1852.688   -0.116    0.139    0.042    0.095
1857.746   -0.058    0.051    0.140    0.056
1862.790   -0.075    0.040    0.114    0.042
1867.820   -0.181    0.052    0.024    0.079
1872.836   -0.127    0.051   -0.002    0.091
1877.840   -0.145    0.045    0.044    0.031
1882.829   -0.149    0.074    0.074    0.093
1887.806   -0.129    0.073    0.035    0.078
1892.770   -0.028    0.045    0.011    0.043
1897.721   -0.024    0.041   -0.022    0.114
1902.658   -0.095    0.043    0.099    0.063
1907.583   -0.071    0.027    0.128    0.059
1912.496   -0.086    0.079   -0.158    0.031
1917.395   -0.080    0.064   -0.050    0.048
1922.283   -0.100    0.036    0.039    0.055
