   W                 M4-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.031    0.077    0.006    0.082
1493.809   -0.063    0.089    0.032    0.073
1500.077   -0.029    0.064   -0.022    0.061
1506.319    0.039    0.091    0.052    0.059
1512.535    0.063    0.063   -0.012    0.057
1518.726    0.057    0.071   -0.046    0.046
1524.891    0.031    0.062    0.029    0.041
1531.032    0.047    0.090   -0.098    0.038
1537.148   -0.005    0.062   -0.051    0.041
1543.240   -0.018    0.069    0.018    0.036
1549.308    0.013    0.075    0.014    0.038
1555.352    0.064    0.052    0.056    0.034
1561.373   -0.051    0.049   -0.033    0.057
1567.371   -0.073    0.061    0.007    0.042
1573.346   -0.087    0.062   -0.019    0.044
1579.298   -0.003    0.051   -0.019    0.042
1585.228   -0.036    0.038   -0.077    0.030
1591.136   -0.023    0.035   -0.019    0.032
1597.022   -0.031    0.031   -0.040    0.030
1602.886   -0.056    0.047   -0.040    0.043
1608.729    0.040    0.041    0.051    0.033
1614.551   -0.056    0.034   -0.047    0.042
1620.352    0.024    0.034    0.028    0.039
1626.132    0.049    0.032    0.000    0.045
1631.892   -0.008    0.046    0.027    0.049
1637.631    0.044    0.022    0.036    0.026
1643.351    0.033    0.025   -0.022    0.028
1649.050    0.013    0.027    0.064    0.026
1654.730    0.005    0.029   -0.043    0.029
1660.391    0.029    0.032    0.017    0.025
1666.032    0.027    0.024   -0.018    0.017
1671.655    0.023    0.016   -0.035    0.022
1677.258   -0.046    0.023   -0.004    0.019
1682.843   -0.002    0.012    0.025    0.041
1688.409    0.026    0.025   -0.002    0.018
1693.957    0.034    0.030    0.076    0.024
1699.487    0.076    0.048    0.044    0.038
1704.999    0.015    0.026    0.001    0.041
1710.493   -0.033    0.040    0.085    0.017
1715.970    0.031    0.019    0.013    0.017
1721.429   -0.012    0.019    0.037    0.019
1726.871    0.008    0.031    0.016    0.022
1732.296   -0.014    0.016   -0.024    0.019
1737.704   -0.018    0.021    0.025    0.016
1743.095   -0.068    0.034    0.035    0.018
1748.469   -0.047    0.021    0.056    0.026
1753.827    0.013    0.037    0.006    0.023
1759.169   -0.004    0.012    0.005    0.012
1764.495   -0.005    0.030   -0.014    0.018
1769.804    0.013    0.020    0.009    0.032
1775.098   -0.003    0.023    0.026    0.022
1780.376    0.003    0.023   -0.060    0.019
1785.638    0.027    0.018    0.010    0.022
1790.885    0.013    0.049   -0.005    0.027
1796.116    0.023    0.028    0.076    0.018
1801.333   -0.031    0.024    0.015    0.018
1806.534    0.032    0.015    0.005    0.012
1811.720   -0.068    0.032    0.085    0.052
1816.892   -0.008    0.032    0.057    0.025
1822.049    0.008    0.014   -0.042    0.018
1827.191   -0.045    0.038    0.046    0.013
1832.319   -0.015    0.016   -0.015    0.024
1837.432    0.025    0.013   -0.014    0.010
1842.532   -0.049    0.027    0.032    0.029
1847.617   -0.018    0.023    0.074    0.015
1852.688    0.078    0.023   -0.016    0.025
1857.746   -0.019    0.017   -0.046    0.022
1862.790    0.022    0.016   -0.026    0.025
1867.820    0.004    0.018   -0.003    0.013
1872.836    0.016    0.012   -0.012    0.018
1877.840    0.072    0.010   -0.014    0.012
1882.829   -0.004    0.018   -0.013    0.023
1887.806    0.061    0.016   -0.007    0.015
1892.770    0.007    0.012   -0.028    0.017
1897.721    0.031    0.024   -0.005    0.020
1902.658    0.044    0.021   -0.027    0.021
1907.583    0.012    0.012   -0.033    0.012
1912.496   -0.010    0.017    0.015    0.023
1917.395   -0.005    0.024   -0.005    0.012
1922.283    0.001    0.015   -0.039    0.010
