   W                 E5-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.051    0.055    0.147    0.055
1493.809    0.138    0.039   -0.107    0.051
1500.077   -0.056    0.066    0.077    0.039
1506.319    0.173    0.051   -0.078    0.034
1512.535   -0.027    0.076    0.024    0.059
1518.726    0.121    0.047   -0.034    0.034
1524.891    0.077    0.061   -0.047    0.032
1531.032   -0.010    0.060   -0.012    0.039
1537.148    0.052    0.063    0.033    0.032
1543.240   -0.142    0.041   -0.013    0.024
1549.308   -0.024    0.065    0.032    0.026
1555.352   -0.059    0.044   -0.019    0.029
1561.373    0.069    0.037    0.028    0.025
1567.371   -0.060    0.049   -0.032    0.031
1573.346   -0.027    0.046    0.008    0.033
1579.298   -0.053    0.041   -0.026    0.034
1585.228    0.004    0.039   -0.026    0.040
1591.136   -0.023    0.028   -0.022    0.028
1597.022    0.030    0.021    0.047    0.022
1602.886   -0.021    0.031   -0.020    0.037
1608.729   -0.028    0.033   -0.064    0.026
1614.551    0.024    0.026    0.013    0.030
1620.352   -0.006    0.021    0.022    0.022
1626.132    0.010    0.023    0.014    0.032
1631.892    0.047    0.016    0.048    0.017
1637.631   -0.024    0.013   -0.068    0.017
1643.351    0.037    0.015    0.022    0.025
1649.050   -0.026    0.010   -0.037    0.015
1654.730   -0.002    0.016   -0.032    0.016
1660.391    0.021    0.021    0.006    0.013
1666.032   -0.023    0.028   -0.061    0.019
1671.655    0.039    0.011   -0.023    0.013
1677.258    0.006    0.009    0.009    0.021
1682.843   -0.023    0.013   -0.010    0.018
1688.409    0.060    0.012   -0.018    0.011
1693.957   -0.035    0.017   -0.042    0.021
1699.487    0.004    0.027    0.012    0.020
1704.999   -0.045    0.012    0.006    0.013
1710.493   -0.023    0.024    0.022    0.022
1715.970   -0.005    0.028    0.017    0.013
1721.429   -0.030    0.019   -0.007    0.012
1726.871   -0.000    0.014   -0.004    0.012
1732.296    0.006    0.009    0.008    0.012
1737.704   -0.004    0.014   -0.007    0.012
1743.095   -0.000    0.014   -0.028    0.014
1748.469    0.007    0.014   -0.003    0.010
1753.827    0.005    0.010   -0.030    0.015
1759.169    0.020    0.007   -0.004    0.011
1764.495   -0.010    0.015   -0.031    0.010
1769.804   -0.030    0.013    0.003    0.019
1775.098   -0.029    0.018   -0.019    0.010
1780.376    0.002    0.013    0.020    0.013
1785.638   -0.027    0.012   -0.001    0.012
1790.885    0.012    0.019    0.009    0.025
1796.116    0.036    0.018    0.011    0.019
1801.333   -0.037    0.010   -0.023    0.011
1806.534    0.017    0.008   -0.014    0.008
1811.720   -0.045    0.020   -0.017    0.013
1816.892   -0.021    0.010    0.023    0.011
1822.049   -0.007    0.006    0.011    0.007
1827.191    0.003    0.018   -0.007    0.011
1832.319    0.032    0.013   -0.013    0.011
1837.432   -0.013    0.027    0.031    0.020
1842.532   -0.023    0.011    0.000    0.015
1847.617   -0.002    0.009    0.019    0.018
1852.688    0.025    0.008   -0.021    0.011
1857.746    0.023    0.008   -0.022    0.017
1862.790    0.005    0.007    0.000    0.013
1867.820    0.022    0.011   -0.036    0.012
1872.836   -0.028    0.010    0.000    0.017
1877.840    0.003    0.008    0.025    0.010
1882.829   -0.000    0.008   -0.027    0.018
1887.806    0.022    0.009   -0.029    0.006
1892.770   -0.016    0.009   -0.026    0.007
1897.721    0.008    0.012   -0.026    0.009
1902.658    0.010    0.012   -0.026    0.009
1907.583   -0.037    0.010    0.004    0.011
1912.496    0.018    0.009   -0.015    0.006
1917.395   -0.025    0.007    0.011    0.007
1922.283    0.016    0.012    0.020    0.010
