   W                 M5+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.011    0.038   -0.047    0.033
1493.809   -0.080    0.026    0.068    0.045
1500.077    0.038    0.039   -0.046    0.026
1506.319   -0.065    0.034    0.034    0.035
1512.535    0.020    0.039   -0.023    0.040
1518.726   -0.006    0.049   -0.002    0.027
1524.891    0.022    0.051    0.026    0.025
1531.032   -0.000    0.037   -0.003    0.026
1537.148   -0.012    0.039   -0.018    0.024
1543.240    0.031    0.026   -0.000    0.019
1549.308    0.033    0.043   -0.026    0.019
1555.352    0.034    0.023    0.007    0.022
1561.373   -0.003    0.028   -0.025    0.018
1567.371   -0.010    0.027    0.002    0.019
1573.346   -0.009    0.028   -0.020    0.022
1579.298    0.047    0.022    0.032    0.020
1585.228   -0.016    0.021    0.009    0.024
1591.136    0.016    0.018    0.011    0.018
1597.022    0.003    0.014   -0.035    0.016
1602.886    0.023    0.018    0.009    0.026
1608.729    0.018    0.016    0.045    0.010
1614.551   -0.005    0.020   -0.013    0.021
1620.352    0.024    0.017   -0.002    0.017
1626.132    0.026    0.012    0.023    0.017
1631.892   -0.018    0.013   -0.030    0.015
1637.631    0.016    0.010    0.044    0.008
1643.351   -0.014    0.011   -0.014    0.016
1649.050    0.002    0.007    0.008    0.007
1654.730   -0.012    0.012    0.022    0.016
1660.391   -0.003    0.015    0.005    0.030
1666.032   -0.003    0.016    0.031    0.010
1671.655    0.004    0.018    0.026    0.020
1677.258    0.000    0.008   -0.034    0.008
1682.843    0.019    0.007   -0.005    0.012
1688.409   -0.026    0.005    0.020    0.006
1693.957    0.009    0.009    0.015    0.009
1699.487   -0.008    0.010    0.017    0.007
1704.999    0.017    0.007    0.013    0.012
1710.493    0.024    0.009   -0.007    0.012
1715.970    0.002    0.015    0.043    0.008
1721.429    0.003    0.007   -0.026    0.007
1726.871    0.009    0.008    0.031    0.014
1732.296   -0.002    0.007   -0.016    0.012
1737.704   -0.011    0.009   -0.037    0.009
1743.095   -0.008    0.009   -0.016    0.008
1748.469    0.011    0.008    0.014    0.008
1753.827   -0.007    0.008   -0.018    0.006
1759.169   -0.017    0.007   -0.012    0.013
1764.495    0.013    0.011    0.015    0.011
1769.804   -0.001    0.010    0.001    0.024
1775.098    0.013    0.005    0.010    0.007
1780.376   -0.009    0.009   -0.017    0.009
1785.638    0.011    0.007    0.014    0.008
1790.885   -0.010    0.020   -0.010    0.018
1796.116    0.020    0.011   -0.002    0.007
1801.333    0.025    0.006    0.009    0.011
1806.534    0.001    0.007   -0.009    0.010
1811.720   -0.000    0.005   -0.007    0.004
1816.892   -0.005    0.006    0.005    0.010
1822.049    0.002    0.009   -0.019    0.008
1827.191    0.010    0.004   -0.010    0.006
1832.319   -0.013    0.012   -0.030    0.010
1837.432   -0.017    0.016   -0.020    0.024
1842.532    0.013    0.006    0.014    0.007
1847.617    0.009    0.005   -0.004    0.007
1852.688   -0.017    0.009   -0.028    0.010
1857.746   -0.011    0.005   -0.016    0.004
1862.790    0.016    0.006   -0.010    0.011
1867.820    0.006    0.009    0.011    0.008
1872.836    0.017    0.007    0.000    0.005
1877.840   -0.015    0.005   -0.026    0.008
1882.829    0.019    0.005   -0.006    0.005
1887.806   -0.001    0.005   -0.010    0.005
1892.770    0.001    0.005    0.018    0.006
1897.721    0.005    0.011   -0.007    0.007
1902.658   -0.001    0.004   -0.021    0.006
1907.583    0.020    0.006   -0.018    0.005
1912.496    0.012    0.005   -0.010    0.005
1917.395    0.014    0.005   -0.011    0.007
1922.283    0.000    0.009   -0.016    0.004
