   W                 E0+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   13.081    0.000    8.935    0.000
1493.809   10.284    0.000   10.983    0.000
1500.077    8.333    0.000   12.051    0.000
1506.319    6.605    0.000   12.695    0.000
1512.535    5.015    0.000   13.034    0.000
1518.726    3.549    0.000   13.130    0.000
1524.891    2.210    0.000   13.029    0.000
1531.032    1.003    0.000   12.772    0.000
1537.148   -0.071    0.000   12.395    0.000
1543.240   -1.015    0.000   11.928    0.000
1549.308   -1.835    0.000   11.399    0.000
1555.352   -2.540    0.000   10.827    0.000
1561.373   -3.140    0.000   10.230    0.000
1567.371   -3.645    0.000    9.619    0.000
1573.346   -4.065    0.000    9.003    0.000
1579.298   -4.408    0.000    8.388    0.000
1585.228   -4.681    0.000    7.776    0.000
1591.136   -4.888    0.000    7.171    0.000
1597.022   -5.032    0.000    6.575    0.000
1602.886   -5.114    0.000    5.989    0.000
1608.729   -5.133    0.000    5.420    0.000
1614.551   -5.088    0.000    4.872    0.000
1620.352   -4.979    0.000    4.356    0.000
1626.132   -4.810    0.000    3.885    0.000
1631.892   -4.588    0.000    3.470    0.000
1637.631   -4.329    0.000    3.124    0.000
1643.351   -4.050    0.000    2.852    0.000
1649.050   -3.771    0.000    2.651    0.000
1654.730   -3.509    0.000    2.515    0.000
1660.391   -3.276    0.000    2.430    0.000
1666.032   -3.077    0.000    2.381    0.000
1671.655   -2.915    0.000    2.355    0.000
1677.258   -2.785    0.000    2.342    0.000
1682.843   -2.684    0.000    2.332    0.000
1688.409   -2.605    0.000    2.323    0.000
1693.957   -2.543    0.000    2.310    0.000
1699.487   -2.495    0.000    2.292    0.000
1704.999   -2.457    0.000    2.270    0.000
1710.493   -2.426    0.000    2.242    0.000
1715.970   -2.400    0.000    2.211    0.000
1721.429   -2.378    0.000    2.175    0.000
1726.871   -2.358    0.000    2.137    0.000
1732.296   -2.339    0.000    2.097    0.000
1737.704   -2.321    0.000    2.055    0.000
1743.095   -2.304    0.000    2.011    0.000
1748.469   -2.288    0.000    1.967    0.000
1753.827   -2.271    0.000    1.922    0.000
1759.169   -2.255    0.000    1.877    0.000
1764.495   -2.239    0.000    1.832    0.000
1769.804   -2.223    0.000    1.787    0.000
1775.098   -2.207    0.000    1.742    0.000
1780.376   -2.191    0.000    1.697    0.000
1785.638   -2.175    0.000    1.653    0.000
1790.885   -2.160    0.000    1.609    0.000
1796.116   -2.145    0.000    1.565    0.000
1801.333   -2.130    0.000    1.522    0.000
1806.534   -2.116    0.000    1.478    0.000
1811.720   -2.102    0.000    1.435    0.000
1816.892   -2.088    0.000    1.391    0.000
1822.049   -2.075    0.000    1.346    0.000
1827.191   -2.063    0.000    1.301    0.000
1832.319   -2.051    0.000    1.254    0.000
1837.432   -2.038    0.000    1.206    0.000
1842.532   -2.026    0.000    1.156    0.000
1847.617   -2.013    0.000    1.103    0.000
1852.688   -1.998    0.000    1.047    0.000
1857.746   -1.981    0.000    0.987    0.000
1862.790   -1.960    0.000    0.923    0.000
1867.820   -1.932    0.000    0.856    0.000
1872.836   -1.896    0.000    0.785    0.000
1877.840   -1.848    0.000    0.714    0.000
1882.829   -1.788    0.000    0.646    0.000
1887.806   -1.714    0.000    0.587    0.000
1892.770   -1.630    0.000    0.542    0.000
1897.721   -1.541    0.000    0.514    0.000
1902.658   -1.454    0.000    0.506    0.000
1907.583   -1.374    0.000    0.514    0.000
1912.496   -1.308    0.000    0.533    0.000
1917.395   -1.254    0.000    0.558    0.000
1922.283   -1.213    0.000    0.584    0.000
