   W                 E2+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.094    0.106    0.018    0.122
1493.809   -0.069    0.095   -0.141    0.094
1500.077   -0.023    0.093    0.054    0.077
1506.319    0.084    0.088   -0.037    0.076
1512.535   -0.036    0.115   -0.003    0.076
1518.726   -0.135    0.093   -0.020    0.071
1524.891   -0.016    0.125   -0.038    0.064
1531.032    0.029    0.118   -0.046    0.065
1537.148   -0.004    0.107   -0.065    0.059
1543.240    0.065    0.075   -0.031    0.052
1549.308    0.051    0.100    0.008    0.060
1555.352    0.065    0.079    0.025    0.047
1561.373    0.072    0.109   -0.058    0.074
1567.371   -0.017    0.087   -0.028    0.062
1573.346   -0.036    0.084   -0.036    0.064
1579.298    0.001    0.104   -0.029    0.074
1585.228    0.045    0.085   -0.028    0.053
1591.136    0.065    0.064    0.040    0.052
1597.022    0.016    0.059   -0.024    0.055
1602.886   -0.016    0.077   -0.013    0.081
1608.729    0.073    0.080   -0.007    0.072
1614.551    0.009    0.051   -0.014    0.070
1620.352    0.033    0.080   -0.053    0.072
1626.132    0.019    0.073   -0.015    0.077
1631.892    0.000    0.067   -0.079    0.052
1637.631    0.068    0.036    0.052    0.035
1643.351    0.020    0.089    0.057    0.088
1649.050    0.014    0.043    0.073    0.048
1654.730   -0.030    0.075    0.030    0.093
1660.391   -0.016    0.106   -0.047    0.123
1666.032    0.005    0.043   -0.008    0.070
1671.655   -0.021    0.050    0.028    0.139
1677.258    0.113    0.058   -0.026    0.057
1682.843    0.152    0.063    0.033    0.071
1688.409    0.164    0.030    0.115    0.047
1693.957    0.032    0.048   -0.014    0.033
1699.487   -0.030    0.080    0.025    0.085
1704.999    0.082    0.060   -0.122    0.041
1710.493    0.123    0.040    0.013    0.028
1715.970    0.082    0.061   -0.032    0.110
1721.429    0.032    0.051   -0.065    0.035
1726.871    0.093    0.113    0.076    0.084
1732.296    0.109    0.087    0.043    0.038
1737.704   -0.048    0.065   -0.056    0.071
1743.095    0.091    0.109    0.100    0.069
1748.469    0.068    0.121    0.055    0.109
1753.827    0.082    0.073    0.009    0.054
1759.169    0.064    0.038    0.044    0.027
1764.495    0.126    0.172    0.131    0.125
1769.804    0.053    0.121   -0.157    0.102
1775.098   -0.048    0.047    0.015    0.075
1780.376    0.083    0.089   -0.058    0.119
1785.638   -0.031    0.045    0.007    0.061
1790.885   -0.005    0.102   -0.039    0.123
1796.116   -0.029    0.099    0.073    0.082
1801.333   -0.066    0.029   -0.015    0.041
1806.534    0.177    0.062    0.161    0.044
1811.720    0.059    0.040   -0.004    0.030
1816.892   -0.023    0.057    0.101    0.055
1822.049    0.234    0.098    0.141    0.063
1827.191    0.032    0.046   -0.016    0.035
1832.319    0.030    0.056    0.022    0.046
1837.432    0.112    0.050   -0.013    0.092
1842.532    0.048    0.044    0.053    0.060
1847.617   -0.019    0.047   -0.002    0.057
1852.688   -0.001    0.077   -0.104    0.084
1857.746   -0.012    0.035    0.062    0.042
1862.790    0.058    0.041   -0.002    0.073
1867.820   -0.040    0.041   -0.004    0.055
1872.836   -0.061    0.043   -0.040    0.054
1877.840    0.040    0.028   -0.024    0.047
1882.829   -0.034    0.040    0.030    0.034
1887.806    0.008    0.043   -0.052    0.047
1892.770    0.020    0.028    0.011    0.021
1897.721    0.068    0.058   -0.017    0.045
1902.658   -0.007    0.030   -0.080    0.028
1907.583   -0.010    0.037   -0.102    0.038
1912.496    0.055    0.030    0.006    0.036
1917.395   -0.026    0.038   -0.132    0.048
1922.283    0.022    0.056   -0.006    0.027
