  1080.00      0.59006090E-11      0.80129651E-11
  1085.00      0.37443973E-10      0.10785094E-10
  1090.00      0.72012876E-10      0.24303622E-10
  1095.00      0.19913512E-10      0.10874474E-10
  1100.00     -0.88681915E-10      0.59812490E-11
  1105.00      0.38472271E-10      0.33865744E-11
  1110.00     -0.30988788E-09      0.14849149E-10
  1115.00     -0.47556808E-09     -0.32554314E-10
  1120.00     -0.40464504E-09      0.84777880E-11
  1125.00     -0.49651682E-09      0.13391104E-09
  1130.00     -0.58219204E-09      0.14051938E-09
  1135.00     -0.13278740E-08      0.12454527E-09
  1140.00     -0.17311465E-08      0.21894243E-09
  1145.00     -0.20981734E-08      0.25475113E-09
  1150.00     -0.27715683E-08      0.32588919E-09
  1155.00     -0.36958787E-08      0.19641149E-09
  1160.00     -0.46251748E-08      0.49965338E-09
  1165.00     -0.62912680E-08      0.43575263E-09
  1170.00     -0.74422596E-08      0.68132573E-09
  1175.00     -0.83665863E-08      0.11348235E-08
  1180.00     -0.10203596E-07      0.15036687E-08
  1185.00     -0.10974787E-07      0.25610213E-08
  1190.00     -0.12363840E-07      0.34183783E-08
  1195.00     -0.14278734E-07      0.42694145E-08
  1200.00     -0.17247309E-07      0.53333859E-08
  1205.00     -0.19918500E-07      0.63346495E-08
  1210.00     -0.22052280E-07      0.85581130E-08
  1215.00     -0.24452653E-07      0.11032874E-07
  1220.00     -0.27535203E-07      0.13788667E-07
  1225.00     -0.30375078E-07      0.18315989E-07
  1230.00     -0.30641043E-07      0.23739199E-07
  1235.00     -0.31942948E-07      0.30293264E-07
  1240.00     -0.32517191E-07      0.37048668E-07
  1245.00     -0.34069951E-07      0.45091860E-07
  1250.00     -0.31824309E-07      0.58188879E-07
  1255.00     -0.24965487E-07      0.76924876E-07
  1260.00     -0.82077891E-08      0.11053904E-06
  1265.00      0.10246437E-05      0.95687295E-06
  1270.00      0.20545315E-06     -0.92593872E-07
  1275.00     -0.70082500E-06     -0.45692932E-06
  1280.00      0.40247479E-06      0.32672295E-06
  1285.00      0.48469227E-06      0.12992748E-06
  1290.00      0.10372692E-07      0.48522744E-06
  1295.00      0.21660180E-06      0.49564292E-06
  1300.00      0.81132208E-06      0.79889484E-06
  1305.00     -0.46539903E-06      0.21104443E-06
  1310.00     -0.12742405E-06      0.44662955E-06
  1315.00     -0.41794242E-07      0.60069156E-06
  1320.00     -0.13546760E-06      0.95121052E-06
  1325.00      0.44586611E-06      0.36854724E-06
  1330.00      0.35545840E-06      0.68636435E-06
  1335.00      0.37993363E-06      0.84959733E-06
  1340.00      0.39041593E-06      0.99523122E-06
  1345.00      0.21979165E-06      0.10971430E-05
  1350.00      0.68791708E-05      0.29604990E-05
  1355.00      0.15206647E-05      0.17584335E-05
  1360.00      0.14731024E-05      0.19290069E-05
  1365.00      0.15895326E-05      0.21543569E-05
  1370.00      0.17756883E-05      0.24144434E-05
  1375.00      0.20010934E-05      0.26951788E-05
  1380.00      0.22848870E-05      0.29449084E-05
  1385.00      0.28572607E-05      0.22594801E-05
