  1080.00     -0.39716662E-01     -0.41169850E-01
  1085.00     -0.59293191E-01     -0.57115486E-01
  1090.00     -0.79067198E-01     -0.72442482E-01
  1095.00     -0.99523979E-01     -0.88451989E-01
  1100.00     -0.12074846E+00     -0.10588191E+00
  1105.00     -0.14267604E+00     -0.12529301E+00
  1110.00     -0.16515276E+00     -0.14718299E+00
  1115.00     -0.18794882E+00     -0.17203537E+00
  1120.00     -0.21075568E+00     -0.20033872E+00
  1125.00     -0.23317343E+00     -0.23260123E+00
  1130.00     -0.25468698E+00     -0.26934849E+00
  1135.00     -0.27464147E+00     -0.31112198E+00
  1140.00     -0.29219951E+00     -0.35846276E+00
  1145.00     -0.30630538E+00     -0.41188014E+00
  1150.00     -0.31563231E+00     -0.47180973E+00
  1155.00     -0.31853195E+00     -0.53852921E+00
  1160.00     -0.31299063E+00     -0.61204491E+00
  1165.00     -0.29661225E+00     -0.69192917E+00
  1170.00     -0.26665065E+00     -0.77709909E+00
  1175.00     -0.22014649E+00     -0.86554171E+00
  1180.00     -0.15420442E+00     -0.95404976E+00
  1185.00     -0.66479733E-01     -0.10379626E+01
  1190.00      0.44106336E-01     -0.11111861E+01
  1195.00      0.17653559E+00     -0.11665301E+01
  1200.00      0.32695074E+00     -0.11965987E+01
  1205.00      0.48838725E+00     -0.11951774E+01
  1210.00      0.65132916E+00     -0.11587922E+01
  1215.00      0.80515095E+00     -0.10878227E+01
  1220.00      0.94010311E+00     -0.98681501E+00
  1225.00      0.10491603E+01     -0.86348258E+00
  1230.00      0.11289324E+01     -0.72699839E+00
  1235.00      0.11795554E+01     -0.58621300E+00
  1240.00      0.12038044E+01     -0.44840449E+00
  1245.00      0.12059366E+01     -0.31873822E+00
  1250.00      0.11906747E+01     -0.20031964E+00
  1255.00      0.11625072E+01     -0.94571748E-01
  1260.00      0.11253229E+01     -0.17262141E-02
  1265.00      0.10822695E+01      0.78754862E-01
  1270.00      0.10358196E+01      0.14784095E+00
  1275.00      0.98776357E+00      0.20664720E+00
  1280.00      0.93946918E+00      0.25637361E+00
  1285.00      0.89185037E+00      0.29812482E+00
  1290.00      0.84556809E+00      0.33294422E+00
  1295.00      0.80103750E+00      0.36173372E+00
  1300.00      0.75849783E+00      0.38529507E+00
  1305.00      0.71815787E+00      0.40433189E+00
  1310.00      0.68008909E+00      0.41943209E+00
  1315.00      0.64429643E+00      0.43110953E+00
  1320.00      0.61080894E+00      0.43980575E+00
  1325.00      0.57954285E+00      0.44589450E+00
  1330.00      0.55043213E+00      0.44969470E+00
  1335.00      0.52343615E+00      0.45149221E+00
  1340.00      0.49848785E+00      0.45153252E+00
  1345.00      0.47552050E+00      0.45003104E+00
  1350.00      0.45446676E+00      0.44718124E+00
  1355.00      0.43525676E+00      0.44315410E+00
  1360.00      0.41783176E+00      0.43810700E+00
  1365.00      0.40213039E+00      0.43218406E+00
  1370.00      0.38809358E+00      0.42551805E+00
  1375.00      0.37566771E+00      0.41823339E+00
  1380.00      0.36479948E+00      0.41044645E+00
  1385.00      0.35543992E+00      0.40226882E+00
  1390.00      0.34753099E+00      0.39379889E+00
  1395.00      0.34103116E+00      0.38514219E+00
  1400.00      0.33588957E+00      0.37639080E+00
  1405.00      0.33205629E+00      0.36763537E+00
  1410.00      0.32948027E+00      0.35896165E+00
  1415.00      0.32811021E+00      0.35045209E+00
  1420.00      0.32789231E+00      0.34218527E+00
  1425.00      0.32877114E+00      0.33423564E+00
  1430.00      0.33068940E+00      0.32667389E+00
  1435.00      0.33360055E+00      0.31956899E+00
  1440.00      0.33739976E+00      0.31296540E+00
  1445.00      0.34203631E+00      0.30693838E+00
  1450.00      0.34748622E+00      0.30153820E+00
  1455.00      0.35366320E+00      0.29680800E+00
  1460.00      0.36048357E+00      0.29277859E+00
  1465.00      0.36777402E+00      0.28949315E+00
  1470.00      0.37550901E+00      0.28697251E+00
  1475.00      0.38379237E+00      0.28522944E+00
  1480.00      0.39260600E+00      0.28427434E+00
  1485.00      0.40162334E+00      0.28413280E+00
  1490.00      0.41083089E+00      0.28491613E+00
  1495.00      0.42012038E+00      0.28654115E+00
  1500.00      0.42942558E+00      0.28897067E+00
  1505.00      0.43868567E+00      0.29216401E+00
  1510.00      0.44788902E+00      0.29610949E+00
  1515.00      0.45696983E+00      0.30076276E+00
  1520.00      0.46590127E+00      0.30610059E+00
  1525.00      0.47465612E+00      0.31209958E+00
  1530.00      0.48321142E+00      0.31873801E+00
  1535.00      0.49154839E+00      0.32599912E+00
  1540.00      0.49965148E+00      0.33387076E+00
  1545.00      0.50750695E+00      0.34234784E+00
  1550.00      0.51506598E+00      0.35149937E+00
  1555.00      0.52259203E+00      0.36078094E+00
  1560.00      0.52974560E+00      0.37081696E+00
  1565.00      0.53638419E+00      0.38195450E+00
  1570.00      0.54254729E+00      0.39405336E+00
  1575.00      0.54848376E+00      0.40640313E+00
  1580.00      0.55408211E+00      0.41948946E+00
  1585.00      0.55926497E+00      0.43335174E+00
  1590.00      0.56387274E+00      0.44803257E+00
  1595.00      0.56788012E+00      0.46356636E+00
  1600.00      0.57124107E+00      0.47998670E+00
  1605.00      0.57387725E+00      0.49731626E+00
  1610.00      0.57576872E+00      0.51570788E+00
  1615.00      0.57671621E+00      0.53522691E+00
  1620.00      0.57641900E+00      0.55586473E+00
  1625.00      0.57474104E+00      0.57751814E+00
  1630.00      0.57155738E+00      0.60011066E+00
  1635.00      0.56674441E+00      0.62355836E+00
  1640.00      0.56018587E+00      0.64775458E+00
  1645.00      0.55177318E+00      0.67257232E+00
  1650.00      0.54144713E+00      0.69776367E+00
  1655.00      0.52904238E+00      0.72339059E+00
  1660.00      0.51422972E+00      0.74905148E+00
  1665.00      0.49788113E+00      0.77492172E+00
  1670.00      0.47902872E+00      0.80028269E+00
  1675.00      0.45797325E+00      0.82526143E+00
  1680.00      0.43464167E+00      0.84964623E+00
  1685.00      0.40860357E+00      0.87312428E+00
  1690.00      0.38008216E+00      0.89464891E+00
  1695.00      0.34983274E+00      0.91391973E+00
  1700.00      0.31828771E+00      0.93089822E+00
  1705.00      0.28580191E+00      0.94555486E+00
  1710.00      0.25270472E+00      0.95785833E+00
  1715.00      0.21927448E+00      0.96786495E+00
  1720.00      0.18580699E+00      0.97560552E+00
  1725.00      0.15258308E+00      0.98114564E+00
  1730.00      0.11978356E+00      0.98458554E+00
  1735.00      0.87594828E-01      0.98603461E+00
  1740.00      0.56165380E-01      0.98560585E+00
  1745.00      0.25609236E-01      0.98339992E+00
  1750.00     -0.39818059E-02      0.97953145E+00
  1755.00     -0.32556174E-01      0.97409345E+00
  1760.00     -0.60040953E-01      0.96719205E+00
  1765.00     -0.86382586E-01      0.95890454E+00
  1770.00     -0.11163163E+00      0.94930140E+00
  1775.00     -0.13572841E+00      0.93844895E+00
  1780.00     -0.15866081E+00      0.92640510E+00
  1785.00     -0.18041725E+00      0.91322130E+00
  1790.00     -0.20098056E+00      0.89894962E+00
  1795.00     -0.22033597E+00      0.88363749E+00
  1800.00     -0.23845922E+00      0.86733809E+00
  1805.00     -0.25539954E+00      0.84994272E+00
  1810.00     -0.27126239E+00      0.83074561E+00
  1815.00     -0.28513525E+00      0.81326574E+00
  1820.00     -0.29999044E+00      0.79076904E+00
  1825.00     -0.30966869E+00      0.77316321E+00
  1830.00     -0.31982791E+00      0.75231586E+00
  1835.00     -0.32855479E+00      0.73100048E+00
  1840.00     -0.33594550E+00      0.70936206E+00
  1845.00     -0.34186733E+00      0.68741139E+00
  1850.00     -0.34637884E+00      0.66541408E+00
  1855.00     -0.34950616E+00      0.64334309E+00
