   W                 M1+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.075    0.224   -0.145    0.222
1493.809   -0.019    0.257    0.218    0.202
1500.077    0.102    0.184   -0.338    0.145
1506.319    0.174    0.149   -0.194    0.130
1512.535    0.333    0.231   -0.259    0.178
1518.726    0.305    0.246   -0.218    0.195
1524.891    0.405    0.259   -0.220    0.182
1531.032    0.456    0.219   -0.346    0.162
1537.148    0.507    0.236   -0.075    0.170
1543.240    0.552    0.143   -0.349    0.155
1549.308    0.432    0.167   -0.244    0.158
1555.352    0.643    0.165   -0.107    0.147
1561.373    0.435    0.211   -0.228    0.176
1567.371    0.715    0.174   -0.182    0.169
1573.346    0.548    0.174   -0.254    0.175
1579.298    0.376    0.130   -0.234    0.120
1585.228    0.708    0.197   -0.146    0.154
1591.136    0.844    0.135   -0.300    0.132
1597.022    0.785    0.154   -0.339    0.126
1602.886    0.872    0.112   -0.291    0.131
1608.729    0.952    0.118   -0.307    0.130
1614.551    0.908    0.110   -0.235    0.124
1620.352    0.914    0.107   -0.120    0.112
1626.132    0.964    0.096   -0.230    0.091
1631.892    1.050    0.081   -0.164    0.093
1637.631    0.880    0.068   -0.210    0.085
1643.351    1.059    0.072   -0.202    0.079
1649.050    1.299    0.066   -0.209    0.085
1654.730    1.143    0.061   -0.111    0.071
1660.391    1.222    0.063   -0.271    0.074
1666.032    1.197    0.058   -0.062    0.076
1671.655    1.174    0.063   -0.141    0.072
1677.258    1.317    0.063   -0.115    0.073
1682.843    1.285    0.072   -0.070    0.080
1688.409    1.233    0.082   -0.050    0.083
1693.957    1.337    0.084   -0.078    0.085
1699.487    1.379    0.085    0.057    0.084
1704.999    1.344    0.076    0.050    0.082
1710.493    1.411    0.068   -0.076    0.079
1715.970    1.336    0.073    0.054    0.075
1721.429    1.466    0.079    0.137    0.075
1726.871    1.386    0.070    0.105    0.077
1732.296    1.372    0.065    0.086    0.075
1737.704    1.526    0.076    0.191    0.075
1743.095    1.464    0.071    0.157    0.068
1748.469    1.487    0.072    0.208    0.069
1753.827    1.487    0.071    0.284    0.076
1759.169    1.445    0.054    0.235    0.071
1764.495    1.623    0.066    0.298    0.075
1769.804    1.591    0.067    0.375    0.076
1775.098    1.540    0.069    0.383    0.072
1780.376    1.636    0.067    0.413    0.077
1785.638    1.518    0.071    0.489    0.084
1790.885    1.483    0.064    0.485    0.077
1796.116    1.413    0.070    0.554    0.083
1801.333    1.435    0.056    0.510    0.076
1806.534    1.399    0.062    0.565    0.082
1811.720    1.468    0.060    0.528    0.083
1816.892    1.438    0.064    0.639    0.085
1822.049    1.427    0.053    0.674    0.080
1827.191    1.384    0.048    0.722    0.088
1832.319    1.391    0.061    0.718    0.078
1837.432    1.342    0.064    0.706    0.076
1842.532    1.405    0.056    0.711    0.084
1847.617    1.312    0.060    0.737    0.076
1852.688    1.276    0.060    0.779    0.082
1857.746    1.286    0.061    0.774    0.076
1862.790    1.244    0.056    0.808    0.078
1867.820    1.370    0.048    0.849    0.077
1872.836    1.106    0.056    0.877    0.075
1877.840    1.183    0.052    0.921    0.074
1882.829    1.256    0.048    0.908    0.069
1887.806    1.236    0.049    0.967    0.065
1892.770    1.112    0.042    0.849    0.060
1897.721    1.169    0.043    0.915    0.059
1902.658    0.956    0.043    0.845    0.056
1907.583    1.116    0.038    0.895    0.052
1912.496    1.059    0.044    1.009    0.049
1917.395    1.045    0.036    0.903    0.045
1922.283    0.939    0.038    0.855    0.052
