   W                 E3+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.166    0.063    0.128    0.071
1493.809   -0.088    0.048   -0.018    0.055
1500.077   -0.077    0.052   -0.046    0.045
1506.319    0.002    0.045   -0.038    0.039
1512.535   -0.013    0.062    0.036    0.043
1518.726   -0.085    0.084   -0.025    0.046
1524.891   -0.066    0.064    0.049    0.037
1531.032    0.021    0.062    0.039    0.030
1537.148   -0.024    0.055   -0.035    0.028
1543.240   -0.026    0.042    0.013    0.028
1549.308    0.023    0.069   -0.103    0.028
1555.352   -0.006    0.039   -0.009    0.025
1561.373   -0.055    0.047    0.041    0.030
1567.371    0.073    0.047   -0.006    0.030
1573.346   -0.013    0.045    0.030    0.030
1579.298   -0.007    0.039   -0.024    0.026
1585.228   -0.054    0.052   -0.048    0.027
1591.136    0.009    0.034   -0.037    0.026
1597.022   -0.029    0.037    0.036    0.029
1602.886   -0.011    0.031    0.016    0.027
1608.729   -0.003    0.031   -0.054    0.029
1614.551   -0.007    0.027    0.080    0.026
1620.352    0.041    0.026    0.054    0.025
1626.132   -0.030    0.022   -0.012    0.025
1631.892   -0.002    0.016    0.024    0.020
1637.631   -0.008    0.013   -0.027    0.017
1643.351   -0.010    0.013    0.016    0.017
1649.050   -0.030    0.008    0.029    0.016
1654.730   -0.026    0.012   -0.009    0.012
1660.391   -0.040    0.009   -0.012    0.012
1666.032    0.002    0.011   -0.012    0.013
1671.655    0.037    0.012    0.033    0.012
1677.258   -0.004    0.012    0.026    0.011
1682.843   -0.001    0.014    0.032    0.012
1688.409   -0.009    0.011   -0.032    0.013
1693.957   -0.003    0.014    0.015    0.013
1699.487    0.007    0.015   -0.002    0.013
1704.999   -0.019    0.013   -0.033    0.013
1710.493    0.010    0.014   -0.019    0.010
1715.970    0.001    0.010   -0.030    0.012
1721.429    0.007    0.013   -0.008    0.011
1726.871    0.004    0.010   -0.014    0.010
1732.296   -0.015    0.009    0.012    0.009
1737.704    0.011    0.012   -0.001    0.012
1743.095   -0.050    0.011   -0.052    0.011
1748.469    0.003    0.009   -0.054    0.010
1753.827    0.013    0.012    0.013    0.012
1759.169    0.015    0.007    0.024    0.007
1764.495   -0.046    0.010   -0.017    0.012
1769.804   -0.021    0.010    0.006    0.009
1775.098   -0.014    0.010    0.022    0.009
1780.376   -0.025    0.011    0.007    0.012
1785.638   -0.007    0.010   -0.008    0.011
1790.885   -0.014    0.010   -0.007    0.013
1796.116    0.006    0.009    0.001    0.010
1801.333    0.021    0.008   -0.020    0.013
1806.534    0.023    0.008   -0.007    0.011
1811.720   -0.036    0.010   -0.046    0.012
1816.892   -0.017    0.011   -0.016    0.014
1822.049    0.020    0.009    0.036    0.010
1827.191    0.011    0.008    0.030    0.010
1832.319    0.031    0.009    0.011    0.009
1837.432    0.015    0.010    0.015    0.010
1842.532   -0.009    0.009   -0.029    0.011
1847.617   -0.004    0.010   -0.009    0.011
1852.688    0.024    0.008    0.014    0.011
1857.746    0.024    0.008   -0.013    0.011
1862.790    0.005    0.009    0.038    0.010
1867.820   -0.038    0.008   -0.013    0.012
1872.836    0.014    0.008   -0.019    0.007
1877.840    0.015    0.007   -0.000    0.010
1882.829   -0.017    0.007   -0.014    0.010
1887.806    0.005    0.007    0.027    0.009
1892.770   -0.041    0.006   -0.008    0.008
1897.721   -0.015    0.007    0.014    0.008
1902.658    0.008    0.006    0.011    0.008
1907.583   -0.050    0.005    0.014    0.006
1912.496   -0.014    0.006    0.010    0.008
1917.395   -0.020    0.005   -0.022    0.006
1922.283    0.001    0.005   -0.022    0.007
