   W                 M5+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.014    0.032   -0.067    0.027
1493.809   -0.015    0.027    0.007    0.029
1500.077   -0.037    0.028    0.062    0.023
1506.319   -0.069    0.024    0.040    0.023
1512.535    0.032    0.031   -0.015    0.025
1518.726    0.103    0.035   -0.047    0.027
1524.891    0.033    0.029   -0.013    0.019
1531.032    0.021    0.035   -0.045    0.017
1537.148   -0.007    0.026   -0.030    0.020
1543.240    0.047    0.020   -0.008    0.016
1549.308   -0.066    0.023    0.032    0.017
1555.352    0.035    0.021    0.021    0.016
1561.373   -0.011    0.020   -0.030    0.015
1567.371    0.020    0.023    0.016    0.014
1573.346   -0.008    0.019   -0.031    0.016
1579.298    0.045    0.017    0.030    0.014
1585.228   -0.003    0.018    0.022    0.014
1591.136    0.011    0.015    0.003    0.015
1597.022    0.001    0.013   -0.046    0.010
1602.886    0.021    0.011   -0.007    0.013
1608.729    0.016    0.010    0.036    0.010
1614.551    0.001    0.010   -0.004    0.009
1620.352    0.007    0.010   -0.023    0.008
1626.132    0.025    0.008    0.016    0.010
1631.892   -0.019    0.007   -0.004    0.008
1637.631    0.018    0.006    0.041    0.007
1643.351   -0.005    0.006    0.001    0.006
1649.050    0.001    0.005   -0.003    0.005
1654.730    0.012    0.005   -0.015    0.005
1660.391    0.009    0.005   -0.002    0.005
1666.032   -0.003    0.005    0.002    0.005
1671.655   -0.011    0.005    0.023    0.005
1677.258   -0.002    0.005   -0.025    0.006
1682.843   -0.005    0.005    0.003    0.007
1688.409   -0.024    0.005   -0.008    0.007
1693.957    0.006    0.005    0.025    0.006
1699.487    0.004    0.005    0.020    0.006
1704.999   -0.004    0.005    0.005    0.005
1710.493   -0.039    0.007   -0.015    0.006
1715.970   -0.007    0.005    0.026    0.006
1721.429    0.013    0.004   -0.008    0.004
1726.871    0.001    0.004    0.010    0.006
1732.296    0.001    0.004    0.001    0.005
1737.704    0.002    0.004   -0.012    0.006
1743.095   -0.011    0.004   -0.014    0.005
1748.469   -0.024    0.005   -0.012    0.005
1753.827   -0.001    0.004   -0.005    0.005
1759.169   -0.029    0.005    0.002    0.005
1764.495    0.015    0.004    0.004    0.005
1769.804   -0.005    0.004    0.003    0.005
1775.098    0.016    0.004    0.010    0.004
1780.376   -0.005    0.004   -0.019    0.005
1785.638   -0.003    0.004    0.017    0.004
1790.885   -0.008    0.005   -0.003    0.005
1796.116   -0.001    0.005    0.013    0.005
1801.333   -0.018    0.005   -0.010    0.006
1806.534   -0.002    0.004   -0.001    0.004
1811.720   -0.004    0.004   -0.017    0.005
1816.892   -0.005    0.004   -0.000    0.005
1822.049    0.005    0.004   -0.020    0.005
1827.191    0.002    0.004   -0.028    0.005
1832.319    0.008    0.004   -0.019    0.004
1837.432    0.004    0.004    0.010    0.005
1842.532   -0.006    0.003   -0.007    0.006
1847.617    0.003    0.003   -0.022    0.004
1852.688   -0.008    0.004   -0.014    0.005
1857.746   -0.002    0.003   -0.015    0.004
1862.790    0.009    0.004   -0.018    0.005
1867.820    0.008    0.003   -0.010    0.004
1872.836   -0.001    0.004   -0.025    0.004
1877.840   -0.011    0.003   -0.010    0.004
1882.829    0.001    0.003   -0.007    0.004
1887.806    0.003    0.003   -0.006    0.004
1892.770    0.009    0.003    0.021    0.004
1897.721    0.009    0.003   -0.003    0.004
1902.658    0.012    0.003   -0.022    0.004
1907.583    0.007    0.003    0.013    0.003
1912.496    0.003    0.003   -0.003    0.003
1917.395    0.009    0.002   -0.009    0.003
1922.283    0.009    0.002   -0.015    0.003
