   W                 M3-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.048    0.102   -0.068    0.134
1493.809   -0.216    0.097    0.070    0.084
1500.077   -0.289    0.090    0.033    0.074
1506.319   -0.042    0.100   -0.024    0.068
1512.535   -0.142    0.109    0.134    0.078
1518.726    0.021    0.105   -0.088    0.076
1524.891   -0.364    0.099    0.097    0.079
1531.032    0.113    0.108    0.092    0.064
1537.148    0.065    0.117   -0.056    0.052
1543.240    0.068    0.139    0.025    0.057
1549.308   -0.155    0.096   -0.186    0.055
1555.352    0.116    0.092   -0.010    0.060
1561.373    0.075    0.109    0.124    0.059
1567.371    0.055    0.079    0.003    0.051
1573.346   -0.065    0.091    0.042    0.052
1579.298   -0.022    0.070   -0.035    0.048
1585.228   -0.034    0.059   -0.064    0.047
1591.136    0.092    0.058   -0.014    0.052
1597.022   -0.076    0.057    0.104    0.057
1602.886    0.035    0.059    0.117    0.052
1608.729    0.060    0.053   -0.044    0.048
1614.551    0.045    0.051    0.181    0.051
1620.352    0.054    0.044    0.107    0.043
1626.132   -0.055    0.037    0.012    0.041
1631.892    0.026    0.033    0.078    0.042
1637.631    0.029    0.026   -0.036    0.029
1643.351   -0.094    0.027   -0.017    0.031
1649.050    0.024    0.022    0.107    0.029
1654.730   -0.056    0.023    0.015    0.022
1660.391   -0.022    0.020    0.027    0.023
1666.032    0.052    0.019    0.073    0.027
1671.655   -0.071    0.021   -0.020    0.021
1677.258   -0.073    0.019    0.050    0.019
1682.843   -0.029    0.027    0.042    0.024
1688.409   -0.014    0.021    0.013    0.023
1693.957   -0.040    0.023    0.005    0.021
1699.487   -0.012    0.026    0.030    0.021
1704.999   -0.015    0.025    0.096    0.027
1710.493    0.020    0.018   -0.088    0.016
1715.970    0.043    0.020    0.007    0.020
1721.429   -0.042    0.021    0.064    0.021
1726.871   -0.004    0.021    0.014    0.029
1732.296   -0.046    0.021    0.047    0.026
1737.704   -0.080    0.020   -0.034    0.020
1743.095   -0.053    0.017   -0.037    0.019
1748.469   -0.020    0.014   -0.055    0.018
1753.827   -0.095    0.019   -0.045    0.019
1759.169   -0.005    0.015   -0.034    0.016
1764.495    0.014    0.021   -0.006    0.023
1769.804   -0.031    0.019    0.010    0.020
1775.098   -0.040    0.019    0.030    0.020
1780.376   -0.025    0.015   -0.028    0.016
1785.638   -0.023    0.018   -0.021    0.020
1790.885   -0.068    0.020   -0.055    0.026
1796.116   -0.058    0.021   -0.013    0.025
1801.333    0.044    0.013   -0.026    0.017
1806.534   -0.045    0.017   -0.120    0.018
1811.720   -0.007    0.015   -0.115    0.020
1816.892   -0.032    0.021   -0.073    0.027
1822.049   -0.023    0.014   -0.039    0.018
1827.191   -0.068    0.014   -0.015    0.018
1832.319   -0.004    0.014   -0.036    0.018
1837.432   -0.036    0.018   -0.097    0.019
1842.532    0.027    0.015   -0.096    0.024
1847.617   -0.042    0.017   -0.047    0.017
1852.688    0.028    0.016   -0.026    0.020
1857.746    0.025    0.013   -0.101    0.021
1862.790   -0.025    0.014   -0.074    0.018
1867.820    0.013    0.015   -0.054    0.018
1872.836   -0.037    0.017   -0.126    0.015
1877.840    0.041    0.012   -0.055    0.018
1882.829    0.040    0.012   -0.063    0.017
1887.806    0.028    0.012   -0.090    0.018
1892.770    0.057    0.011   -0.020    0.013
1897.721    0.036    0.012   -0.088    0.014
1902.658    0.020    0.009   -0.074    0.012
1907.583    0.036    0.009    0.009    0.012
1912.496    0.019    0.009   -0.068    0.012
1917.395    0.044    0.009   -0.076    0.011
1922.283    0.028    0.009   -0.091    0.011
