   W                 M1-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -1.088    0.811    0.276    1.162
1493.809    0.481    0.973   -0.233    0.931
1500.077   -0.521    0.704   -0.424    0.613
1506.319    0.252    0.784   -0.795    0.515
1512.535    0.516    0.831   -0.655    0.647
1518.726   -0.076    0.952   -0.170    0.626
1524.891    0.671    1.306   -0.188    0.614
1531.032   -0.221    0.841   -0.562    0.498
1537.148    0.377    1.860    0.269    0.495
1543.240   -0.009    0.787   -0.676    0.412
1549.308    0.772    0.993   -0.225    0.481
1555.352    0.142    0.727    0.261    0.506
1561.373    0.209    1.272    0.172    0.490
1567.371   -0.114    1.059   -0.261    0.467
1573.346    0.253    1.019    0.161    0.451
1579.298   -0.134    0.428    0.272    0.371
1585.228   -0.107    0.540    0.033    0.362
1591.136    0.374    0.380   -0.232    0.400
1597.022    0.416    0.593    0.221    0.410
1602.886    0.435    0.542   -0.110    0.430
1608.729    0.313    0.449   -0.426    0.389
1614.551    0.124    0.424   -0.095    0.381
1620.352    0.137    0.448    0.186    0.307
1626.132    0.045    0.311   -0.178    0.313
1631.892   -0.049    0.294   -0.255    0.279
1637.631   -0.099    0.198    0.016    0.244
1643.351    0.075    0.224   -0.260    0.237
1649.050    0.111    0.205   -0.165    0.166
1654.730    0.087    0.209   -0.206    0.149
1660.391   -0.183    0.175   -0.579    0.150
1666.032   -0.138    0.181   -0.601    0.150
1671.655    0.098    0.208   -0.729    0.150
1677.258   -0.204    0.177   -0.626    0.140
1682.843   -0.032    0.191   -0.796    0.151
1688.409   -0.123    0.202   -0.869    0.171
1693.957    0.078    0.194   -1.041    0.152
1699.487    0.233    0.203   -0.866    0.139
1704.999    0.361    0.200   -1.241    0.148
1710.493    0.263    0.163   -1.280    0.133
1715.970    0.538    0.184   -1.081    0.162
1721.429    0.806    0.162   -1.160    0.138
1726.871    0.887    0.176   -1.091    0.173
1732.296    1.031    0.163   -1.042    0.153
1737.704    1.055    0.139   -0.954    0.137
1743.095    1.104    0.116   -0.701    0.133
1748.469    1.234    0.113   -0.475    0.136
1753.827    1.143    0.132   -0.683    0.150
1759.169    1.406    0.116   -0.218    0.123
1764.495    1.111    0.127   -0.660    0.158
1769.804    1.107    0.110   -0.392    0.147
1775.098    0.912    0.121   -0.682    0.118
1780.376    0.912    0.113   -0.488    0.158
1785.638    1.093    0.124   -0.600    0.132
1790.885    1.105    0.117   -0.397    0.157
1796.116    1.267    0.121   -0.400    0.149
1801.333    0.986    0.122   -0.453    0.155
1806.534    1.168    0.115   -0.386    0.141
1811.720    1.008    0.101   -0.161    0.153
1816.892    1.054    0.116   -0.334    0.167
1822.049    1.131    0.105   -0.364    0.146
1827.191    1.307    0.086   -0.308    0.138
1832.319    0.898    0.117   -0.408    0.172
1837.432    1.036    0.112   -0.296    0.183
1842.532    0.926    0.111   -0.317    0.156
1847.617    1.130    0.107   -0.252    0.146
1852.688    1.028    0.110   -0.159    0.156
1857.746    0.892    0.122   -0.157    0.173
1862.790    1.067    0.102   -0.150    0.150
1867.820    0.837    0.096   -0.079    0.156
1872.836    0.946    0.104   -0.230    0.098
1877.840    0.953    0.097   -0.110    0.119
1882.829    0.778    0.089   -0.157    0.115
1887.806    0.743    0.094   -0.182    0.098
1892.770    0.833    0.077   -0.309    0.126
1897.721    0.815    0.079   -0.276    0.083
1902.658    1.097    0.084   -0.056    0.090
1907.583    0.819    0.061   -0.293    0.068
1912.496    0.827    0.074   -0.075    0.076
1917.395    0.900    0.068   -0.061    0.063
1922.283    0.934    0.075   -0.034    0.090
