   W                 E1+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.251    0.221   -0.074    0.208
1493.809   -0.120    0.211    0.197    0.241
1500.077   -0.026    0.163   -0.206    0.157
1506.319   -0.013    0.141   -0.174    0.134
1512.535    0.108    0.236   -0.144    0.155
1518.726    0.011    0.294   -0.114    0.154
1524.891    0.100    0.278   -0.060    0.140
1531.032   -0.009    0.240   -0.129    0.105
1537.148    0.077    0.261    0.026    0.117
1543.240    0.115    0.148   -0.137    0.097
1549.308    0.089    0.196   -0.082    0.094
1555.352    0.173    0.174    0.072    0.096
1561.373   -0.090    0.211    0.004    0.115
1567.371    0.169    0.207   -0.047    0.110
1573.346   -0.026    0.181   -0.032    0.120
1579.298   -0.236    0.131   -0.086    0.100
1585.228    0.049    0.159    0.027    0.115
1591.136    0.136    0.141   -0.021    0.101
1597.022   -0.006    0.115   -0.001    0.105
1602.886    0.115    0.112   -0.021    0.100
1608.729    0.116    0.103   -0.029    0.099
1614.551    0.044    0.088    0.057    0.097
1620.352    0.026    0.082    0.057    0.091
1626.132    0.093    0.076   -0.068    0.081
1631.892    0.100    0.062    0.023    0.078
1637.631    0.022    0.054   -0.029    0.060
1643.351    0.072    0.044   -0.059    0.073
1649.050    0.077    0.038    0.012    0.059
1654.730    0.153    0.042   -0.004    0.054
1660.391    0.096    0.041   -0.102    0.052
1666.032    0.093    0.041   -0.017    0.051
1671.655    0.117    0.042   -0.076    0.048
1677.258    0.156    0.049   -0.050    0.043
1682.843    0.110    0.045    0.036    0.050
1688.409    0.125    0.058    0.002    0.057
1693.957    0.109    0.049   -0.054    0.050
1699.487    0.189    0.049    0.047    0.053
1704.999    0.188    0.052    0.062    0.050
1710.493    0.132    0.050   -0.007    0.047
1715.970    0.149    0.045   -0.031    0.046
1721.429    0.071    0.044    0.007    0.051
1726.871    0.208    0.045    0.053    0.050
1732.296    0.163    0.042    0.056    0.048
1737.704    0.137    0.038    0.037    0.054
1743.095    0.134    0.040    0.031    0.052
1748.469    0.135    0.036    0.047    0.052
1753.827    0.149    0.040   -0.002    0.054
1759.169    0.243    0.039   -0.025    0.040
1764.495    0.146    0.039    0.006    0.053
1769.804    0.154    0.036    0.107    0.047
1775.098    0.098    0.037    0.067    0.045
1780.376    0.121    0.036    0.023    0.054
1785.638    0.116    0.036    0.014    0.052
1790.885    0.175    0.037    0.063    0.055
1796.116    0.199    0.037    0.204    0.049
1801.333    0.279    0.034    0.106    0.056
1806.534    0.248    0.037    0.044    0.053
1811.720    0.138    0.035    0.048    0.056
1816.892    0.153    0.039    0.107    0.060
1822.049    0.228    0.035    0.006    0.048
1827.191    0.341    0.035    0.133    0.046
1832.319    0.217    0.033    0.132    0.055
1837.432    0.143    0.034    0.194    0.045
1842.532    0.120    0.035    0.071    0.060
1847.617    0.107    0.033    0.084    0.051
1852.688    0.160    0.036    0.109    0.055
1857.746    0.143    0.031    0.138    0.053
1862.790    0.154    0.032    0.052    0.047
1867.820    0.025    0.030   -0.013    0.050
1872.836    0.146    0.033    0.153    0.041
1877.840    0.154    0.032    0.109    0.053
1882.829    0.084    0.030    0.057    0.045
1887.806    0.170    0.030    0.101    0.037
1892.770    0.173    0.027    0.149    0.040
1897.721    0.150    0.027    0.083    0.032
1902.658    0.112    0.021    0.070    0.035
1907.583    0.062    0.021    0.064    0.023
1912.496    0.101    0.022    0.116    0.036
1917.395    0.062    0.019    0.128    0.026
1922.283    0.093    0.018    0.185    0.031
