   W                 E2-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.177    0.315   -0.044    0.373
1493.809    0.450    0.331   -0.165    0.337
1500.077    0.532    0.394   -0.061    0.300
1506.319    0.258    0.472   -0.033    0.233
1512.535    0.223    0.445    0.186    0.226
1518.726   -0.147    0.314    0.533    0.176
1524.891   -0.373    0.401    0.460    0.157
1531.032   -0.444    0.499    0.500    0.172
1537.148    0.569    0.406    0.463    0.131
1543.240   -0.195    0.277    0.594    0.132
1549.308    0.583    0.295    0.662    0.129
1555.352   -0.335    0.414    0.338    0.164
1561.373   -0.229    0.335    0.514    0.175
1567.371   -0.063    0.335    0.675    0.131
1573.346   -0.086    0.330    0.453    0.170
1579.298   -0.510    0.307    0.363    0.179
1585.228   -0.788    0.244    0.246    0.162
1591.136   -0.326    0.248    0.268    0.182
1597.022   -0.461    0.188    0.360    0.136
1602.886   -0.033    0.194    0.417    0.157
1608.729   -0.207    0.163    0.215    0.153
1614.551   -0.185    0.164    0.541    0.163
1620.352   -0.188    0.150    0.469    0.142
1626.132   -0.290    0.124    0.381    0.151
1631.892   -0.252    0.115    0.424    0.138
1637.631   -0.314    0.087    0.508    0.101
1643.351   -0.232    0.086    0.337    0.115
1649.050   -0.018    0.070    0.610    0.104
1654.730   -0.096    0.071    0.603    0.080
1660.391   -0.239    0.068    0.466    0.084
1666.032   -0.176    0.084    0.368    0.088
1671.655   -0.148    0.084    0.374    0.084
1677.258   -0.186    0.069    0.588    0.091
1682.843   -0.245    0.094    0.378    0.090
1688.409   -0.417    0.072    0.285    0.078
1693.957   -0.221    0.089    0.401    0.092
1699.487   -0.279    0.096    0.348    0.098
1704.999   -0.175    0.082    0.446    0.093
1710.493   -0.174    0.077    0.409    0.074
1715.970   -0.235    0.074    0.443    0.101
1721.429   -0.352    0.063    0.172    0.068
1726.871   -0.107    0.065    0.456    0.111
1732.296   -0.116    0.059    0.482    0.096
1737.704   -0.223    0.067    0.221    0.075
1743.095   -0.249    0.049    0.220    0.068
1748.469   -0.290    0.056    0.076    0.064
1753.827   -0.189    0.059    0.296    0.073
1759.169   -0.107    0.050    0.509    0.083
1764.495   -0.145    0.058    0.199    0.090
1769.804   -0.184    0.053    0.144    0.087
1775.098   -0.242    0.056    0.180    0.069
1780.376   -0.137    0.055    0.125    0.091
1785.638   -0.069    0.057    0.234    0.084
1790.885   -0.076    0.050    0.229    0.080
1796.116    0.003    0.054    0.111    0.078
1801.333   -0.029    0.051    0.254    0.093
1806.534    0.026    0.046    0.304    0.065
1811.720    0.042    0.053    0.200    0.069
1816.892    0.030    0.054    0.154    0.083
1822.049   -0.001    0.051    0.191    0.065
1827.191    0.137    0.044    0.233    0.052
1832.319    0.062    0.054    0.007    0.082
1837.432    0.098    0.055    0.059    0.074
1842.532    0.132    0.057    0.168    0.068
1847.617    0.150    0.051    0.193    0.064
1852.688    0.067    0.057    0.152    0.069
1857.746    0.205    0.057    0.184    0.080
1862.790    0.150    0.053    0.184    0.076
1867.820    0.257    0.054    0.223    0.068
1872.836    0.249    0.044    0.234    0.061
1877.840    0.254    0.053    0.188    0.069
1882.829    0.251    0.050    0.250    0.067
1887.806    0.329    0.049    0.260    0.060
1892.770    0.177    0.044    0.199    0.057
1897.721    0.228    0.043    0.329    0.052
1902.658    0.240    0.042    0.289    0.062
1907.583    0.253    0.040    0.270    0.050
1912.496    0.434    0.036    0.233    0.053
1917.395    0.408    0.033    0.350    0.043
1922.283    0.337    0.036    0.342    0.051
