   W                 M5-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.033    0.038   -0.096    0.057
1493.809   -0.005    0.037    0.019    0.034
1500.077    0.123    0.035   -0.051    0.029
1506.319    0.052    0.044   -0.034    0.024
1512.535    0.151    0.037   -0.064    0.033
1518.726   -0.043    0.040   -0.013    0.028
1524.891    0.081    0.037   -0.019    0.026
1531.032   -0.082    0.042   -0.052    0.024
1537.148   -0.021    0.038   -0.047    0.020
1543.240    0.071    0.047   -0.013    0.023
1549.308    0.022    0.037    0.047    0.020
1555.352   -0.081    0.037   -0.005    0.025
1561.373    0.038    0.033   -0.018    0.020
1567.371   -0.017    0.022   -0.005    0.019
1573.346   -0.015    0.026   -0.045    0.021
1579.298   -0.059    0.026   -0.038    0.019
1585.228    0.049    0.020    0.064    0.017
1591.136   -0.058    0.020   -0.045    0.017
1597.022    0.020    0.019   -0.056    0.018
1602.886   -0.021    0.017   -0.045    0.020
1608.729    0.013    0.015    0.063    0.016
1614.551    0.030    0.014    0.039    0.014
1620.352   -0.006    0.012   -0.041    0.014
1626.132   -0.004    0.010   -0.046    0.013
1631.892    0.012    0.008    0.018    0.011
1637.631   -0.007    0.008    0.000    0.010
1643.351    0.018    0.006    0.001    0.009
1649.050    0.008    0.005    0.002    0.008
1654.730    0.015    0.005   -0.017    0.007
1660.391    0.020    0.004   -0.016    0.006
1666.032   -0.010    0.004   -0.009    0.005
1671.655    0.010    0.005    0.007    0.006
1677.258    0.005    0.005    0.027    0.006
1682.843   -0.002    0.005   -0.001    0.005
1688.409   -0.003    0.005    0.004    0.006
1693.957    0.011    0.005    0.002    0.006
1699.487    0.004    0.005   -0.019    0.006
1704.999    0.003    0.005   -0.009    0.006
1710.493    0.008    0.005   -0.024    0.005
1715.970    0.007    0.004   -0.002    0.005
1721.429   -0.001    0.005    0.009    0.006
1726.871    0.007    0.004   -0.002    0.005
1732.296   -0.001    0.004    0.009    0.006
1737.704    0.002    0.003   -0.007    0.005
1743.095    0.007    0.004    0.011    0.005
1748.469    0.017    0.004    0.013    0.005
1753.827   -0.003    0.004   -0.000    0.005
1759.169    0.007    0.004    0.019    0.005
1764.495   -0.005    0.004    0.006    0.005
1769.804    0.013    0.003   -0.010    0.005
1775.098    0.003    0.004    0.006    0.005
1780.376   -0.003    0.004   -0.008    0.004
1785.638    0.016    0.005   -0.011    0.005
1790.885   -0.001    0.004   -0.007    0.005
1796.116    0.007    0.004   -0.007    0.006
1801.333    0.007    0.003    0.006    0.005
1806.534   -0.006    0.005   -0.006    0.006
1811.720    0.006    0.004    0.007    0.006
1816.892    0.004    0.004   -0.000    0.005
1822.049   -0.006    0.004   -0.003    0.005
1827.191   -0.014    0.004   -0.014    0.006
1832.319   -0.004    0.004    0.001    0.005
1837.432   -0.004    0.004    0.026    0.005
1842.532    0.008    0.004   -0.005    0.005
1847.617    0.001    0.004   -0.007    0.005
1852.688    0.009    0.004    0.004    0.005
1857.746    0.006    0.004    0.008    0.005
1862.790   -0.001    0.004   -0.008    0.005
1867.820    0.001    0.004   -0.005    0.006
1872.836   -0.014    0.004    0.011    0.004
1877.840    0.020    0.003   -0.006    0.004
1882.829    0.015    0.003   -0.011    0.005
1887.806    0.005    0.004   -0.009    0.004
1892.770   -0.005    0.003    0.018    0.004
1897.721    0.004    0.003   -0.008    0.004
1902.658    0.008    0.003   -0.007    0.003
1907.583    0.004    0.003    0.008    0.004
1912.496    0.014    0.003   -0.013    0.003
1917.395    0.010    0.003   -0.007    0.003
1922.283    0.001    0.003   -0.004    0.003
