   W                 E4-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.016    0.065    0.097    0.082
1493.809    0.128    0.069   -0.152    0.065
1500.077    0.087    0.082   -0.128    0.052
1506.319   -0.127    0.071   -0.003    0.048
1512.535   -0.088    0.087    0.039    0.053
1518.726    0.144    0.059    0.056    0.049
1524.891   -0.174    0.072    0.081    0.044
1531.032    0.069    0.086   -0.052    0.034
1537.148    0.257    0.068    0.030    0.047
1543.240    0.098    0.060   -0.012    0.040
1549.308    0.113    0.064    0.034    0.041
1555.352   -0.155    0.071   -0.101    0.038
1561.373   -0.217    0.057   -0.019    0.037
1567.371    0.149    0.053    0.100    0.033
1573.346   -0.072    0.054   -0.045    0.033
1579.298   -0.026    0.057    0.006    0.033
1585.228   -0.041    0.045    0.076    0.035
1591.136    0.080    0.042    0.069    0.035
1597.022   -0.023    0.033    0.042    0.029
1602.886    0.037    0.037    0.043    0.034
1608.729    0.034    0.030   -0.046    0.031
1614.551   -0.045    0.027    0.008    0.027
1620.352    0.017    0.026    0.039    0.024
1626.132   -0.057    0.023    0.001    0.026
1631.892   -0.031    0.023   -0.042    0.023
1637.631    0.018    0.018    0.063    0.021
1643.351   -0.048    0.017    0.007    0.016
1649.050   -0.048    0.014   -0.043    0.015
1654.730   -0.005    0.013   -0.012    0.012
1660.391   -0.047    0.015   -0.031    0.015
1666.032   -0.019    0.014    0.014    0.013
1671.655    0.026    0.014    0.031    0.012
1677.258   -0.022    0.013   -0.045    0.014
1682.843   -0.032    0.017   -0.019    0.014
1688.409   -0.013    0.015   -0.010    0.013
1693.957   -0.017    0.016    0.000    0.015
1699.487   -0.009    0.016   -0.004    0.015
1704.999   -0.025    0.014    0.021    0.013
1710.493    0.010    0.012    0.017    0.014
1715.970   -0.037    0.014   -0.032    0.014
1721.429    0.059    0.012    0.048    0.010
1726.871   -0.033    0.011   -0.058    0.015
1732.296   -0.047    0.011   -0.069    0.013
1737.704    0.004    0.010    0.001    0.012
1743.095   -0.028    0.010    0.010    0.011
1748.469   -0.022    0.010    0.004    0.009
1753.827    0.015    0.010    0.012    0.014
1759.169   -0.008    0.009   -0.061    0.012
1764.495   -0.014    0.009    0.003    0.014
1769.804   -0.033    0.010   -0.054    0.012
1775.098   -0.003    0.011   -0.013    0.011
1780.376   -0.014    0.009   -0.006    0.012
1785.638   -0.012    0.009    0.008    0.013
1790.885   -0.017    0.010   -0.000    0.014
1796.116   -0.024    0.009    0.017    0.012
1801.333    0.024    0.010   -0.016    0.015
1806.534    0.030    0.008    0.031    0.014
1811.720   -0.027    0.010    0.007    0.013
1816.892   -0.012    0.010   -0.003    0.015
1822.049    0.039    0.008    0.019    0.012
1827.191    0.031    0.006    0.030    0.010
1832.319    0.041    0.009    0.030    0.011
1837.432   -0.006    0.010    0.007    0.011
1842.532   -0.012    0.009    0.017    0.012
1847.617   -0.009    0.008    0.043    0.009
1852.688    0.033    0.008    0.013    0.012
1857.746    0.010    0.010    0.029    0.011
1862.790    0.023    0.009    0.006    0.012
1867.820   -0.046    0.009    0.034    0.013
1872.836    0.034    0.008    0.002    0.011
1877.840    0.021    0.008    0.004    0.010
1882.829    0.006    0.009    0.007    0.011
1887.806    0.021    0.009   -0.001    0.009
1892.770    0.018    0.007   -0.042    0.010
1897.721    0.011    0.008   -0.001    0.009
1902.658    0.020    0.007   -0.010    0.009
1907.583    0.002    0.006   -0.026    0.007
1912.496   -0.003    0.007   -0.007    0.008
1917.395   -0.024    0.006    0.018    0.006
1922.283   -0.002    0.006    0.004    0.007
