    0.727200 24
   -0.130000    0.904109    0.542903    0.835460  -10.338130  -26.340491   -0.170046   -0.079747    2.123867    5.559742
   -0.140000    0.784864    0.863086    0.930730  -10.745935  -25.788765   -0.393521   -0.109072    3.345457    8.386834
   -0.150000    0.665618    0.805068    0.607027  -10.181631  -25.094797   -0.469787    0.101050    4.264436   10.672140
   -0.160000    0.546373    0.796560    0.653102   -9.283912  -23.940714   -0.549870    0.200309    4.811128   12.361653
   -0.170000    0.427127    0.916849    0.895292   -9.467056  -23.353920   -0.725873    0.154769    5.656411   14.067536
   -0.180000    0.307882    0.625553    0.438902   -9.269152  -22.059336   -0.668483    0.549658    6.544882   15.792428
   -0.182000    0.284032    0.539853    0.330738   -9.102722  -21.870357   -0.633156    0.639301    6.648617   16.172795
   -0.184000    0.260183    0.459327    0.242485   -8.952252  -21.720115   -0.591475    0.712863    6.757035   16.535456
   -0.186000    0.236334    0.390330    0.197619   -8.782436  -21.603201   -0.561611    0.750128    6.857502   16.925369
   -0.188000    0.212485    0.329305    0.190655   -8.659868  -21.535399   -0.533302    0.751760    6.965273   17.291150
   -0.190000    0.188636    0.291040    0.224243   -8.563424  -21.484428   -0.513661    0.719447    7.087200   17.645257
   -0.192000    0.164787    0.267578    0.288877   -8.485899  -21.431272   -0.509354    0.660648    7.214872   17.969364
   -0.194000    0.140938    0.266655    0.378099   -8.408488  -21.337652   -0.522171    0.581839    7.353299   18.264606
   -0.196000    0.117089    0.274344    0.470266   -8.366011  -21.202693   -0.539360    0.495791    7.492734   18.504172
   -0.198000    0.093240    0.304226    0.560415   -8.321897  -21.013125   -0.571027    0.415516    7.616262   18.725881
   -0.200000    0.069390    0.346769    0.639821   -8.307789  -20.787518   -0.612739    0.345822    7.749501   18.903035
   -0.210000   -0.049855    0.595117    0.717825   -8.157229  -19.318817   -0.911988    0.341758    8.355882   19.876744
   -0.220000   -0.169101    0.521231    0.484034   -7.651000  -18.237474   -0.889425    0.611595    8.973158   21.482969
   -0.230000   -0.288346    0.292911    0.300186   -6.842259  -16.955669   -0.662245    0.754658    9.403735   22.661854
   -0.240000   -0.407592    0.282519    0.316000   -6.285313  -15.546420   -0.739388    0.603462    9.713669   23.369211
   -0.250000   -0.526837    0.268166    0.366994   -5.713392  -13.975823   -0.842418    0.361574   10.028104   23.889420
   -0.260000   -0.646083    0.192958    0.376016   -4.881937  -12.514644   -0.744459    0.136706   10.335896   25.286605
   -0.270000   -0.765328    0.091128    0.296570   -3.830412  -10.225013   -0.516561   -0.001359   10.606165   25.997591
   -0.280000   -0.884574    0.024227    0.150768   -2.538946   -7.205592   -0.262363    0.025847   10.760841   27.072690
    0.731400 27
   -0.120000    0.962100    0.408541    0.608504   -8.581760  -27.687773   -0.085319   -0.031757    1.005180    3.627743
   -0.130000    0.854437    0.606200    0.936929   -9.266897  -25.987217   -0.243241   -0.049305    2.468414    6.931095
   -0.140000    0.746774    0.770051    0.852619   -9.310701  -25.840512   -0.400340    0.015524    3.344976    9.362023
   -0.150000    0.639110    0.677919    0.436258   -8.935424  -25.087767   -0.433103    0.328003    4.108734   11.354665
   -0.160000    0.531447    0.687008    0.506954   -8.457519  -23.929595   -0.499207    0.469913    4.674946   12.804121
   -0.170000    0.423783    0.821202    0.834361   -8.480198  -23.647987   -0.659433    0.410252    5.283690   14.455448
   -0.180000    0.316120    0.595137    0.453520   -8.188073  -22.813860   -0.642712    0.757632    5.861087   16.228968
   -0.182000    0.294587    0.519461    0.350673   -8.057650  -22.563540   -0.616184    0.839531    5.941813   16.524427
   -0.184000    0.273055    0.446860    0.265287   -7.927171  -22.328223   -0.580749    0.906661    6.023125   16.789187
   -0.186000    0.251522    0.378100    0.217987   -7.795018  -22.108897   -0.552832    0.941719    6.110663   17.065867
   -0.188000    0.229989    0.315826    0.206562   -7.685072  -21.942845   -0.524427    0.943247    6.200493   17.327857
   -0.190000    0.208457    0.271456    0.234452   -7.592011  -21.810793   -0.499424    0.913328    6.300260   17.589212
   -0.192000    0.186924    0.238384    0.293813   -7.510988  -21.705556   -0.487937    0.858293    6.404911   17.844234
   -0.194000    0.165391    0.225054    0.380525   -7.428276  -21.597272   -0.490894    0.783625    6.524775   18.105519
   -0.196000    0.143859    0.223814    0.472784   -7.374132  -21.493478   -0.500175    0.699026    6.638404   18.340712
   -0.198000    0.122326    0.244466    0.568171   -7.332981  -21.370381   -0.521667    0.617144    6.745810   18.582506
   -0.200000    0.100793    0.280451    0.657564   -7.313741  -21.249814   -0.555929    0.542469    6.855514   18.815307
   -0.210000   -0.006870    0.536982    0.822016   -7.187125  -20.450265   -0.855341    0.464946    7.323452   20.144634
   -0.220000   -0.114534    0.538091    0.615612   -6.742817  -19.362199   -0.919635    0.709187    7.675914   21.476332
   -0.230000   -0.222197    0.352914    0.386098   -6.150872  -18.098424   -0.758009    0.916298    8.023262   22.470032
   -0.240000   -0.329860    0.316660    0.365100   -5.727810  -16.903964   -0.786658    0.839799    8.318000   23.215654
   -0.250000   -0.437524    0.279960    0.410352   -5.263915  -15.646669   -0.851449    0.645976    8.540366   23.844617
   -0.260000   -0.545187    0.210916    0.443514   -4.702560  -14.325679   -0.770236    0.437006    8.853646   24.789642
   -0.270000   -0.652851    0.117186    0.402511   -4.000293  -12.536591   -0.595718    0.273861    9.122878   25.404124
   -0.280000   -0.760514    0.050885    0.291379   -3.223236  -10.439768   -0.393332    0.268990    9.399234   26.321781
   -0.290000   -0.868177   -0.001654    0.171165   -2.116000   -7.872158   -0.157223    0.202259    9.101289   27.440537
   -0.300000   -0.975841   -0.008274    0.033155   -0.717177   -3.430694   -0.005252    0.073843    8.242826   28.489053
    0.735500 28
   -0.120000    0.918719    0.595676    0.842998   -7.760571  -26.916410   -0.184906   -0.033940    1.380983    5.273159
   -0.130000    0.819743    0.670013    0.924895   -8.214727  -25.831013   -0.306639    0.040357    2.534265    7.872830
   -0.140000    0.720768    0.730856    0.694260   -7.950775  -25.737619   -0.421060    0.203449    3.159545   10.080951
   -0.150000    0.621793    0.631153    0.223009   -7.725275  -25.019690   -0.438644    0.597479    3.803051   11.899458
   -0.160000    0.522817    0.647960    0.334422   -7.537091  -24.025879   -0.500931    0.770161    4.367598   13.253400
   -0.170000    0.423842    0.768567    0.742156   -7.402338  -23.840998   -0.634333    0.698961    4.781223   14.785732
   -0.180000    0.324867    0.585386    0.453916   -7.013653  -23.207458   -0.638059    0.984341    5.108399   16.437493
   -0.182000    0.305071    0.519119    0.360468   -6.930727  -22.944219   -0.618049    1.055211    5.182483   16.681524
   -0.184000    0.285276    0.455024    0.281107   -6.844185  -22.683097   -0.587870    1.113546    5.259406   16.894554
