    1.489973    0.713900  4
   -0.150000    0.962172    0.185856    0.062948  -23.342966  -19.596867   -0.021353   -0.002646    3.226594    2.663308
   -0.175000    0.423068    0.355775    0.075710  -19.802111  -16.844268   -0.146332    0.082812   12.817352   10.644409
   -0.200000   -0.116036    0.292508    0.053383  -15.526369  -13.398746   -0.192635    0.162903   17.725649   14.844872
   -0.225000   -0.655139    0.133721    0.019655   -9.666586   -8.467579   -0.178592    0.154027   21.407791   18.097614
    1.500015    0.729900  7
   -0.125000    0.925884    0.352371    0.276237  -16.401206  -23.233843    0.007077    0.048822    3.444157    4.628563
   -0.150000    0.647327    0.655341    0.435576  -14.886815  -21.560269   -0.007036    0.279946    7.372377   10.166430
   -0.175000    0.368769    0.713037    0.460796  -13.441288  -19.810967   -0.048027    0.522714    9.782008   13.644676
   -0.200000    0.090211    0.678136    0.442980  -11.873501  -17.836288   -0.089300    0.680114   11.619379   16.313993
   -0.225000   -0.188346    0.580780    0.363809  -10.116541  -15.542400   -0.129902    0.749463   13.119099   18.569975
   -0.250000   -0.466904    0.420704    0.283394   -8.233833  -12.863740   -0.195145    0.703915   14.497415   20.601071
   -0.275000   -0.745462    0.217469    0.143513   -5.592259   -8.987526   -0.174577    0.557536   15.573369   22.400144
    1.509990    0.745900  9
   -0.125000    0.807149    0.638777    0.647614  -10.745507  -23.699690   -0.055219    0.360181    3.792642    8.177765
   -0.150000    0.598290    0.814508    0.845185  -10.227913  -22.769744   -0.148870    0.687876    5.539421   11.853277
   -0.175000    0.389430    0.859550    0.940982   -9.418462  -21.480954   -0.227701    0.936624    6.800766   14.516630
   -0.200000    0.180571    0.834651    0.930213   -8.545503  -20.022826   -0.289954    1.136908    7.824806   16.749381
   -0.225000   -0.028288    0.766182    0.853351   -7.611237  -18.344314   -0.336022    1.276506    8.682830   18.685208
   -0.250000   -0.237147    0.640040    0.718512   -6.417579  -16.267619   -0.359326    1.350346    9.238778   20.274247
   -0.275000   -0.446007    0.499048    0.550288   -5.336072  -14.011827   -0.367198    1.333285    9.841783   21.806840
   -0.300000   -0.654866    0.316533    0.378298   -4.066747  -11.312103   -0.345253    1.125073   10.356761   23.356528
   -0.325000   -0.863725    0.118421    0.154545   -2.460012   -7.189810   -0.242784    0.785183   10.741947   24.650017
    1.520023    0.762100 12
   -0.100000    0.932660    0.357929    0.557110   -6.659410  -24.724972   -0.071369    0.155625    1.321920    4.975352
   -0.125000    0.760379    0.657051    0.992163   -6.409399  -24.040801   -0.219715    0.551982    2.520915    9.373826
   -0.150000    0.588099    0.743060    1.196086   -5.883446  -23.162537   -0.357928    0.871838    3.314585   12.225091
   -0.175000    0.415818    0.770283    1.291086   -5.387977  -22.162145   -0.457722    1.141180    3.973721   14.479944
   -0.200000    0.243537    0.757907    1.294308   -4.873350  -21.032391   -0.551425    1.375156    4.510965   16.428468
   -0.225000    0.071257    0.712986    1.238195   -4.350350  -19.744017   -0.629876    1.566576    4.962390   18.139089
   -0.250000   -0.101024    0.650990    1.116098   -3.835951  -18.226098   -0.683342    1.717159    5.371716   19.685572
   -0.275000   -0.273305    0.564498    0.963048   -3.259649  -16.552262   -0.726660    1.781145    5.678412   21.057008
   -0.300000   -0.445585    0.454701    0.764724   -2.663560  -14.484871   -0.743189    1.760087    5.913178   22.156073
   -0.325000   -0.617866    0.318304    0.548337   -2.033934  -12.133130   -0.703166    1.617606    6.081179   23.309829
   -0.350000   -0.790147    0.169091    0.309129   -1.330106   -9.114239   -0.564543    1.288626    6.149876   24.450925
