    0.727200 24
   -0.130000    0.904109    0.523012    0.647211  -10.412785  -26.278296   -0.188724   -0.011287    2.143998    5.674547
   -0.140000    0.784864    0.750601    0.707259  -10.705908  -25.759835   -0.387602    0.023757    3.428064    8.574035
   -0.150000    0.665618    0.741985    0.452768  -10.145997  -25.051242   -0.478415    0.178857    4.301471   10.810064
   -0.160000    0.546373    0.739026    0.479812   -9.303388  -23.879934   -0.558904    0.204111    4.874611   12.459728
   -0.170000    0.427127    0.812889    0.632673   -9.407837  -23.268218   -0.684271    0.130260    5.778821   14.226406
   -0.180000    0.307882    0.603305    0.288972   -9.182515  -22.092701   -0.580146    0.441494    6.616389   15.875645
   -0.182000    0.284032    0.541220    0.213075   -9.018909  -21.895681   -0.538188    0.519557    6.745146   16.229044
   -0.184000    0.260183    0.481658    0.153591   -8.877367  -21.745768   -0.492246    0.587936    6.832969   16.562755
   -0.186000    0.236334    0.428048    0.125066   -8.733205  -21.615167   -0.453120    0.625882    6.939922   16.916934
   -0.188000    0.212485    0.385787    0.125079   -8.614156  -21.519399   -0.424170    0.630129    7.063658   17.267767
   -0.190000    0.188636    0.354323    0.164413   -8.524048  -21.437594   -0.401231    0.612271    7.183608   17.617446
   -0.192000    0.164787    0.334864    0.217109   -8.455957  -21.358060   -0.391825    0.568235    7.321253   17.943981
   -0.194000    0.140938    0.329470    0.279858   -8.399687  -21.262371   -0.394287    0.507033    7.458166   18.226608
   -0.196000    0.117089    0.338380    0.357594   -8.352069  -21.105547   -0.411398    0.438229    7.583248   18.489650
   -0.198000    0.093240    0.355868    0.423919   -8.311069  -20.927150   -0.439583    0.369429    7.719067   18.707502
   -0.200000    0.069390    0.389286    0.487029   -8.278858  -20.694203   -0.483362    0.304957    7.850023   18.908945
   -0.210000   -0.049855    0.582829    0.535723   -8.126097  -19.298992   -0.773523    0.271402    8.451487   19.933452
