    0.727200 24
   -0.130000    0.904109    0.495946    0.647169  -12.864521  -25.143472   -0.034583    0.059190    2.736098    5.390787
   -0.140000    0.784864    0.927381    1.008778  -12.134441  -24.877799   -0.213289    0.012959    3.768432    8.241772
   -0.150000    0.665618    0.863066    0.815708  -11.850475  -23.999803   -0.229325    0.140428    4.990403   10.668270
   -0.160000    0.546373    0.742548    0.723015  -11.628278  -22.535025   -0.227336    0.171716    6.178566   12.210026
   -0.170000    0.427127    0.809733    0.769417  -11.644467  -21.996259   -0.389748    0.042110    7.112068   13.694650
   -0.180000    0.307882    0.603215    0.158596   -8.931366  -21.535694   -0.297272    0.513729    6.540335   16.151895
   -0.182000    0.284032    0.570537    0.062007   -8.133570  -21.602385   -0.276705    0.602384    6.171263   16.738742
   -0.184000    0.260183    0.533765   -0.020479   -7.400855  -21.655725   -0.249648    0.678093    5.856216   17.300940
   -0.186000    0.236334    0.505306   -0.052657   -6.970919  -21.681288   -0.230486    0.709202    5.687580   17.767557
   -0.188000    0.212485    0.479781   -0.043360   -6.802778  -21.681011   -0.207060    0.691879    5.745911   18.130344
   -0.190000    0.188636    0.465245    0.025757   -6.735508  -21.708756   -0.194689    0.617833    5.846174   18.437145
   -0.192000    0.164787    0.460245    0.116533   -6.886773  -21.679645   -0.188364    0.513908    6.118698   18.640074
   -0.194000    0.140938    0.467466    0.233320   -6.774368  -21.695707   -0.189351    0.384798    6.199253   18.879372
   -0.196000    0.117089    0.473791    0.326112   -3.748519  -22.394684   -0.212113    0.267987    3.655141   19.649123
   -0.198000    0.093240    0.498369    0.413929   -4.251541  -22.177413   -0.243176    0.160617    4.125412   19.715110
   -0.200000    0.069390    0.538427    0.480363   -4.768632  -21.857784   -0.287951    0.089348    4.633089   19.792876
   -0.210000   -0.049855    0.815718    0.361223   -6.419021  -19.864770   -0.695063    0.257794    6.244550   20.459957
   -0.220000   -0.169101    0.737549    0.102296   -5.236919  -18.856357   -0.666084    0.685054    5.879414   22.671559
   -0.230000   -0.288346    0.517636    0.078227   -4.977813  -17.300847   -0.364432    0.821998    7.009214   23.895264
   -0.240000   -0.407592    0.565208    0.357141   -3.397341  -16.277416   -0.547472    0.359589    5.335834   24.880477
   -0.250000   -0.526837    0.567259    0.506298   -3.109889  -14.504341   -0.711577    0.026223    5.295126   25.204345
   -0.260000   -0.646083    0.435652    0.529342   -1.126848  -13.247739   -0.588182   -0.178310    2.335510   27.205963
   -0.270000   -0.765328    0.244173    0.400464   -1.264355  -10.631117   -0.304552   -0.103701    3.748669   27.904414
   -0.280000   -0.884574    0.101808    0.212673   -0.908540   -7.468923   -0.103879   -0.000718    4.057998   28.965334
    0.731400 27
