   W                 E2+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.143    0.098    0.080    0.069
1493.809    0.029    0.056   -0.202    0.079
1500.077   -0.025    0.076    0.002    0.053
1506.319    0.004    0.066   -0.024    0.044
1512.535   -0.014    0.057    0.004    0.036
1518.726   -0.010    0.041    0.013    0.027
1524.891   -0.017    0.040   -0.017    0.026
1531.032   -0.008    0.042   -0.014    0.023
1537.148   -0.008    0.036   -0.002    0.022
1543.240   -0.008    0.035    0.000    0.022
1549.308   -0.023    0.035    0.011    0.021
1555.352   -0.038    0.035    0.003    0.022
1561.373   -0.022    0.034   -0.018    0.021
1567.371   -0.047    0.033   -0.004    0.022
1573.346   -0.030    0.031   -0.015    0.021
1579.298   -0.030    0.030   -0.024    0.022
1585.228   -0.038    0.029   -0.019    0.023
1591.136   -0.031    0.029   -0.023    0.024
1597.022   -0.036    0.025   -0.026    0.023
1602.886   -0.035    0.024   -0.026    0.022
1608.729   -0.036    0.023   -0.041    0.023
1614.551   -0.039    0.023   -0.031    0.023
1620.352   -0.040    0.021   -0.051    0.024
1626.132   -0.052    0.021   -0.064    0.025
1631.892   -0.039    0.020   -0.058    0.024
1637.631   -0.041    0.019   -0.062    0.024
1643.351   -0.045    0.018   -0.064    0.023
1649.050   -0.024    0.017   -0.073    0.023
1654.730   -0.021    0.018   -0.061    0.023
1660.391    0.086    0.022   -0.093    0.017
1666.032    0.059    0.014   -0.044    0.012
1671.655   -0.010    0.017   -0.073    0.020
1677.258    0.067    0.017   -0.033    0.012
1682.843   -0.006    0.018   -0.084    0.019
1688.409    0.014    0.019   -0.073    0.019
1693.957    0.007    0.018   -0.083    0.018
1699.487    0.120    0.020   -0.179    0.014
1704.999    0.134    0.018   -0.177    0.014
1710.493    0.146    0.016   -0.165    0.015
1715.970    0.141    0.018   -0.173    0.015
1721.429    0.140    0.015   -0.167    0.014
1726.871    0.025    0.019   -0.053    0.023
1732.296    0.032    0.020   -0.054    0.021
1737.704    0.160    0.015   -0.186    0.014
1743.095    0.159    0.015   -0.158    0.015
1748.469    0.036    0.017   -0.034    0.017
1753.827    0.054    0.016   -0.062    0.014
1759.169    0.171    0.012   -0.130    0.017
1764.495    0.025    0.017   -0.070    0.027
1769.804    0.043    0.015   -0.078    0.015
1775.098    0.047    0.016   -0.051    0.017
1780.376    0.055    0.017   -0.031    0.016
1785.638    0.039    0.016   -0.041    0.017
1790.885    0.050    0.016   -0.037    0.015
1796.116    0.145    0.017   -0.101    0.020
1801.333    0.180    0.014   -0.060    0.018
1806.534    0.203    0.012   -0.161    0.017
1811.720    0.035    0.016   -0.056    0.016
1816.892    0.051    0.022   -0.004    0.020
1822.049    0.270    0.013   -0.111    0.013
1827.191    0.183    0.012   -0.155    0.014
1832.319    0.015    0.016   -0.042    0.020
1837.432    0.152    0.012   -0.082    0.018
1842.532    0.168    0.012   -0.039    0.017
1847.617    0.073    0.010    0.013    0.007
1852.688    0.027    0.019   -0.044    0.016
1857.746    0.008    0.017   -0.019    0.023
1862.790    0.169    0.011   -0.092    0.011
1867.820    0.181    0.011   -0.087    0.012
1872.836    0.165    0.015    0.046    0.014
1877.840    0.172    0.016    0.044    0.014
1882.829    0.178    0.017   -0.029    0.019
1887.806    0.075    0.019    0.128    0.013
1892.770    0.206    0.011    0.015    0.012
1897.721    0.154    0.012    0.046    0.011
1902.658    0.200    0.008    0.079    0.011
1907.583    0.045    0.012   -0.015    0.012
1912.496    0.258    0.010    0.155    0.010
1917.395    0.038    0.010    0.025    0.010
1922.283    0.045    0.012    0.097    0.009
