   W                 E4-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.049    0.061    0.116    0.079
1493.809    0.067    0.071   -0.039    0.063
1500.077   -0.004    0.065   -0.001    0.043
1506.319    0.010    0.048   -0.005    0.033
1512.535   -0.003    0.049   -0.006    0.032
1518.726    0.003    0.038    0.002    0.021
1524.891   -0.008    0.041   -0.009    0.021
1531.032   -0.002    0.037    0.002    0.020
1537.148    0.007    0.035    0.005    0.019
1543.240    0.002    0.033    0.004    0.017
1549.308   -0.000    0.033   -0.006    0.016
1555.352   -0.004    0.032    0.001    0.018
1561.373   -0.002    0.032    0.007    0.017
1567.371   -0.003    0.031   -0.002    0.018
1573.346   -0.004    0.027   -0.013    0.017
1579.298    0.007    0.026   -0.009    0.018
1585.228   -0.005    0.025    0.012    0.020
1591.136    0.002    0.026    0.017    0.019
1597.022   -0.002    0.024    0.007    0.020
1602.886   -0.002    0.021    0.012    0.018
1608.729   -0.001    0.021   -0.003    0.019
1614.551    0.005    0.020    0.007    0.017
1620.352   -0.003    0.018   -0.010    0.019
1626.132    0.004    0.017   -0.001    0.017
1631.892   -0.010    0.017   -0.015    0.016
1637.631   -0.005    0.016    0.000    0.015
1643.351   -0.001    0.016    0.014    0.016
1649.050   -0.014    0.018   -0.021    0.017
1654.730    0.004    0.016    0.004    0.014
1660.391    0.123    0.013    0.130    0.008
1666.032    0.120    0.011    0.113    0.010
1671.655   -0.006    0.013   -0.001    0.012
1677.258    0.121    0.012    0.099    0.010
1682.843    0.002    0.017   -0.002    0.014
1688.409   -0.003    0.015    0.006    0.014
1693.957    0.003    0.014    0.001    0.013
1699.487    0.113    0.009    0.097    0.009
1704.999    0.114    0.008    0.090    0.009
1710.493    0.104    0.008    0.097    0.009
1715.970    0.092    0.008    0.077    0.009
1721.429    0.106    0.007    0.079    0.009
1726.871   -0.004    0.016   -0.010    0.016
1732.296   -0.009    0.017   -0.008    0.018
1737.704    0.074    0.007    0.063    0.009
1743.095    0.076    0.007    0.058    0.011
1748.469    0.005    0.009    0.006    0.012
1753.827    0.050    0.010   -0.018    0.013
1759.169    0.069    0.006    0.040    0.013
1764.495    0.016    0.009    0.004    0.016
1769.804    0.050    0.008    0.009    0.014
1775.098    0.040    0.008   -0.010    0.015
1780.376    0.038    0.009   -0.027    0.013
1785.638    0.030    0.009   -0.020    0.015
1790.885    0.035    0.009   -0.026    0.013
1796.116    0.020    0.007    0.009    0.013
1801.333    0.031    0.007   -0.014    0.008
1806.534    0.032    0.008    0.049    0.009
1811.720    0.029    0.008   -0.012    0.014
1816.892    0.012    0.011   -0.002    0.012
1822.049    0.015    0.007    0.067    0.007
1827.191    0.023    0.007    0.028    0.008
1832.319    0.019    0.008    0.000    0.012
1837.432    0.014    0.006    0.010    0.008
1842.532    0.003    0.007   -0.018    0.007
1847.617   -0.005    0.012    0.153    0.005
1852.688    0.015    0.009   -0.005    0.009
1857.746    0.003    0.008   -0.004    0.013
1862.790   -0.086    0.008    0.018    0.007
1867.820   -0.077    0.008    0.006    0.007
1872.836    0.029    0.008    0.009    0.010
1877.840    0.030    0.008    0.017    0.010
1882.829   -0.012    0.008   -0.013    0.009
1887.806    0.005    0.009    0.002    0.010
1892.770    0.033    0.005    0.010    0.007
1897.721    0.029    0.007    0.001    0.008
1902.658    0.020    0.004    0.008    0.007
1907.583    0.014    0.007   -0.000    0.008
1912.496    0.004    0.005    0.002    0.004
1917.395   -0.080    0.006    0.011    0.008
1922.283    0.008    0.006    0.012    0.007
