 710.0000 -0.9750   0.004206   0.000416  -2.041226  -1.425798  -0.020891   0.018690  18.343160  12.566334 
 710.0000 -0.9250   0.012456   0.001233  -3.537002  -2.468753  -0.035269   0.031552  18.118054  12.405410 
 710.0000 -0.8750   0.020488   0.002028  -4.568165  -3.186107  -0.044349   0.039675  17.889607  12.242398 
 710.0000 -0.8250   0.028299   0.002801  -5.407372  -3.768618  -0.051075   0.045693  17.657694  12.077217 
 710.0000 -0.7750   0.035882   0.003552  -6.133910  -4.271806  -0.056327   0.050391  17.422182  11.909778 
 710.0000 -0.7250   0.043234   0.004280  -6.784061  -4.721100  -0.060518   0.054140  17.182927  11.739984 
 710.0000 -0.6750   0.050348   0.004984  -7.378036  -5.130675  -0.063883   0.057151  16.939775  11.567734 
 710.0000 -0.6250   0.057221   0.005665  -7.928461  -5.509394  -0.066573   0.059557  16.692561  11.392918 
 710.0000 -0.5750   0.063844   0.006320  -8.443845  -5.863237  -0.068691   0.061452  16.441106  11.215416 
 710.0000 -0.5250   0.070214   0.006951  -8.930249  -6.196465  -0.070314   0.062904  16.185219  11.035101 
 710.0000 -0.4750   0.076322   0.007556  -9.392167  -6.512241  -0.071499   0.063964  15.924690  10.851834 
 710.0000 -0.4250   0.082162   0.008134  -9.833042  -6.812990  -0.072289   0.064672  15.659293  10.665464 
 710.0000 -0.3750   0.087725   0.008685 -10.255580  -7.100620  -0.072723   0.065059  15.388781  10.475826 
 710.0000 -0.3250   0.093005   0.009207 -10.661954  -7.376663  -0.072827   0.065153  15.112887  10.282743 
 710.0000 -0.2750   0.097991   0.009701 -11.053938  -7.642374  -0.072628   0.064975  14.831313  10.086016 
 710.0000 -0.2250   0.102675   0.010165 -11.433006  -7.898794  -0.072146   0.064543  14.543738   9.885431 
 710.0000 -0.1750   0.107045   0.010597 -11.800395  -8.146798  -0.071399   0.063875  14.249802   9.680748 
 710.0000 -0.1250   0.111091   0.010998 -12.157156  -8.387132  -0.070402   0.062983  13.949110   9.471704 
 710.0000 -0.0750   0.114800   0.011365 -12.504194  -8.620435  -0.069168   0.061879  13.641221   9.258006 
 710.0000 -0.0250   0.118157   0.011697 -12.842289  -8.847261  -0.067710   0.060575  13.325643   9.039323 
 710.0000 0.0250   0.121149   0.011993 -13.172124  -9.068097  -0.066038   0.059079  13.001822   8.815289 
 710.0000 0.0750   0.123758   0.012252 -13.494298  -9.283366  -0.064161   0.057400  12.669133   8.585484 
 710.0000 0.1250   0.125965   0.012470 -13.809341  -9.493448  -0.062088   0.055545  12.326864   8.349435 
 710.0000 0.1750   0.127749   0.012647 -14.117725  -9.698677  -0.059827   0.053523  11.974201   8.106597 
 710.0000 0.2250   0.129087   0.012779 -14.419870  -9.899354  -0.057385   0.051337  11.610205   7.856344 
 710.0000 0.2750   0.129949   0.012865 -14.716156 -10.095750  -0.054767   0.048996  11.233781   7.597945 
 710.0000 0.3250   0.130305   0.012900 -15.006923 -10.288107  -0.051980   0.046502  10.843643   7.330540 
 710.0000 0.3750   0.130118   0.012881 -15.292481 -10.476647  -0.049030   0.043863  10.438261   7.053106 
 710.0000 0.4250   0.129343   0.012805 -15.573111 -10.661572  -0.045920   0.041081  10.015793   6.764414 
 710.0000 0.4750   0.127928   0.012665 -15.849069 -10.843065  -0.042656   0.038161   9.573987   6.462956 
 710.0000 0.5250   0.125809   0.012455 -16.120590 -11.021295  -0.039242   0.035107   9.110038   6.146856 
 710.0000 0.5750   0.122905   0.012167 -16.387888 -11.196415  -0.035683   0.031922   8.620382   5.813730 
 710.0000 0.6250   0.119114   0.011792 -16.651163 -11.368570  -0.031980   0.028610   8.100369   5.460465 
 710.0000 0.6750   0.114301   0.011316 -16.910597 -11.537889  -0.028140   0.025174   7.543735   5.082867 
 710.0000 0.7250   0.108280   0.010719 -17.166358 -11.704496  -0.024163   0.021617   6.941689   4.675046 
 710.0000 0.7750   0.100782   0.009977 -17.418605 -11.868503  -0.020054   0.017941   6.281200   4.228271 
 710.0000 0.8250   0.091385   0.009047 -17.667482 -12.030016  -0.015816   0.014149   5.541424   3.728567 
 710.0000 0.8750   0.079351   0.007856 -17.913125 -12.189132  -0.011451   0.010244   4.684970   3.150858 
 710.0000 0.9250   0.063104   0.006247 -18.155661 -12.345944  -0.006961   0.006228   3.630199   2.440364 
 710.0000 0.9750   0.037379   0.003700 -18.395207 -12.500536  -0.002350   0.002103   2.096603   1.408782 
 720.0000 -0.9750   0.012030   0.005615  -1.561109  -1.786286  -0.032005   0.085567  14.317466  15.381769 
 720.0000 -0.9250   0.035625   0.016616  -2.708147  -3.090898  -0.053761   0.144573  14.160430  15.190128 
 720.0000 -0.8750   0.058590   0.027305  -3.501560  -3.986389  -0.067271   0.181945  13.999941  14.995735 
 720.0000 -0.8250   0.080916   0.037678  -4.149326  -4.712073  -0.077103   0.209711  13.835907  14.798489 
 720.0000 -0.7750   0.102593   0.047730  -4.711820  -5.337652  -0.084634   0.231464  13.668231  14.598279 
 720.0000 -0.7250   0.123610   0.057455  -5.216628  -5.895071  -0.090515   0.248889  13.496807  14.394988 
 720.0000 -0.6750   0.143953   0.066847  -5.679088  -6.402149  -0.095122   0.262943  13.321523  14.188491 
 720.0000 -0.6250   0.163610   0.075900  -6.108765  -6.870033  -0.098696   0.274239  13.142254  13.978650 
 720.0000 -0.5750   0.182566   0.084606  -6.512095  -7.306247  -0.101406   0.283197  12.958867  13.765321 
 720.0000 -0.5250   0.200804   0.092959  -6.893650  -7.716157  -0.103374   0.290125  12.771218  13.548345 
 720.0000 -0.4750   0.218309   0.100950  -7.256816  -8.103748  -0.104695   0.295253  12.579147  13.327551 
 720.0000 -0.4250   0.235060   0.108571  -7.604180  -8.472077  -0.105441   0.298761  12.382483  13.102752 
 720.0000 -0.3750   0.251038   0.115813  -7.937771  -8.823548  -0.105674   0.300796  12.181036  12.873747 
 720.0000 -0.3250   0.266221   0.122666  -8.259216  -9.160097  -0.105440   0.301474  11.974598  12.640312 
 720.0000 -0.2750   0.280583   0.129120  -8.569839  -9.483306  -0.104781   0.300894  11.762942  12.402207 
 720.0000 -0.2250   0.294098   0.135163  -8.870737  -9.794489  -0.103732   0.299140  11.545816  12.159164 
 720.0000 -0.1750   0.306737   0.140782  -9.162831 -10.094752  -0.102321   0.296281  11.322940  11.910888 
 720.0000 -0.1250   0.318467   0.145963  -9.446900 -10.385038  -0.100575   0.292380  11.094004  11.657052 
 720.0000 -0.0750   0.329254   0.150692  -9.723612 -10.666155  -0.098514   0.287489  10.858662  11.397294 
 720.0000 -0.0250   0.339056   0.154952  -9.993543 -10.938805  -0.096158   0.281657  10.616526  11.131207 
 720.0000 0.0250   0.347831   0.158724 -10.257195 -11.203602  -0.093524   0.274923  10.367157  10.858335 
 720.0000 0.0750   0.355529   0.161987 -10.515010 -11.461083  -0.090627   0.267326  10.110060  10.578160 
 720.0000 0.1250   0.362095   0.164718 -10.767374 -11.711728  -0.087480   0.258899   9.844669  10.290095 
 720.0000 0.1750   0.367465   0.166891 -11.014632 -11.955960  -0.084095   0.249671   9.570335   9.993467 
 720.0000 0.2250   0.371571   0.168476 -11.257092 -12.194162  -0.080481   0.239671   9.286308   9.687500 
 720.0000 0.2750   0.374328   0.169439 -11.495028 -12.426674  -0.076649   0.228923   8.991711   9.371288 
 720.0000 0.3250   0.375644   0.169740 -11.728689 -12.653807  -0.072606   0.217449   8.685515   9.043766 
 720.0000 0.3750   0.375407   0.169333 -11.958297 -12.875841  -0.068359   0.205270   8.366492   8.703670 
 720.0000 0.4250   0.373488   0.168162 -12.184057 -13.093030  -0.063916   0.192406   8.033160   8.349472 
 720.0000 0.4750   0.369729   0.166162 -12.406152 -13.305609  -0.059281   0.178874   7.683707   7.979308 
 720.0000 0.5250   0.363939   0.163252 -12.624751 -13.513790  -0.054460   0.164690   7.315874   7.590854 
 720.0000 0.5750   0.355879   0.159330 -12.840009 -13.717771  -0.049456   0.149871   6.926789   7.181156 
 720.0000 0.6250   0.345246   0.154266 -13.052069 -13.917731  -0.044275   0.134429   6.512700   6.746357 
 720.0000 0.6750   0.331638   0.147890 -13.261059 -14.113838  -0.038919   0.118378   6.068552   6.281263 
 720.0000 0.7250   0.314505   0.139964 -13.467102 -14.306247  -0.033391   0.101732   5.587246   5.778578 
 720.0000 0.7750   0.293050   0.130145 -13.670309 -14.495101  -0.027693   0.084500   5.058258   5.227488 
 720.0000 0.8250   0.266029   0.117896 -13.870783 -14.680534  -0.021828   0.066695   4.464751   4.610688 
 720.0000 0.8750   0.231268   0.102271 -14.068621 -14.862671  -0.015797   0.048326   3.776524   3.897126 
 720.0000 0.9250   0.184140   0.081252 -14.263913 -15.041628  -0.009601   0.029403   2.927638   3.018982 
 720.0000 0.9750   0.109211   0.048083 -14.456742 -15.217513  -0.003241   0.009935   1.691597   1.743164 
 730.0000 -0.9750   0.016462   0.011837  -1.221270  -1.990326  -0.042990   0.155068  11.516266  16.792290 
