   W                 E2+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.003    0.068   -0.099    0.080
1493.809   -0.113    0.095    0.014    0.074
1500.077   -0.025    0.076    0.002    0.053
1506.319   -0.041    0.060   -0.004    0.034
1512.535   -0.014    0.057    0.004    0.036
1518.726   -0.010    0.041    0.013    0.027
1524.891   -0.017    0.040   -0.017    0.026
1531.032   -0.008    0.042   -0.014    0.023
1537.148   -0.008    0.036   -0.002    0.022
1543.240   -0.008    0.035    0.000    0.022
1549.308   -0.023    0.035    0.011    0.021
1555.352   -0.038    0.035    0.003    0.022
1561.373   -0.022    0.034   -0.018    0.021
1567.371   -0.047    0.033   -0.004    0.022
1573.346   -0.030    0.031   -0.015    0.021
1579.298   -0.030    0.030   -0.024    0.022
1585.228   -0.038    0.029   -0.019    0.023
1591.136   -0.031    0.029   -0.023    0.024
1597.022   -0.036    0.025   -0.026    0.023
1602.886   -0.035    0.024   -0.026    0.022
1608.729   -0.036    0.023   -0.041    0.023
1614.551   -0.039    0.023   -0.031    0.023
1620.352   -0.040    0.021   -0.051    0.024
1626.132   -0.052    0.021   -0.064    0.025
1631.892   -0.039    0.020   -0.058    0.024
1637.631   -0.041    0.019   -0.062    0.024
1643.351   -0.045    0.018   -0.064    0.023
1649.050   -0.024    0.017   -0.073    0.023
1654.730   -0.021    0.018   -0.061    0.023
1660.391   -0.026    0.017   -0.075    0.022
1666.032   -0.015    0.018   -0.089    0.021
1671.655   -0.010    0.017   -0.073    0.020
1677.258    0.014    0.019   -0.072    0.019
1682.843   -0.006    0.018   -0.084    0.019
1688.409    0.014    0.019   -0.073    0.019
1693.957    0.007    0.018   -0.083    0.018
1699.487    0.020    0.019   -0.085    0.019
1704.999    0.019    0.019   -0.071    0.019
1710.493    0.026    0.018   -0.074    0.020
1715.970    0.027    0.019   -0.066    0.021
1721.429    0.034    0.020   -0.060    0.023
1726.871    0.025    0.019   -0.053    0.023
1732.296    0.032    0.020   -0.054    0.021
1737.704    0.028    0.022   -0.048    0.025
1743.095    0.028    0.019   -0.047    0.021
1748.469    0.036    0.017   -0.034    0.017
1753.827    0.024    0.018   -0.067    0.023
1759.169    0.042    0.022   -0.041    0.027
1764.495    0.028    0.018   -0.056    0.020
1769.804    0.033    0.016   -0.057    0.019
1775.098    0.033    0.019   -0.029    0.018
1780.376    0.026    0.018   -0.068    0.021
1785.638    0.025    0.019   -0.033    0.018
1790.885    0.033    0.020   -0.056    0.021
1796.116    0.031    0.017   -0.075    0.020
1801.333    0.028    0.018   -0.034    0.028
1806.534    0.031    0.019   -0.049    0.020
1811.720    0.019    0.018   -0.044    0.022
1816.892    0.027    0.020   -0.037    0.023
1822.049    0.036    0.018   -0.070    0.018
1827.191    0.055    0.019   -0.053    0.017
1832.319    0.051    0.016   -0.085    0.015
1837.432    0.014    0.016   -0.053    0.020
1842.532    0.031    0.016   -0.047    0.017
1847.617    0.029    0.017   -0.024    0.019
1852.688    0.027    0.019   -0.044    0.016
1857.746    0.008    0.017   -0.019    0.023
1862.790    0.088    0.020   -0.070    0.015
1867.820    0.059    0.018   -0.056    0.016
1872.836    0.038    0.017   -0.040    0.017
1877.840    0.054    0.017   -0.054    0.013
1882.829    0.062    0.017   -0.041    0.014
1887.806    0.050    0.015   -0.048    0.015
1892.770    0.036    0.016   -0.028    0.014
1897.721    0.069    0.014   -0.030    0.013
1902.658    0.079    0.013   -0.038    0.010
1907.583    0.045    0.012   -0.015    0.012
1912.496    0.081    0.012   -0.041    0.011
1917.395    0.081    0.013   -0.037    0.010
1922.283    0.051    0.010   -0.023    0.011
