 #---------------------------------------------------------------------------
 #   gamma p --> pi0 p                     Oct2014
 #
 #        Q - polar angle of pi0 meson in CMS
 #        err2 = sqrt(stat**2 + (0.04*ds/dOmega)**2)
 #---------------------------------------------------------------------------
 # Eg[MeV]  Eg_min   Eg_max   W[GeV]  cos(Q)    Q    ds/dOmega  stat.  err2
 #                                            [deg]   [µb/sr]   err.   
 #--------------------------------------------------------------------------
  1499.00  1495.77  1502.23  1.92179  -0.833  146.44  1.2018  0.0459  0.0483
  1499.00  1495.77  1502.23  1.92179  -0.767  140.06  1.1200  0.0256  0.0292
  1499.00  1495.77  1502.23  1.92179  -0.700  134.43  0.8501  0.0143  0.0178
  1499.00  1495.77  1502.23  1.92179  -0.633  129.30  0.6792  0.0093  0.0126
  1499.00  1495.77  1502.23  1.92179  -0.567  124.52  0.6092  0.0075  0.0107
  1499.00  1495.77  1502.23  1.92179  -0.500  120.00  0.5580  0.0066  0.0096
  1499.00  1495.77  1502.23  1.92179  -0.433  115.68  0.5838  0.0065  0.0098
  1499.00  1495.77  1502.23  1.92179  -0.367  111.51  0.6391  0.0065  0.0103
  1499.00  1495.77  1502.23  1.92179  -0.300  107.46  0.7055  0.0066  0.0110
  1499.00  1495.77  1502.23  1.92179  -0.233  103.49  0.7834  0.0069  0.0120
  1499.00  1495.77  1502.23  1.92179  -0.167   99.59  0.8761  0.0074  0.0132
  1499.00  1495.77  1502.23  1.92179  -0.100   95.74  0.9214  0.0078  0.0139
  1499.00  1495.77  1502.23  1.92179  -0.033   91.91  0.9578  0.0082  0.0145
  1499.00  1495.77  1502.23  1.92179   0.033   88.09  0.9417  0.0081  0.0143
  1499.00  1495.77  1502.23  1.92179   0.100   84.26  0.8652  0.0077  0.0133
  1499.00  1495.77  1502.23  1.92179   0.167   80.41  0.7623  0.0071  0.0119
  1499.00  1495.77  1502.23  1.92179   0.233   76.51  0.6468  0.0065  0.0104
  1499.00  1495.77  1502.23  1.92179   0.300   72.54  0.4930  0.0057  0.0084
  1499.00  1495.77  1502.23  1.92179   0.367   68.49  0.3752  0.0051  0.0069
  1499.00  1495.77  1502.23  1.92179   0.433   64.32  0.3319  0.0049  0.0064
  1499.00  1495.77  1502.23  1.92179   0.500   60.00  0.3715  0.0054  0.0071
  1499.00  1495.77  1502.23  1.92179   0.567   55.48  0.4614  0.0062  0.0085
  1499.00  1495.77  1502.23  1.92179   0.633   50.70  0.6758  0.0092  0.0125
  1499.00  1495.77  1502.23  1.92179   0.700   45.57  1.0567  0.0137  0.0190
  1499.00  1495.77  1502.23  1.92179   0.767   39.94  1.5038  0.0229  0.0296
  1499.00  1495.77  1502.23  1.92179   0.833   33.56  1.9198  0.0618  0.0663
  1505.48  1502.23  1508.72  1.92496  -0.833  146.44  1.2026  0.0476  0.0499
  1505.48  1502.23  1508.72  1.92496  -0.767  140.06  1.0664  0.0250  0.0283
  1505.48  1502.23  1508.72  1.92496  -0.700  134.43  0.8747  0.0144  0.0181
  1505.48  1502.23  1508.72  1.92496  -0.633  129.30  0.6603  0.0093  0.0124
  1505.48  1502.23  1508.72  1.92496  -0.567  124.52  0.5822  0.0074  0.0104
  1505.48  1502.23  1508.72  1.92496  -0.500  120.00  0.5503  0.0067  0.0096
  1505.48  1502.23  1508.72  1.92496  -0.433  115.68  0.5789  0.0065  0.0097
  1505.48  1502.23  1508.72  1.92496  -0.367  111.51  0.6340  0.0064  0.0102
  1505.48  1502.23  1508.72  1.92496  -0.300  107.46  0.6996  0.0067  0.0110
  1505.48  1502.23  1508.72  1.92496  -0.233  103.49  0.7935  0.0071  0.0122
  1505.48  1502.23  1508.72  1.92496  -0.167   99.59  0.8726  0.0076  0.0133
  1505.48  1502.23  1508.72  1.92496  -0.100   95.74  0.9444  0.0081  0.0143
  1505.48  1502.23  1508.72  1.92496  -0.033   91.91  0.9753  0.0084  0.0148
  1505.48  1502.23  1508.72  1.92496   0.033   88.09  0.9343  0.0083  0.0143
  1505.48  1502.23  1508.72  1.92496   0.100   84.26  0.8722  0.0080  0.0135
  1505.48  1502.23  1508.72  1.92496   0.167   80.41  0.7699  0.0075  0.0122
  1505.48  1502.23  1508.72  1.92496   0.233   76.51  0.6419  0.0066  0.0104
  1505.48  1502.23  1508.72  1.92496   0.300   72.54  0.4921  0.0057  0.0084
  1505.48  1502.23  1508.72  1.92496   0.367   68.49  0.3706  0.0050  0.0068
  1505.48  1502.23  1508.72  1.92496   0.433   64.32  0.3345  0.0050  0.0065
  1505.48  1502.23  1508.72  1.92496   0.500   60.00  0.3705  0.0055  0.0072
  1505.48  1502.23  1508.72  1.92496   0.567   55.48  0.4503  0.0064  0.0085
  1505.48  1502.23  1508.72  1.92496   0.633   50.70  0.6315  0.0086  0.0117
  1505.48  1502.23  1508.72  1.92496   0.700   45.57  1.0031  0.0132  0.0182
  1505.48  1502.23  1508.72  1.92496   0.767   39.94  1.4765  0.0230  0.0295
  1505.48  1502.23  1508.72  1.92496   0.833   33.56  1.8839  0.0630  0.0673
  1511.99  1508.72  1515.27  1.92813  -0.833  146.44  1.1467  0.0451  0.0473
  1511.99  1508.72  1515.27  1.92813  -0.767  140.06  1.0355  0.0253  0.0284
  1511.99  1508.72  1515.27  1.92813  -0.700  134.43  0.8542  0.0144  0.0179
  1511.99  1508.72  1515.27  1.92813  -0.633  129.30  0.6653  0.0092  0.0124
  1511.99  1508.72  1515.27  1.92813  -0.567  124.52  0.5706  0.0074  0.0103
  1511.99  1508.72  1515.27  1.92813  -0.500  120.00  0.5625  0.0067  0.0097
  1511.99  1508.72  1515.27  1.92813  -0.433  115.68  0.5642  0.0065  0.0096
  1511.99  1508.72  1515.27  1.92813  -0.367  111.51  0.6225  0.0066  0.0102
  1511.99  1508.72  1515.27  1.92813  -0.300  107.46  0.7003  0.0068  0.0111
  1511.99  1508.72  1515.27  1.92813  -0.233  103.49  0.7849  0.0073  0.0122
  1511.99  1508.72  1515.27  1.92813  -0.167   99.59  0.8710  0.0076  0.0133
  1511.99  1508.72  1515.27  1.92813  -0.100   95.74  0.9432  0.0083  0.0144
  1511.99  1508.72  1515.27  1.92813  -0.033   91.91  0.9620  0.0086  0.0148
  1511.99  1508.72  1515.27  1.92813   0.033   88.09  0.9482  0.0087  0.0147
  1511.99  1508.72  1515.27  1.92813   0.100   84.26  0.8622  0.0081  0.0135
  1511.99  1508.72  1515.27  1.92813   0.167   80.41  0.7629  0.0076  0.0122
  1511.99  1508.72  1515.27  1.92813   0.233   76.51  0.6319  0.0068  0.0104
  1511.99  1508.72  1515.27  1.92813   0.300   72.54  0.4829  0.0057  0.0083
  1511.99  1508.72  1515.27  1.92813   0.367   68.49  0.3580  0.0050  0.0067
  1511.99  1508.72  1515.27  1.92813   0.433   64.32  0.3115  0.0048  0.0062
  1511.99  1508.72  1515.27  1.92813   0.500   60.00  0.3530  0.0054  0.0070
  1511.99  1508.72  1515.27  1.92813   0.567   55.48  0.4365  0.0063  0.0083
  1511.99  1508.72  1515.27  1.92813   0.633   50.70  0.6475  0.0094  0.0124
  1511.99  1508.72  1515.27  1.92813   0.700   45.57  1.0676  0.0149  0.0200
  1511.99  1508.72  1515.27  1.92813   0.767   39.94  1.4964  0.0245  0.0308
  1511.99  1508.72  1515.27  1.92813   0.833   33.56  1.9550  0.0690  0.0732
  1518.51  1515.27  1521.76  1.93130  -0.833  146.44  1.1605  0.0445  0.0468
  1518.51  1515.27  1521.76  1.93130  -0.767  140.06  1.0302  0.0244  0.0276
  1518.51  1515.27  1521.76  1.93130  -0.700  134.43  0.8173  0.0141  0.0174
  1518.51  1515.27  1521.76  1.93130  -0.633  129.30  0.6731  0.0094  0.0126
  1518.51  1515.27  1521.76  1.93130  -0.567  124.52  0.5731  0.0074  0.0103
  1518.51  1515.27  1521.76  1.93130  -0.500  120.00  0.5479  0.0067  0.0096
  1518.51  1515.27  1521.76  1.93130  -0.433  115.68  0.5599  0.0064  0.0095
  1518.51  1515.27  1521.76  1.93130  -0.367  111.51  0.6226  0.0064  0.0101
  1518.51  1515.27  1521.76  1.93130  -0.300  107.46  0.7183  0.0069  0.0113
  1518.51  1515.27  1521.76  1.93130  -0.233  103.49  0.7967  0.0072  0.0123
  1518.51  1515.27  1521.76  1.93130  -0.167   99.59  0.8786  0.0079  0.0135
  1518.51  1515.27  1521.76  1.93130  -0.100   95.74  0.9468  0.0082  0.0144
  1518.51  1515.27  1521.76  1.93130  -0.033   91.91  0.9658  0.0086  0.0148
  1518.51  1515.27  1521.76  1.93130   0.033   88.09  0.9476  0.0085  0.0146
  1518.51  1515.27  1521.76  1.93130   0.100   84.26  0.8733  0.0081  0.0136
  1518.51  1515.27  1521.76  1.93130   0.167   80.41  0.7644  0.0076  0.0122
  1518.51  1515.27  1521.76  1.93130   0.233   76.51  0.6474  0.0068  0.0106
  1518.51  1515.27  1521.76  1.93130   0.300   72.54  0.4803  0.0057  0.0083
  1518.51  1515.27  1521.76  1.93130   0.367   68.49  0.3584  0.0050  0.0067
  1518.51  1515.27  1521.76  1.93130   0.433   64.32  0.3104  0.0048  0.0062
  1518.51  1515.27  1521.76  1.93130   0.500   60.00  0.3542  0.0054  0.0070
  1518.51  1515.27  1521.76  1.93130   0.567   55.48  0.4436  0.0063  0.0084
  1518.51  1515.27  1521.76  1.93130   0.633   50.70  0.6285  0.0091  0.0120
  1518.51  1515.27  1521.76  1.93130   0.700   45.57  1.0042  0.0137  0.0186
  1518.51  1515.27  1521.76  1.93130   0.767   39.94  1.4937  0.0242  0.0306
  1518.51  1515.27  1521.76  1.93130   0.833   33.56  1.8754  0.0644  0.0685
  1525.03  1521.76  1528.29  1.93446  -0.833  146.44  1.1218  0.0445  0.0467
  1525.03  1521.76  1528.29  1.93446  -0.767  140.06  1.0019  0.0238  0.0269
  1525.03  1521.76  1528.29  1.93446  -0.700  134.43  0.7925  0.0136  0.0168
  1525.03  1521.76  1528.29  1.93446  -0.633  129.30  0.6305  0.0090  0.0120
  1525.03  1521.76  1528.29  1.93446  -0.567  124.52  0.5603  0.0074  0.0102
  1525.03  1521.76  1528.29  1.93446  -0.500  120.00  0.5392  0.0067  0.0095
  1525.03  1521.76  1528.29  1.93446  -0.433  115.68  0.5602  0.0064  0.0095
  1525.03  1521.76  1528.29  1.93446  -0.367  111.51  0.6045  0.0064  0.0099
  1525.03  1521.76  1528.29  1.93446  -0.300  107.46  0.6873  0.0067  0.0109
  1525.03  1521.76  1528.29  1.93446  -0.233  103.49  0.7884  0.0072  0.0122
  1525.03  1521.76  1528.29  1.93446  -0.167   99.59  0.8565  0.0077  0.0132
  1525.03  1521.76  1528.29  1.93446  -0.100   95.74  0.9213  0.0081  0.0141
  1525.03  1521.76  1528.29  1.93446  -0.033   91.91  0.9565  0.0086  0.0147
  1525.03  1521.76  1528.29  1.93446   0.033   88.09  0.9256  0.0084  0.0143
  1525.03  1521.76  1528.29  1.93446   0.100   84.26  0.8438  0.0079  0.0132
  1525.03  1521.76  1528.29  1.93446   0.167   80.41  0.7290  0.0073  0.0117
  1525.03  1521.76  1528.29  1.93446   0.233   76.51  0.6132  0.0066  0.0101
  1525.03  1521.76  1528.29  1.93446   0.300   72.54  0.4417  0.0055  0.0078
  1525.03  1521.76  1528.29  1.93446   0.367   68.49  0.3449  0.0049  0.0065
  1525.03  1521.76  1528.29  1.93446   0.433   64.32  0.3043  0.0048  0.0061
  1525.03  1521.76  1528.29  1.93446   0.500   60.00  0.3413  0.0053  0.0068
  1525.03  1521.76  1528.29  1.93446   0.567   55.48  0.4252  0.0062  0.0082
  1525.03  1521.76  1528.29  1.93446   0.633   50.70  0.6397  0.0096  0.0125
  1525.03  1521.76  1528.29  1.93446   0.700   45.57  1.0388  0.0147  0.0196
  1525.03  1521.76  1528.29  1.93446   0.767   39.94  1.4908  0.0250  0.0312
  1525.03  1521.76  1528.29  1.93446   0.833   33.56  2.0054  0.0727  0.0769
  1531.54  1528.29  1534.80  1.93762  -0.833  146.44  1.1599  0.0423  0.0447
  1531.54  1528.29  1534.80  1.93762  -0.767  140.06  1.0214  0.0234  0.0267
  1531.54  1528.29  1534.80  1.93762  -0.700  134.43  0.7987  0.0134  0.0167
  1531.54  1528.29  1534.80  1.93762  -0.633  129.30  0.6287  0.0088  0.0118
  1531.54  1528.29  1534.80  1.93762  -0.567  124.52  0.5513  0.0072  0.0100
  1531.54  1528.29  1534.80  1.93762  -0.500  120.00  0.5382  0.0066  0.0094
  1531.54  1528.29  1534.80  1.93762  -0.433  115.68  0.5523  0.0062  0.0093
  1531.54  1528.29  1534.80  1.93762  -0.367  111.51  0.6239  0.0064  0.0101
  1531.54  1528.29  1534.80  1.93762  -0.300  107.46  0.7086  0.0067  0.0111
  1531.54  1528.29  1534.80  1.93762  -0.233  103.49  0.7835  0.0069  0.0120
  1531.54  1528.29  1534.80  1.93762  -0.167   99.59  0.8902  0.0075  0.0134
  1531.54  1528.29  1534.80  1.93762  -0.100   95.74  0.9225  0.0078  0.0139
  1531.54  1528.29  1534.80  1.93762  -0.033   91.91  0.9714  0.0083  0.0147
  1531.54  1528.29  1534.80  1.93762   0.033   88.09  0.9527  0.0083  0.0145
  1531.54  1528.29  1534.80  1.93762   0.100   84.26  0.8553  0.0077  0.0132
  1531.54  1528.29  1534.80  1.93762   0.167   80.41  0.7404  0.0070  0.0116
  1531.54  1528.29  1534.80  1.93762   0.233   76.51  0.6080  0.0063  0.0099
  1531.54  1528.29  1534.80  1.93762   0.300   72.54  0.4546  0.0053  0.0078
  1531.54  1528.29  1534.80  1.93762   0.367   68.49  0.3363  0.0047  0.0063
  1531.54  1528.29  1534.80  1.93762   0.433   64.32  0.2985  0.0047  0.0060
  1531.54  1528.29  1534.80  1.93762   0.500   60.00  0.3453  0.0053  0.0068
  1531.54  1528.29  1534.80  1.93762   0.567   55.48  0.4192  0.0060  0.0080
  1531.54  1528.29  1534.80  1.93762   0.633   50.70  0.5888  0.0083  0.0111
  1531.54  1528.29  1534.80  1.93762   0.700   45.57  0.9942  0.0129  0.0179
  1531.54  1528.29  1534.80  1.93762   0.767   39.94  1.4487  0.0223  0.0287
  1531.54  1528.29  1534.80  1.93762   0.833   33.56  1.7960  0.0582  0.0624
  1538.07  1534.80  1541.34  1.94078  -0.833  146.44  1.0303  0.0398  0.0418
  1538.07  1534.80  1541.34  1.94078  -0.767  140.06  1.0126  0.0229  0.0262
  1538.07  1534.80  1541.34  1.94078  -0.700  134.43  0.7618  0.0129  0.0160
  1538.07  1534.80  1541.34  1.94078  -0.633  129.30  0.6106  0.0086  0.0115
  1538.07  1534.80  1541.34  1.94078  -0.567  124.52  0.5508  0.0071  0.0099
  1538.07  1534.80  1541.34  1.94078  -0.500  120.00  0.5003  0.0063  0.0089
  1538.07  1534.80  1541.34  1.94078  -0.433  115.68  0.5434  0.0061  0.0091
  1538.07  1534.80  1541.34  1.94078  -0.367  111.51  0.6018  0.0061  0.0097
  1538.07  1534.80  1541.34  1.94078  -0.300  107.46  0.6826  0.0063  0.0106
  1538.07  1534.80  1541.34  1.94078  -0.233  103.49  0.7792  0.0067  0.0118
  1538.07  1534.80  1541.34  1.94078  -0.167   99.59  0.8651  0.0070  0.0129
  1538.07  1534.80  1541.34  1.94078  -0.100   95.74  0.9239  0.0076  0.0138
  1538.07  1534.80  1541.34  1.94078  -0.033   91.91  0.9405  0.0078  0.0141
  1538.07  1534.80  1541.34  1.94078   0.033   88.09  0.9264  0.0079  0.0140
  1538.07  1534.80  1541.34  1.94078   0.100   84.26  0.8310  0.0073  0.0127
  1538.07  1534.80  1541.34  1.94078   0.167   80.41  0.7322  0.0068  0.0114
  1538.07  1534.80  1541.34  1.94078   0.233   76.51  0.5825  0.0059  0.0094
  1538.07  1534.80  1541.34  1.94078   0.300   72.54  0.4307  0.0051  0.0074
  1538.07  1534.80  1541.34  1.94078   0.367   68.49  0.3234  0.0046  0.0061
  1538.07  1534.80  1541.34  1.94078   0.433   64.32  0.2855  0.0046  0.0058
  1538.07  1534.80  1541.34  1.94078   0.500   60.00  0.3178  0.0050  0.0064
  1538.07  1534.80  1541.34  1.94078   0.567   55.48  0.4115  0.0059  0.0078
  1538.07  1534.80  1541.34  1.94078   0.633   50.70  0.6046  0.0085  0.0114
  1538.07  1534.80  1541.34  1.94078   0.700   45.57  1.0357  0.0132  0.0185
  1538.07  1534.80  1541.34  1.94078   0.767   39.94  1.4662  0.0217  0.0284
  1538.07  1534.80  1541.34  1.94078   0.833   33.56  1.7460  0.0538  0.0581
  1544.61  1541.34  1547.88  1.94394  -0.833  146.44  1.0739  0.0434  0.0454
  1544.61  1541.34  1547.88  1.94394  -0.767  140.06  1.0091  0.0242  0.0273
  1544.61  1541.34  1547.88  1.94394  -0.700  134.43  0.7442  0.0135  0.0164
  1544.61  1541.34  1547.88  1.94394  -0.633  129.30  0.6028  0.0092  0.0119
  1544.61  1541.34  1547.88  1.94394  -0.567  124.52  0.5307  0.0076  0.0101
  1544.61  1541.34  1547.88  1.94394  -0.500  120.00  0.5169  0.0068  0.0094
  1544.61  1541.34  1547.88  1.94394  -0.433  115.68  0.5426  0.0067  0.0095
  1544.61  1541.34  1547.88  1.94394  -0.367  111.51  0.6095  0.0068  0.0102
  1544.61  1541.34  1547.88  1.94394  -0.300  107.46  0.6949  0.0072  0.0113
  1544.61  1541.34  1547.88  1.94394  -0.233  103.49  0.7887  0.0077  0.0125
  1544.61  1541.34  1547.88  1.94394  -0.167   99.59  0.8777  0.0082  0.0137
  1544.61  1541.34  1547.88  1.94394  -0.100   95.74  0.9168  0.0086  0.0143
  1544.61  1541.34  1547.88  1.94394  -0.033   91.91  0.9723  0.0091  0.0152
  1544.61  1541.34  1547.88  1.94394   0.033   88.09  0.9370  0.0090  0.0148
  1544.61  1541.34  1547.88  1.94394   0.100   84.26  0.8429  0.0084  0.0135
  1544.61  1541.34  1547.88  1.94394   0.167   80.41  0.7418  0.0078  0.0121
  1544.61  1541.34  1547.88  1.94394   0.233   76.51  0.5900  0.0068  0.0100
  1544.61  1541.34  1547.88  1.94394   0.300   72.54  0.4295  0.0055  0.0077
  1544.61  1541.34  1547.88  1.94394   0.367   68.49  0.3180  0.0049  0.0063
  1544.61  1541.34  1547.88  1.94394   0.433   64.32  0.2859  0.0049  0.0061
  1544.61  1541.34  1547.88  1.94394   0.500   60.00  0.3354  0.0055  0.0069
  1544.61  1541.34  1547.88  1.94394   0.567   55.48  0.4193  0.0066  0.0084
  1544.61  1541.34  1547.88  1.94394   0.633   50.70  0.6148  0.0097  0.0124
  1544.61  1541.34  1547.88  1.94394   0.700   45.57  1.0194  0.0154  0.0200
  1544.61  1541.34  1547.88  1.94394   0.767   39.94  1.4396  0.0259  0.0315
  1544.61  1541.34  1547.88  1.94394   0.833   33.56  1.8267  0.0698  0.0734
  1551.16  1547.88  1554.45  1.94709  -0.833  146.44  1.0377  0.0397  0.0418
  1551.16  1547.88  1554.45  1.94709  -0.767  140.06  0.9492  0.0222  0.0252
  1551.16  1547.88  1554.45  1.94709  -0.700  134.43  0.7308  0.0131  0.0160
  1551.16  1547.88  1554.45  1.94709  -0.633  129.30  0.5993  0.0089  0.0116
  1551.16  1547.88  1554.45  1.94709  -0.567  124.52  0.5210  0.0072  0.0097
  1551.16  1547.88  1554.45  1.94709  -0.500  120.00  0.5091  0.0065  0.0091
  1551.16  1547.88  1554.45  1.94709  -0.433  115.68  0.5294  0.0062  0.0091
  1551.16  1547.88  1554.45  1.94709  -0.367  111.51  0.5972  0.0063  0.0098
  1551.16  1547.88  1554.45  1.94709  -0.300  107.46  0.6865  0.0066  0.0108
  1551.16  1547.88  1554.45  1.94709  -0.233  103.49  0.7810  0.0068  0.0119
  1551.16  1547.88  1554.45  1.94709  -0.167   99.59  0.8513  0.0073  0.0129
  1551.16  1547.88  1554.45  1.94709  -0.100   95.74  0.9303  0.0078  0.0140
  1551.16  1547.88  1554.45  1.94709  -0.033   91.91  0.9397  0.0080  0.0142
  1551.16  1547.88  1554.45  1.94709   0.033   88.09  0.9074  0.0079  0.0138
  1551.16  1547.88  1554.45  1.94709   0.100   84.26  0.8358  0.0076  0.0129
  1551.16  1547.88  1554.45  1.94709   0.167   80.41  0.7277  0.0070  0.0115
  1551.16  1547.88  1554.45  1.94709   0.233   76.51  0.5756  0.0060  0.0094
  1551.16  1547.88  1554.45  1.94709   0.300   72.54  0.4147  0.0051  0.0073
  1551.16  1547.88  1554.45  1.94709   0.367   68.49  0.3120  0.0046  0.0060
  1551.16  1547.88  1554.45  1.94709   0.433   64.32  0.2784  0.0046  0.0058
  1551.16  1547.88  1554.45  1.94709   0.500   60.00  0.3204  0.0052  0.0066
  1551.16  1547.88  1554.45  1.94709   0.567   55.48  0.3891  0.0060  0.0077
  1551.16  1547.88  1554.45  1.94709   0.633   50.70  0.5586  0.0081  0.0107
  1551.16  1547.88  1554.45  1.94709   0.700   45.57  0.9296  0.0120  0.0167
  1551.16  1547.88  1554.45  1.94709   0.767   39.94  1.3926  0.0209  0.0272
  1551.16  1547.88  1554.45  1.94709   0.833   33.56  1.7149  0.0560  0.0600
  1557.75  1554.45  1561.03  1.95027  -0.833  146.44  1.0179  0.0390  0.0410
  1557.75  1554.45  1561.03  1.95027  -0.767  140.06  0.9080  0.0223  0.0250
  1557.75  1554.45  1561.03  1.95027  -0.700  134.43  0.7222  0.0131  0.0159
  1557.75  1554.45  1561.03  1.95027  -0.633  129.30  0.5727  0.0089  0.0114
  1557.75  1554.45  1561.03  1.95027  -0.567  124.52  0.5152  0.0073  0.0097
  1557.75  1554.45  1561.03  1.95027  -0.500  120.00  0.4839  0.0065  0.0089
  1557.75  1554.45  1561.03  1.95027  -0.433  115.68  0.5214  0.0064  0.0091
  1557.75  1554.45  1561.03  1.95027  -0.367  111.51  0.5724  0.0062  0.0095
  1557.75  1554.45  1561.03  1.95027  -0.300  107.46  0.6746  0.0066  0.0107
  1557.75  1554.45  1561.03  1.95027  -0.233  103.49  0.7518  0.0068  0.0116
  1557.75  1554.45  1561.03  1.95027  -0.167   99.59  0.8526  0.0073  0.0129
  1557.75  1554.45  1561.03  1.95027  -0.100   95.74  0.9119  0.0076  0.0137
  1557.75  1554.45  1561.03  1.95027  -0.033   91.91  0.9375  0.0080  0.0142
  1557.75  1554.45  1561.03  1.95027   0.033   88.09  0.8979  0.0079  0.0137
  1557.75  1554.45  1561.03  1.95027   0.100   84.26  0.8102  0.0075  0.0126
  1557.75  1554.45  1561.03  1.95027   0.167   80.41  0.6922  0.0068  0.0110
  1557.75  1554.45  1561.03  1.95027   0.233   76.51  0.5633  0.0061  0.0093
  1557.75  1554.45  1561.03  1.95027   0.300   72.54  0.4094  0.0052  0.0073
  1557.75  1554.45  1561.03  1.95027   0.367   68.49  0.2987  0.0046  0.0059
  1557.75  1554.45  1561.03  1.95027   0.433   64.32  0.2628  0.0045  0.0056
  1557.75  1554.45  1561.03  1.95027   0.500   60.00  0.3022  0.0052  0.0064
  1557.75  1554.45  1561.03  1.95027   0.567   55.48  0.3761  0.0058  0.0075
  1557.75  1554.45  1561.03  1.95027   0.633   50.70  0.5185  0.0077  0.0101
  1557.75  1554.45  1561.03  1.95027   0.700   45.57  0.9088  0.0115  0.0162
  1557.75  1554.45  1561.03  1.95027   0.767   39.94  1.3475  0.0202  0.0263
  1557.75  1554.45  1561.03  1.95027   0.833   33.56  1.6937  0.0549  0.0588
  1564.38  1561.03  1567.73  1.95345  -0.833  146.44  1.1229  0.0416  0.0439
  1564.38  1561.03  1567.73  1.95345  -0.767  140.06  0.9031  0.0229  0.0255
  1564.38  1561.03  1567.73  1.95345  -0.700  134.43  0.7112  0.0133  0.0160
  1564.38  1561.03  1567.73  1.95345  -0.633  129.30  0.5615  0.0090  0.0114
  1564.38  1561.03  1567.73  1.95345  -0.567  124.52  0.4985  0.0074  0.0097
  1564.38  1561.03  1567.73  1.95345  -0.500  120.00  0.4826  0.0067  0.0090
  1564.38  1561.03  1567.73  1.95345  -0.433  115.68  0.5056  0.0064  0.0090
  1564.38  1561.03  1567.73  1.95345  -0.367  111.51  0.5833  0.0065  0.0098
  1564.38  1561.03  1567.73  1.95345  -0.300  107.46  0.6669  0.0067  0.0107
  1564.38  1561.03  1567.73  1.95345  -0.233  103.49  0.7659  0.0072  0.0120
  1564.38  1561.03  1567.73  1.95345  -0.167   99.59  0.8426  0.0076  0.0130
  1564.38  1561.03  1567.73  1.95345  -0.100   95.74  0.9093  0.0082  0.0140
  1564.38  1561.03  1567.73  1.95345  -0.033   91.91  0.9323  0.0085  0.0144
  1564.38  1561.03  1567.73  1.95345   0.033   88.09  0.8821  0.0081  0.0137
  1564.38  1561.03  1567.73  1.95345   0.100   84.26  0.8071  0.0077  0.0127
  1564.38  1561.03  1567.73  1.95345   0.167   80.41  0.6950  0.0071  0.0112
  1564.38  1561.03  1567.73  1.95345   0.233   76.51  0.5485  0.0063  0.0093
  1564.38  1561.03  1567.73  1.95345   0.300   72.54  0.3981  0.0052  0.0072
  1564.38  1561.03  1567.73  1.95345   0.367   68.49  0.2937  0.0046  0.0059
  1564.38  1561.03  1567.73  1.95345   0.433   64.32  0.2653  0.0048  0.0058
  1564.38  1561.03  1567.73  1.95345   0.500   60.00  0.3074  0.0054  0.0066
  1564.38  1561.03  1567.73  1.95345   0.567   55.48  0.3708  0.0061  0.0077
  1564.38  1561.03  1567.73  1.95345   0.633   50.70  0.5350  0.0082  0.0106
  1564.38  1561.03  1567.73  1.95345   0.700   45.57  0.8802  0.0120  0.0163
  1564.38  1561.03  1567.73  1.95345   0.767   39.94  1.3236  0.0215  0.0271
  1564.38  1561.03  1567.73  1.95345   0.833   33.56  1.7953  0.0644  0.0682
  1572.89  1567.73  1578.05  1.95754  -0.833  146.44  0.9655  0.0332  0.0353
  1572.89  1567.73  1578.05  1.95754  -0.767  140.06  0.8567  0.0189  0.0217
  1572.89  1567.73  1578.05  1.95754  -0.700  134.43  0.6591  0.0111  0.0138
  1572.89  1567.73  1578.05  1.95754  -0.633  129.30  0.5448  0.0076  0.0102
  1572.89  1567.73  1578.05  1.95754  -0.567  124.52  0.4945  0.0063  0.0088
  1572.89  1567.73  1578.05  1.95754  -0.500  120.00  0.4688  0.0057  0.0082
  1572.89  1567.73  1578.05  1.95754  -0.433  115.68  0.5048  0.0055  0.0084
  1572.89  1567.73  1578.05  1.95754  -0.367  111.51  0.5701  0.0055  0.0090
  1572.89  1567.73  1578.05  1.95754  -0.300  107.46  0.6707  0.0056  0.0101
  1572.89  1567.73  1578.05  1.95754  -0.233  103.49  0.7470  0.0060  0.0111
  1572.89  1567.73  1578.05  1.95754  -0.167   99.59  0.8400  0.0064  0.0123
  1572.89  1567.73  1578.05  1.95754  -0.100   95.74  0.8973  0.0068  0.0131
  1572.89  1567.73  1578.05  1.95754  -0.033   91.91  0.9142  0.0068  0.0133
  1572.89  1567.73  1578.05  1.95754   0.033   88.09  0.8727  0.0067  0.0128
  1572.89  1567.73  1578.05  1.95754   0.100   84.26  0.7941  0.0064  0.0118
  1572.89  1567.73  1578.05  1.95754   0.167   80.41  0.6749  0.0057  0.0102
  1572.89  1567.73  1578.05  1.95754   0.233   76.51  0.5374  0.0052  0.0085
  1572.89  1567.73  1578.05  1.95754   0.300   72.54  0.3864  0.0043  0.0065
  1572.89  1567.73  1578.05  1.95754   0.367   68.49  0.2845  0.0039  0.0053
  1572.89  1567.73  1578.05  1.95754   0.433   64.32  0.2535  0.0040  0.0051
  1572.89  1567.73  1578.05  1.95754   0.500   60.00  0.2915  0.0044  0.0057
  1572.89  1567.73  1578.05  1.95754   0.567   55.48  0.3648  0.0052  0.0069
  1572.89  1567.73  1578.05  1.95754   0.633   50.70  0.5087  0.0068  0.0093
