 #---------------------------------------------------------------------------
 #   gamma p --> pi0 p                     Apr2013
 #
 #        Q - polar angle of pi0 meson in CMS
 #        err2 = sqrt(stat**2 + (0.02*ds/dOmega)**2)
 #---------------------------------------------------------------------------
 # Eg[MeV]  Eg_min   Eg_max   W[GeV]  cos(Q)    Q    ds/dOmega  stat.  err2
 #                                            [deg]   [µb/sr]   err.
 #--------------------------------------------------------------------------
   339.79   337.60   341.97  1.23207  -0.233  103.49 27.8532  0.0877  0.5639
   339.79   337.60   341.97  1.23207  -0.167   99.59 28.5736  0.0890  0.5784
   339.79   337.60   341.97  1.23207  -0.100   95.74 28.9227  0.0894  0.5853
   339.79   337.60   341.97  1.23207  -0.033   91.91 29.2522  0.0900  0.5919
   339.79   337.60   341.97  1.23207   0.033   88.09 29.2294  0.0899  0.5915
   339.79   337.60   341.97  1.23207   0.100   84.26 29.1354  0.0896  0.5896
   339.79   337.60   341.97  1.23207   0.167   80.41 28.9896  0.0891  0.5866
   339.79   337.60   341.97  1.23207   0.233   76.51 28.6026  0.0879  0.5788
   339.79   337.60   341.97  1.23207   0.300   72.54 28.2755  0.0871  0.5722
   339.79   337.60   341.97  1.23207   0.367   68.49 27.6010  0.0857  0.5586
   339.79   337.60   341.97  1.23207   0.433   64.32 26.7939  0.0844  0.5425
   339.79   337.60   341.97  1.23207   0.500   60.00 25.9405  0.0833  0.5255
   339.79   337.60   341.97  1.23207   0.567   55.48 24.5630  0.0809  0.4979
   339.79   337.60   341.97  1.23207   0.633   50.70 23.2659  0.0796  0.4721
   339.79   337.60   341.97  1.23207   0.700   45.57 21.7130  0.0788  0.4414
   339.79   337.60   341.97  1.23207   0.767   39.94 19.5442  0.0784  0.3987
   339.79   337.60   341.97  1.23207   0.833   33.56 17.6861  0.0821  0.3631
   339.79   337.60   341.97  1.23207   0.900   25.84 15.3836  0.0901  0.3206
   339.79   337.60   341.97  1.23207   0.967   14.84 12.8001  0.1146  0.2805
   344.16   341.97   346.34  1.23539  -0.967  165.16  8.9524  0.0529  0.1867
   344.16   341.97   346.34  1.23539  -0.900  154.16 11.4124  0.0556  0.2349
   344.16   341.97   346.34  1.23539  -0.833  146.44 13.7224  0.0591  0.2807
   344.16   341.97   346.34  1.23539  -0.767  140.06 15.7082  0.0623  0.3203
   344.16   341.97   346.34  1.23539  -0.700  134.43 17.7101  0.0653  0.3602
   344.16   341.97   346.34  1.23539  -0.633  129.30 19.7087  0.0686  0.4001
   344.16   341.97   346.34  1.23539  -0.567  124.52 21.3968  0.0713  0.4338
   344.16   341.97   346.34  1.23539  -0.500  120.00 23.0193  0.0742  0.4663
   344.16   341.97   346.34  1.23539  -0.433  115.68 24.1740  0.0758  0.4894
   344.16   341.97   346.34  1.23539  -0.367  111.51 25.4454  0.0781  0.5149
   344.16   341.97   346.34  1.23539  -0.300  107.46 26.4886  0.0800  0.5358
   344.16   341.97   346.34  1.23539  -0.233  103.49 27.1449  0.0809  0.5489
   344.16   341.97   346.34  1.23539  -0.167   99.59 27.8494  0.0821  0.5630
   344.16   341.97   346.34  1.23539  -0.100   95.74 28.1794  0.0824  0.5696
   344.16   341.97   346.34  1.23539  -0.033   91.91 28.3815  0.0829  0.5737
   344.16   341.97   346.34  1.23539   0.033   88.09 28.6024  0.0835  0.5781
   344.16   341.97   346.34  1.23539   0.100   84.26 28.5201  0.0831  0.5764
   344.16   341.97   346.34  1.23539   0.167   80.41 28.3384  0.0827  0.5728
   344.16   341.97   346.34  1.23539   0.233   76.51 27.9474  0.0816  0.5649
   344.16   341.97   346.34  1.23539   0.300   72.54 27.5819  0.0807  0.5575
   344.16   341.97   346.34  1.23539   0.367   68.49 26.9222  0.0791  0.5442
   344.16   341.97   346.34  1.23539   0.433   64.32 26.1358  0.0779  0.5285
   344.16   341.97   346.34  1.23539   0.500   60.00 25.4442  0.0771  0.5147
   344.16   341.97   346.34  1.23539   0.567   55.48 24.0533  0.0747  0.4868
   344.16   341.97   346.34  1.23539   0.633   50.70 22.9020  0.0737  0.4639
   344.16   341.97   346.34  1.23539   0.700   45.57 21.1896  0.0723  0.4299
   344.16   341.97   346.34  1.23539   0.767   39.94 19.1659  0.0719  0.3900
   344.16   341.97   346.34  1.23539   0.833   33.56 17.2894  0.0751  0.3538
   344.16   341.97   346.34  1.23539   0.900   25.84 14.9401  0.0819  0.3098
   344.16   341.97   346.34  1.23539   0.967   14.84 12.3805  0.1025  0.2680
   348.52   346.34   350.71  1.23870  -0.967  165.16  8.3205  0.0448  0.1723
   348.52   346.34   350.71  1.23870  -0.900  154.16 10.7231  0.0478  0.2197
   348.52   346.34   350.71  1.23870  -0.833  146.44 12.9611  0.0513  0.2642
   348.52   346.34   350.71  1.23870  -0.767  140.06 14.9780  0.0548  0.3045
   348.52   346.34   350.71  1.23870  -0.700  134.43 16.7032  0.0572  0.3389
   348.52   346.34   350.71  1.23870  -0.633  129.30 18.7725  0.0608  0.3803
   348.52   346.34   350.71  1.23870  -0.567  124.52 20.5475  0.0638  0.4159
   348.52   346.34   350.71  1.23870  -0.500  120.00 22.0218  0.0663  0.4454
   348.52   346.34   350.71  1.23870  -0.433  115.68 23.2342  0.0683  0.4697
   348.52   346.34   350.71  1.23870  -0.367  111.51 24.5428  0.0708  0.4959
   348.52   346.34   350.71  1.23870  -0.300  107.46 25.4920  0.0725  0.5150
   348.52   346.34   350.71  1.23870  -0.233  103.49 26.0784  0.0732  0.5267
   348.52   346.34   350.71  1.23870  -0.167   99.59 26.8200  0.0746  0.5416
   348.52   346.34   350.71  1.23870  -0.100   95.74 27.0300  0.0746  0.5457
   348.52   346.34   350.71  1.23870  -0.033   91.91 27.3269  0.0751  0.5517
   348.52   346.34   350.71  1.23870   0.033   88.09 27.5703  0.0759  0.5566
   348.52   346.34   350.71  1.23870   0.100   84.26 27.5370  0.0758  0.5559
   348.52   346.34   350.71  1.23870   0.167   80.41 27.2894  0.0752  0.5509
   348.52   346.34   350.71  1.23870   0.233   76.51 27.0155  0.0745  0.5454
   348.52   346.34   350.71  1.23870   0.300   72.54 26.6369  0.0735  0.5378
   348.52   346.34   350.71  1.23870   0.367   68.49 25.8697  0.0716  0.5223
   348.52   346.34   350.71  1.23870   0.433   64.32 25.2713  0.0707  0.5103
   348.52   346.34   350.71  1.23870   0.500   60.00 24.3896  0.0695  0.4927
   348.52   346.34   350.71  1.23870   0.567   55.48 23.2303  0.0675  0.4695
   348.52   346.34   350.71  1.23870   0.633   50.70 22.0474  0.0663  0.4459
   348.52   346.34   350.71  1.23870   0.700   45.57 20.4118  0.0648  0.4133
   348.52   346.34   350.71  1.23870   0.767   39.94 18.6322  0.0644  0.3782
   348.52   346.34   350.71  1.23870   0.833   33.56 16.7682  0.0668  0.3420
   348.52   346.34   350.71  1.23870   0.900   25.84 14.5330  0.0725  0.2996
   348.52   346.34   350.71  1.23870   0.967   14.84 12.1642  0.0895  0.2592
   352.90   350.71   355.08  1.24201  -0.967  165.16  7.7727  0.0441  0.1616
   352.90   350.71   355.08  1.24201  -0.900  154.16 10.0572  0.0467  0.2065
   352.90   350.71   355.08  1.24201  -0.833  146.44 12.2899  0.0503  0.2509
   352.90   350.71   355.08  1.24201  -0.767  140.06 14.1909  0.0535  0.2888
   352.90   350.71   355.08  1.24201  -0.700  134.43 15.9276  0.0559  0.3234
   352.90   350.71   355.08  1.24201  -0.633  129.30 17.8178  0.0590  0.3612
   352.90   350.71   355.08  1.24201  -0.567  124.52 19.5523  0.0620  0.3959
   352.90   350.71   355.08  1.24201  -0.500  120.00 21.0626  0.0647  0.4262
   352.90   350.71   355.08  1.24201  -0.433  115.68 22.1679  0.0662  0.4483
   352.90   350.71   355.08  1.24201  -0.367  111.51 23.4826  0.0689  0.4747
   352.90   350.71   355.08  1.24201  -0.300  107.46 24.4021  0.0706  0.4931
   352.90   350.71   355.08  1.24201  -0.233  103.49 25.0344  0.0714  0.5058
   352.90   350.71   355.08  1.24201  -0.167   99.59 25.7268  0.0727  0.5196
   352.90   350.71   355.08  1.24201  -0.100   95.74 25.8737  0.0725  0.5225
   352.90   350.71   355.08  1.24201  -0.033   91.91 26.2283  0.0732  0.5296
   352.90   350.71   355.08  1.24201   0.033   88.09 26.5127  0.0741  0.5354
   352.90   350.71   355.08  1.24201   0.100   84.26 26.4805  0.0740  0.5348
   352.90   350.71   355.08  1.24201   0.167   80.41 26.2603  0.0735  0.5303
   352.90   350.71   355.08  1.24201   0.233   76.51 25.9334  0.0727  0.5237
   352.90   350.71   355.08  1.24201   0.300   72.54 25.5532  0.0717  0.5161
   352.90   350.71   355.08  1.24201   0.367   68.49 25.0087  0.0703  0.5051
   352.90   350.71   355.08  1.24201   0.433   64.32 24.2976  0.0691  0.4908
   352.90   350.71   355.08  1.24201   0.500   60.00 23.5292  0.0680  0.4755
   352.90   350.71   355.08  1.24201   0.567   55.48 22.3927  0.0662  0.4527
   352.90   350.71   355.08  1.24201   0.633   50.70 21.1960  0.0650  0.4289
   352.90   350.71   355.08  1.24201   0.700   45.57 19.7685  0.0639  0.4005
   352.90   350.71   355.08  1.24201   0.767   39.94 17.8080  0.0632  0.3617
   352.90   350.71   355.08  1.24201   0.833   33.56 16.1364  0.0661  0.3294
   352.90   350.71   355.08  1.24201   0.900   25.84 14.0334  0.0724  0.2899
   352.90   350.71   355.08  1.24201   0.967   14.84 11.9199  0.0902  0.2549
   357.27   355.08   359.45  1.24531  -0.967  165.16  7.1652  0.0500  0.1518
   357.27   355.08   359.45  1.24531  -0.900  154.16  9.4318  0.0527  0.1959
   357.27   355.08   359.45  1.24531  -0.833  146.44 11.4637  0.0557  0.2359
   357.27   355.08   359.45  1.24531  -0.767  140.06 13.3711  0.0591  0.2739
   357.27   355.08   359.45  1.24531  -0.700  134.43 15.0831  0.0615  0.3079
   357.27   355.08   359.45  1.24531  -0.633  129.30 17.0017  0.0647  0.3461
   357.27   355.08   359.45  1.24531  -0.567  124.52 18.6480  0.0676  0.3790
   357.27   355.08   359.45  1.24531  -0.500  120.00 20.1072  0.0702  0.4082
   357.27   355.08   359.45  1.24531  -0.433  115.68 21.1432  0.0717  0.4289
   357.27   355.08   359.45  1.24531  -0.367  111.51 22.3600  0.0741  0.4533
   357.27   355.08   359.45  1.24531  -0.300  107.46 23.3828  0.0762  0.4738
   357.27   355.08   359.45  1.24531  -0.233  103.49 23.9253  0.0768  0.4846
   357.27   355.08   359.45  1.24531  -0.167   99.59 24.5282  0.0778  0.4967
   357.27   355.08   359.45  1.24531  -0.100   95.74 24.9106  0.0783  0.5043
   357.27   355.08   359.45  1.24531  -0.033   91.91 25.0647  0.0785  0.5074
   357.27   355.08   359.45  1.24531   0.033   88.09 25.4367  0.0796  0.5149
   357.27   355.08   359.45  1.24531   0.100   84.26 25.4427  0.0795  0.5150
   357.27   355.08   359.45  1.24531   0.167   80.41 25.2964  0.0793  0.5121
   357.27   355.08   359.45  1.24531   0.233   76.51 24.8966  0.0784  0.5041
   357.27   355.08   359.45  1.24531   0.300   72.54 24.5890  0.0776  0.4979
   357.27   355.08   359.45  1.24531   0.367   68.49 23.8022  0.0755  0.4820
   357.27   355.08   359.45  1.24531   0.433   64.32 23.4012  0.0749  0.4740
   357.27   355.08   359.45  1.24531   0.500   60.00 22.6283  0.0738  0.4585
   357.27   355.08   359.45  1.24531   0.567   55.48 21.6611  0.0724  0.4392
   357.27   355.08   359.45  1.24531   0.633   50.70 20.4770  0.0712  0.4157
   357.27   355.08   359.45  1.24531   0.700   45.57 18.9791  0.0700  0.3860
   357.27   355.08   359.45  1.24531   0.767   39.94 17.2599  0.0703  0.3523
   357.27   355.08   359.45  1.24531   0.833   33.56 15.6312  0.0741  0.3213
   357.27   355.08   359.45  1.24531   0.900   25.84 13.5687  0.0827  0.2837
   357.27   355.08   359.45  1.24531   0.967   14.84 11.4849  0.1041  0.2522
   361.64   359.45   363.83  1.24859  -0.967  165.16  6.7221  0.0417  0.1408
   361.64   359.45   363.83  1.24859  -0.900  154.16  8.8645  0.0443  0.1827
   361.64   359.45   363.83  1.24859  -0.833  146.44 10.7751  0.0472  0.2206
   361.64   359.45   363.83  1.24859  -0.767  140.06 12.6451  0.0506  0.2579
   361.64   359.45   363.83  1.24859  -0.700  134.43 14.3304  0.0530  0.2915
   361.64   359.45   363.83  1.24859  -0.633  129.30 16.1604  0.0560  0.3280
   361.64   359.45   363.83  1.24859  -0.567  124.52 17.7867  0.0589  0.3606
   361.64   359.45   363.83  1.24859  -0.500  120.00 19.0895  0.0611  0.3866
   361.64   359.45   363.83  1.24859  -0.433  115.68 20.2546  0.0630  0.4100
   361.64   359.45   363.83  1.24859  -0.367  111.51 21.2271  0.0648  0.4295
   361.64   359.45   363.83  1.24859  -0.300  107.46 22.2920  0.0670  0.4508
   361.64   359.45   363.83  1.24859  -0.233  103.49 22.7686  0.0675  0.4603
   361.64   359.45   363.83  1.24859  -0.167   99.59 23.4093  0.0687  0.4732
   361.64   359.45   363.83  1.24859  -0.100   95.74 23.7868  0.0692  0.4807
   361.64   359.45   363.83  1.24859  -0.033   91.91 24.0119  0.0695  0.4852
   361.64   359.45   363.83  1.24859   0.033   88.09 24.2376  0.0702  0.4898
   361.64   359.45   363.83  1.24859   0.100   84.26 24.2093  0.0700  0.4892
   361.64   359.45   363.83  1.24859   0.167   80.41 24.1932  0.0701  0.4889
   361.64   359.45   363.83  1.24859   0.233   76.51 23.8443  0.0695  0.4819
   361.64   359.45   363.83  1.24859   0.300   72.54 23.4065  0.0684  0.4731
   361.64   359.45   363.83  1.24859   0.367   68.49 22.8119  0.0668  0.4611
   361.64   359.45   363.83  1.24859   0.433   64.32 22.3645  0.0661  0.4521
   361.64   359.45   363.83  1.24859   0.500   60.00 21.7177  0.0652  0.4392
   361.64   359.45   363.83  1.24859   0.567   55.48 20.6004  0.0633  0.4168
   361.64   359.45   363.83  1.24859   0.633   50.70 19.6583  0.0627  0.3981
   361.64   359.45   363.83  1.24859   0.700   45.57 18.1373  0.0611  0.3679
   361.64   359.45   363.83  1.24859   0.767   39.94 16.4737  0.0611  0.3351
   361.64   359.45   363.83  1.24859   0.833   33.56 14.9184  0.0642  0.3052
   361.64   359.45   363.83  1.24859   0.900   25.84 13.0848  0.0715  0.2713
   361.64   359.45   363.83  1.24859   0.967   14.84 11.0686  0.0885  0.2384
   366.04   363.86   368.21  1.25190  -0.967  165.16  6.2212  0.0401  0.1307
   366.04   363.86   368.21  1.25190  -0.900  154.16  8.3115  0.0425  0.1716
   366.04   363.86   368.21  1.25190  -0.833  146.44 10.1250  0.0452  0.2075
   366.04   363.86   368.21  1.25190  -0.767  140.06 11.8447  0.0482  0.2417
   366.04   363.86   368.21  1.25190  -0.700  134.43 13.5230  0.0506  0.2752
   366.04   363.86   368.21  1.25190  -0.633  129.30 15.2267  0.0534  0.3092
   366.04   363.86   368.21  1.25190  -0.567  124.52 16.6940  0.0559  0.3385
   366.04   363.86   368.21  1.25190  -0.500  120.00 18.0299  0.0583  0.3653
   366.04   363.86   368.21  1.25190  -0.433  115.68 19.1774  0.0603  0.3883
   366.04   363.86   368.21  1.25190  -0.367  111.51 20.1851  0.0621  0.4085
   366.04   363.86   368.21  1.25190  -0.300  107.46 21.1227  0.0640  0.4273
   366.04   363.86   368.21  1.25190  -0.233  103.49 21.6428  0.0646  0.4376
   366.04   363.86   368.21  1.25190  -0.167   99.59 22.2259  0.0657  0.4493
   366.04   363.86   368.21  1.25190  -0.100   95.74 22.6158  0.0663  0.4571
   366.04   363.86   368.21  1.25190  -0.033   91.91 22.7586  0.0664  0.4600
   366.04   363.86   368.21  1.25190   0.033   88.09 22.9985  0.0671  0.4648
   366.04   363.86   368.21  1.25190   0.100   84.26 23.0599  0.0672  0.4661
   366.04   363.86   368.21  1.25190   0.167   80.41 22.9689  0.0670  0.4642
   366.04   363.86   368.21  1.25190   0.233   76.51 22.6529  0.0666  0.4579
   366.04   363.86   368.21  1.25190   0.300   72.54 22.2344  0.0655  0.4495
   366.04   363.86   368.21  1.25190   0.367   68.49 21.7196  0.0642  0.4391
   366.04   363.86   368.21  1.25190   0.433   64.32 21.2797  0.0634  0.4303
   366.04   363.86   368.21  1.25190   0.500   60.00 20.5072  0.0622  0.4148
   366.04   363.86   368.21  1.25190   0.567   55.48 19.6773  0.0610  0.3982
   366.04   363.86   368.21  1.25190   0.633   50.70 18.6896  0.0601  0.3786
   366.04   363.86   368.21  1.25190   0.700   45.57 17.2791  0.0587  0.3505
   366.04   363.86   368.21  1.25190   0.767   39.94 15.7292  0.0589  0.3201
   366.04   363.86   368.21  1.25190   0.833   33.56 14.3120  0.0623  0.2929
   366.04   363.86   368.21  1.25190   0.900   25.84 12.5928  0.0698  0.2613
   366.04   363.86   368.21  1.25190   0.967   14.84 10.6321  0.0862  0.2294
   370.30   368.11   372.49  1.25509  -0.967  165.16  5.6770  0.0452  0.1222
   370.30   368.11   372.49  1.25509  -0.900  154.16  7.5617  0.0467  0.1583
   370.30   368.11   372.49  1.25509  -0.833  146.44  9.3793  0.0494  0.1940
   370.30   368.11   372.49  1.25509  -0.767  140.06 10.9542  0.0519  0.2251
   370.30   368.11   372.49  1.25509  -0.700  134.43 12.6019  0.0543  0.2578
   370.30   368.11   372.49  1.25509  -0.633  129.30 14.2168  0.0568  0.2900
   370.30   368.11   372.49  1.25509  -0.567  124.52 15.4939  0.0588  0.3154
   370.30   368.11   372.49  1.25509  -0.500  120.00 16.9389  0.0613  0.3443
   370.30   368.11   372.49  1.25509  -0.433  115.68 17.9195  0.0629  0.3639
   370.30   368.11   372.49  1.25509  -0.367  111.51 18.9533  0.0648  0.3846
   370.30   368.11   372.49  1.25509  -0.300  107.46 19.8441  0.0664  0.4024
   370.30   368.11   372.49  1.25509  -0.233  103.49 20.4094  0.0671  0.4137
   370.30   368.11   372.49  1.25509  -0.167   99.59 20.9353  0.0681  0.4242
   370.30   368.11   372.49  1.25509  -0.100   95.74 21.2979  0.0686  0.4314
   370.30   368.11   372.49  1.25509  -0.033   91.91 21.6015  0.0690  0.4375
   370.30   368.11   372.49  1.25509   0.033   88.09 21.8634  0.0698  0.4428
   370.30   368.11   372.49  1.25509   0.100   84.26 21.9499  0.0698  0.4445
   370.30   368.11   372.49  1.25509   0.167   80.41 21.7766  0.0697  0.4411
   370.30   368.11   372.49  1.25509   0.233   76.51 21.7325  0.0698  0.4402
   370.30   368.11   372.49  1.25509   0.300   72.54 21.1623  0.0685  0.4288
   370.30   368.11   372.49  1.25509   0.367   68.49 20.6931  0.0675  0.4193
   370.30   368.11   372.49  1.25509   0.433   64.32 20.4200  0.0669  0.4138
   370.30   368.11   372.49  1.25509   0.500   60.00 19.6439  0.0655  0.3983
   370.30   368.11   372.49  1.25509   0.567   55.48 18.7893  0.0645  0.3813
   370.30   368.11   372.49  1.25509   0.633   50.70 17.8330  0.0638  0.3623
   370.30   368.11   372.49  1.25509   0.700   45.57 16.4767  0.0628  0.3355
   370.30   368.11   372.49  1.25509   0.767   39.94 15.1030  0.0640  0.3088
   370.30   368.11   372.49  1.25509   0.833   33.56 13.7313  0.0685  0.2830
   370.30   368.11   372.49  1.25509   0.900   25.84 12.2122  0.0790  0.2567
   370.30   368.11   372.49  1.25509   0.967   14.84 10.1172  0.0976  0.2247
   374.79   372.59   377.00  1.25844  -0.967  165.16  5.1767  0.0364  0.1097
   374.79   372.59   377.00  1.25844  -0.900  154.16  7.0322  0.0384  0.1458
   374.79   372.59   377.00  1.25844  -0.833  146.44  8.7060  0.0412  0.1789
   374.79   372.59   377.00  1.25844  -0.767  140.06 10.2466  0.0438  0.2096
   374.79   372.59   377.00  1.25844  -0.700  134.43 11.7922  0.0461  0.2403
   374.79   372.59   377.00  1.25844  -0.633  129.30 13.3752  0.0487  0.2719
   374.79   372.59   377.00  1.25844  -0.567  124.52 14.7538  0.0512  0.2995
   374.79   372.59   377.00  1.25844  -0.500  120.00 15.9783  0.0533  0.3240
   374.79   372.59   377.00  1.25844  -0.433  115.68 16.9914  0.0551  0.3443
   374.79   372.59   377.00  1.25844  -0.367  111.51 17.8494  0.0567  0.3615
   374.79   372.59   377.00  1.25844  -0.300  107.46 18.7301  0.0585  0.3791
   374.79   372.59   377.00  1.25844  -0.233  103.49 19.3271  0.0593  0.3911
   374.79   372.59   377.00  1.25844  -0.167   99.59 19.8410  0.0604  0.4014
   374.79   372.59   377.00  1.25844  -0.100   95.74 20.2280  0.0611  0.4091
   374.79   372.59   377.00  1.25844  -0.033   91.91 20.4196  0.0611  0.4129
   374.79   372.59   377.00  1.25844   0.033   88.09 20.6744  0.0619  0.4181
   374.79   372.59   377.00  1.25844   0.100   84.26 20.5938  0.0616  0.4165
   374.79   372.59   377.00  1.25844   0.167   80.41 20.6611  0.0619  0.4178
   374.79   372.59   377.00  1.25844   0.233   76.51 20.4496  0.0617  0.4136
   374.79   372.59   377.00  1.25844   0.300   72.54 20.0395  0.0607  0.4054
   374.79   372.59   377.00  1.25844   0.367   68.49 19.5983  0.0596  0.3965
   374.79   372.59   377.00  1.25844   0.433   64.32 19.1908  0.0588  0.3883
   374.79   372.59   377.00  1.25844   0.500   60.00 18.5632  0.0577  0.3757
   374.79   372.59   377.00  1.25844   0.567   55.48 17.8004  0.0568  0.3605
   374.79   372.59   377.00  1.25844   0.633   50.70 16.9295  0.0559  0.3432
   374.79   372.59   377.00  1.25844   0.700   45.57 15.6837  0.0549  0.3184
   374.79   372.59   377.00  1.25844   0.767   39.94 14.3773  0.0554  0.2928
   374.79   372.59   377.00  1.25844   0.833   33.56 12.9570  0.0586  0.2657
   374.79   372.59   377.00  1.25844   0.900   25.84 11.4957  0.0665  0.2393
   374.79   372.59   377.00  1.25844   0.967   14.84  9.8527  0.0820  0.2134
   379.16   376.97   381.35  1.26169  -0.967  165.16  4.8132  0.0369  0.1031
   379.16   376.97   381.35  1.26169  -0.900  154.16  6.6533  0.0389  0.1386
   379.16   376.97   381.35  1.26169  -0.833  146.44  8.2501  0.0413  0.1701
   379.16   376.97   381.35  1.26169  -0.767  140.06  9.7873  0.0441  0.2007
   379.16   376.97   381.35  1.26169  -0.700  134.43 11.2996  0.0464  0.2307
   379.16   376.97   381.35  1.26169  -0.633  129.30 12.8381  0.0489  0.2614
   379.16   376.97   381.35  1.26169  -0.567  124.52 14.1920  0.0513  0.2884
   379.16   376.97   381.35  1.26169  -0.500  120.00 15.2815  0.0532  0.3102
   379.16   376.97   381.35  1.26169  -0.433  115.68 16.2833  0.0550  0.3303
   379.16   376.97   381.35  1.26169  -0.367  111.51 17.2381  0.0568  0.3494
   379.16   376.97   381.35  1.26169  -0.300  107.46 17.8897  0.0579  0.3624
   379.16   376.97   381.35  1.26169  -0.233  103.49 18.4618  0.0588  0.3739
   379.16   376.97   381.35  1.26169  -0.167   99.59 18.9699  0.0598  0.3841
   379.16   376.97   381.35  1.26169  -0.100   95.74 19.3356  0.0604  0.3914
   379.16   376.97   381.35  1.26169  -0.033   91.91 19.5010  0.0606  0.3947
   379.16   376.97   381.35  1.26169   0.033   88.09 19.7181  0.0612  0.3991
   379.16   376.97   381.35  1.26169   0.100   84.26 19.6803  0.0610  0.3983
   379.16   376.97   381.35  1.26169   0.167   80.41 19.7457  0.0613  0.3996
   379.16   376.97   381.35  1.26169   0.233   76.51 19.5253  0.0611  0.3953
   379.16   376.97   381.35  1.26169   0.300   72.54 19.0486  0.0600  0.3857
   379.16   376.97   381.35  1.26169   0.367   68.49 18.7344  0.0592  0.3793
   379.16   376.97   381.35  1.26169   0.433   64.32 18.3733  0.0585  0.3721
   379.16   376.97   381.35  1.26169   0.500   60.00 17.7153  0.0572  0.3589
   379.16   376.97   381.35  1.26169   0.567   55.48 17.0388  0.0565  0.3454
   379.16   376.97   381.35  1.26169   0.633   50.70 16.2532  0.0559  0.3298
   379.16   376.97   381.35  1.26169   0.700   45.57 15.0212  0.0548  0.3054
   379.16   376.97   381.35  1.26169   0.767   39.94 13.8534  0.0558  0.2826
   379.16   376.97   381.35  1.26169   0.833   33.56 12.4789  0.0593  0.2565
   379.16   376.97   381.35  1.26169   0.900   25.84 11.0486  0.0675  0.2311
   379.16   376.97   381.35  1.26169   0.967   14.84  9.4230  0.0835  0.2061
   383.54   381.35   385.73  1.26494  -0.967  165.16  4.5231  0.0352  0.0971
   383.54   381.35   385.73  1.26494  -0.900  154.16  6.1467  0.0367  0.1283
   383.54   381.35   385.73  1.26494  -0.833  146.44  7.7293  0.0393  0.1595
   383.54   381.35   385.73  1.26494  -0.767  140.06  9.2207  0.0419  0.1891
   383.54   381.35   385.73  1.26494  -0.700  134.43 10.7025  0.0444  0.2186
   383.54   381.35   385.73  1.26494  -0.633  129.30 12.0299  0.0464  0.2450
   383.54   381.35   385.73  1.26494  -0.567  124.52 13.4093  0.0490  0.2726
   383.54   381.35   385.73  1.26494  -0.500  120.00 14.5019  0.0509  0.2945
   383.54   381.35   385.73  1.26494  -0.433  115.68 15.3369  0.0523  0.3112
   383.54   381.35   385.73  1.26494  -0.367  111.51 16.3003  0.0542  0.3305
   383.54   381.35   385.73  1.26494  -0.300  107.46 17.0256  0.0555  0.3450
   383.54   381.35   385.73  1.26494  -0.233  103.49 17.5579  0.0564  0.3557
   383.54   381.35   385.73  1.26494  -0.167   99.59 18.1646  0.0577  0.3678
   383.54   381.35   385.73  1.26494  -0.100   95.74 18.3885  0.0580  0.3723
   383.54   381.35   385.73  1.26494  -0.033   91.91 18.6308  0.0584  0.3772
   383.54   381.35   385.73  1.26494   0.033   88.09 18.8330  0.0588  0.3812
   383.54   381.35   385.73  1.26494   0.100   84.26 18.7646  0.0585  0.3798
   383.54   381.35   385.73  1.26494   0.167   80.41 18.7689  0.0588  0.3800
   383.54   381.35   385.73  1.26494   0.233   76.51 18.5784  0.0586  0.3762
   383.54   381.35   385.73  1.26494   0.300   72.54 18.2416  0.0579  0.3694
   383.54   381.35   385.73  1.26494   0.367   68.49 17.8799  0.0571  0.3621
   383.54   381.35   385.73  1.26494   0.433   64.32 17.5766  0.0564  0.3560
   383.54   381.35   385.73  1.26494   0.500   60.00 16.7887  0.0547  0.3402
   383.54   381.35   385.73  1.26494   0.567   55.48 16.2396  0.0542  0.3293
   383.54   381.35   385.73  1.26494   0.633   50.70 15.4376  0.0535  0.3134
   383.54   381.35   385.73  1.26494   0.700   45.57 14.3033  0.0526  0.2909
   383.54   381.35   385.73  1.26494   0.767   39.94 13.1901  0.0536  0.2692
   383.54   381.35   385.73  1.26494   0.833   33.56 11.9943  0.0573  0.2466
   383.54   381.35   385.73  1.26494   0.900   25.84 10.5820  0.0654  0.2215
   383.54   381.35   385.73  1.26494   0.967   14.84  9.1843  0.0807  0.2006
   387.92   385.73   390.12  1.26819  -0.967  165.16  4.1362  0.0353  0.0899
   387.92   385.73   390.12  1.26819  -0.900  154.16  5.7056  0.0367  0.1199
   387.92   385.73   390.12  1.26819  -0.833  146.44  7.2585  0.0393  0.1504
   387.92   385.73   390.12  1.26819  -0.767  140.06  8.6445  0.0417  0.1778
   387.92   385.73   390.12  1.26819  -0.700  134.43  9.9978  0.0439  0.2047
   387.92   385.73   390.12  1.26819  -0.633  129.30 11.2183  0.0457  0.2290
   387.92   385.73   390.12  1.26819  -0.567  124.52 12.5329  0.0482  0.2553
   387.92   385.73   390.12  1.26819  -0.500  120.00 13.6466  0.0501  0.2775
   387.92   385.73   390.12  1.26819  -0.433  115.68 14.5083  0.0517  0.2947
   387.92   385.73   390.12  1.26819  -0.367  111.51 15.3638  0.0534  0.3119
   387.92   385.73   390.12  1.26819  -0.300  107.46 16.0770  0.0547  0.3262
   387.92   385.73   390.12  1.26819  -0.233  103.49 16.6361  0.0556  0.3373
   387.92   385.73   390.12  1.26819  -0.167   99.59 17.1253  0.0566  0.3472
