   W             E0+(p)                 E1+(p)                 M1+(p)                 M1-(p)                 E2+(p)                 E2-(p)                 M2+(p)                 M2-(p)                 E3+(p)                 E3-(p)                 M3+(p)                 M3-(p)                 E4+(p)                 E4-(p)                 M4+(p)                 M4-(p)                 E5+(p)                 E5-(p)                 M5+(p)                 M5-(p)                 E6+(p)                 E6-(p)                 M6+(p)                 M6-(p)                 E7+(p)                 E7-(p)                 M7+(p)                 M7-(p)                 E8+(p)                 E8-(p)                 M8+(p)                 M8-(p)                 E9+(p)                 E9-(p)                 M9+(p)                 M9-(p)
 (MeV)        Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im
 1010.0   -3.077489   2.380956    0.115503  -0.021712    1.203108  -0.146768   -0.061681  -0.529814   -0.015746  -0.079775   -0.216554   0.405664    0.071836  -0.276337   -0.274388  -0.115988   -0.000381   0.000000    0.029133   0.145695    0.010088   0.000000    0.005536   0.045529   -0.000101   0.000000    0.000857   0.000000    0.001055   0.000000    0.003720   0.000000   -0.000014   0.000000    0.000212   0.000000    0.000242   0.000000    0.000576   0.000000   -0.000003   0.000000    0.000017   0.000000    0.000030   0.000000    0.000094   0.000000    0.000000   0.000000    0.000005   0.000000    0.000006   0.000000    0.000016   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000    0.000003   0.000000    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000
 1020.0   -2.914998   2.355142    0.119678  -0.019059    1.231377  -0.126902   -0.067148  -0.615728   -0.009711  -0.080820   -0.219008   0.400751    0.098855  -0.277919   -0.254042  -0.128650   -0.000389   0.000000    0.014814   0.153811    0.010544   0.000000    0.000082   0.047661   -0.000106   0.000000    0.000909   0.000000    0.001123   0.000000    0.003956   0.000000   -0.000015   0.000000    0.000228   0.000000    0.000261   0.000000    0.000623   0.000000   -0.000003   0.000000    0.000019   0.000000    0.000033   0.000000    0.000103   0.000000    0.000000   0.000000    0.000005   0.000000    0.000007   0.000000    0.000017   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000    0.000003   0.000000    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000
 1030.0   -2.785295   2.341549    0.123718  -0.016248    1.258420  -0.105865   -0.059634  -0.712440   -0.003846  -0.080887   -0.221306   0.394958    0.125125  -0.275567   -0.233793  -0.138724   -0.000396   0.000000   -0.000759   0.159094    0.011003   0.000000   -0.005818   0.048683   -0.000110   0.000000    0.000963   0.000000    0.001192   0.000000    0.004198   0.000000   -0.000016   0.000000    0.000244   0.000000    0.000282   0.000000    0.000672   0.000000   -0.000004   0.000000    0.000020   0.000000    0.000036   0.000000    0.000113   0.000000   -0.000001   0.000000    0.000006   0.000000    0.000008   0.000000    0.000019   0.000000    0.000000   0.000000    0.000001   0.000000    0.000001   0.000000    0.000003   0.000000    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000
 1040.0   -2.683604   2.332432    0.127617  -0.013287    1.284210  -0.083723   -0.034094  -0.818003    0.001658  -0.080103   -0.223302   0.388317    0.149903  -0.269775   -0.214093  -0.146458   -0.000402   0.000000   -0.016767   0.161394    0.011465   0.000000   -0.011860   0.048538   -0.000115   0.000000    0.001018   0.000000    0.001263   0.000000    0.004446   0.000000   -0.000017   0.000000    0.000261   0.000000    0.000303   0.000000    0.000723   0.000000   -0.000004   0.000000    0.000022   0.000000    0.000039   0.000000    0.000124   0.000000   -0.000001   0.000000    0.000006   0.000000    0.000009   0.000000    0.000021   0.000000    0.000000   0.000000    0.000001   0.000000    0.000001   0.000000    0.000004   0.000000    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000
 1050.0   -2.604615   2.322806    0.131370  -0.010186    1.308721  -0.060539    0.014645  -0.928081    0.006672  -0.078629   -0.224875   0.380887    0.172672  -0.261164   -0.195298  -0.152172   -0.000408   0.000000   -0.032434   0.160854    0.011930   0.000000   -0.017752   0.047276   -0.000120   0.000000    0.001073   0.000000    0.001336   0.000000    0.004700   0.000000   -0.000019   0.000000    0.000278   0.000000    0.000325   0.000000    0.000776   0.000000   -0.000004   0.000000    0.000024   0.000000    0.000043   0.000000    0.000135   0.000000   -0.000001   0.000000    0.000007   0.000000    0.000010   0.000000    0.000024   0.000000    0.000000   0.000000    0.000001   0.000000    0.000001   0.000000    0.000004   0.000000    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000
 1060.0   -2.543311   2.309846    0.134971  -0.006954    1.331928  -0.036373    0.090597  -1.035447    0.011122  -0.076632   -0.225935   0.372741    0.193145  -0.250390   -0.177663  -0.156230   -0.000413   0.000000   -0.047136   0.157837    0.012397   0.000000   -0.023261   0.045027   -0.000124   0.000000    0.001130   0.000000    0.001410   0.000000    0.004960   0.000000   -0.000020   0.000000    0.000296   0.000000    0.000348   0.000000    0.000831   0.000000   -0.000004   0.000000    0.000026   0.000000    0.000046   0.000000    0.000146   0.000000   -0.000001   0.000000    0.000007   0.000000    0.000011   0.000000    0.000026   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000    0.000005   0.000000    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000
 1070.0   -2.495367   2.292235    0.138417  -0.003597    1.353809  -0.011283    0.194797  -1.130307    0.014985  -0.074273   -0.226415   0.363954    0.211224  -0.238071   -0.161341  -0.159005   -0.000417   0.000000   -0.060455   0.152834    0.012867   0.000000   -0.028225   0.041969   -0.000129   0.000000    0.001188   0.000000    0.001486   0.000000    0.005225   0.000000   -0.000021   0.000000    0.000315   0.000000    0.000371   0.000000    0.000888   0.000000   -0.000005   0.000000    0.000028   0.000000    0.000050   0.000000    0.000158   0.000000   -0.000001   0.000000    0.000008   0.000000    0.000012   0.000000    0.000029   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000    0.000005   0.000000    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000
 1080.0   -2.457266   2.269632    0.141702  -0.000123    1.374339   0.014678    0.323591  -1.201959    0.018276  -0.071688   -0.226269   0.354597    0.226957  -0.224746   -0.146400  -0.160861   -0.000420   0.000000   -0.072172   0.146364    0.013339   0.000000   -0.032560   0.038293   -0.000134   0.000000    0.001248   0.000000    0.001564   0.000000    0.005495   0.000000   -0.000022   0.000000    0.000334   0.000000    0.000396   0.000000    0.000946   0.000000   -0.000005   0.000000    0.000030   0.000000    0.000054   0.000000    0.000171   0.000000   -0.000001   0.000000    0.000009   0.000000    0.000013   0.000000    0.000031   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000    0.000006   0.000000    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000
 1090.0   -2.426264   2.242261    0.144822   0.003459    1.393494   0.041456    0.468176  -1.241659    0.021032  -0.068993   -0.225467   0.344729    0.240486  -0.210855   -0.132835  -0.162136   -0.000423   0.000000   -0.082238   0.138906    0.013813   0.000000   -0.036238   0.034172   -0.000138   0.000000    0.001308   0.000000    0.001643   0.000000    0.005771   0.000000   -0.000023   0.000000    0.000353   0.000000    0.000421   0.000000    0.001007   0.000000   -0.000005   0.000000    0.000033   0.000000    0.000059   0.000000    0.000185   0.000000   -0.000001   0.000000    0.000010   0.000000    0.000014   0.000000    0.000034   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000    0.000007   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000    0.000001   0.000000
 1100.0   -2.400276   2.210646    0.147774   0.007144    1.411248   0.068998    0.616243  -1.245497    0.023306  -0.066274   -0.223986   0.334397    0.252007  -0.196740   -0.120582  -0.163132   -0.000425   0.000000   -0.090720   0.130862    0.014289   0.000000   -0.039277   0.029755   -0.000143   0.000000    0.001369   0.000000    0.001723   0.000000    0.006052   0.000000   -0.000024   0.000000    0.000374   0.000000    0.000447   0.000000    0.001070   0.000000   -0.000006   0.000000    0.000035   0.000000    0.000063   0.000000    0.000199   0.000000   -0.000001   0.000000    0.000010   0.000000    0.000016   0.000000    0.000037   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000    0.000007   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000    0.000001   0.000000
 1110.0   -2.377761   2.175434    0.150551   0.010924    1.427575   0.097251    0.755245  -1.215626    0.025157  -0.063595   -0.221801   0.323637    0.261738  -0.182652   -0.109531  -0.164111   -0.000426   0.000000   -0.097756   0.122542    0.014766   0.000000   -0.041720   0.025157   -0.000147   0.000000    0.001431   0.000000    0.001805   0.000000    0.006338   0.000000   -0.000025   0.000000    0.000394   0.000000    0.000474   0.000000    0.001135   0.000000   -0.000006   0.000000    0.000038   0.000000    0.000068   0.000000    0.000213   0.000000   -0.000001   0.000000    0.000011   0.000000    0.000017   0.000000    0.000041   0.000000    0.000000   0.000000    0.000001   0.000000    0.000003   0.000000    0.000008   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000
 1120.0   -2.357599   2.137291    0.153149   0.014791    1.442447   0.126160    0.875632  -1.159121    0.026641  -0.061003   -0.218884   0.312471    0.269898  -0.168769   -0.099539  -0.165296   -0.000426   0.000000   -0.103515   0.114175    0.015244   0.000000   -0.043619   0.020462   -0.000151   0.000000    0.001494   0.000000    0.001889   0.000000    0.006629   0.000000   -0.000026   0.000000    0.000415   0.000000    0.000502   0.000000    0.001202   0.000000   -0.000006   0.000000    0.000040   0.000000    0.000073   0.000000    0.000229   0.000000   -0.000001   0.000000    0.000012   0.000000    0.000018   0.000000    0.000044   0.000000    0.000000   0.000000    0.000001   0.000000    0.000003   0.000000    0.000009   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000
 1130.0   -2.338990   2.096844    0.155565   0.018738    1.455836   0.155671    0.972459  -1.085329    0.027815  -0.058526   -0.215194   0.300915    0.276691  -0.155207   -0.090439  -0.166868   -0.000426   0.000000   -0.108172   0.105912    0.015724   0.000000   -0.045032   0.015730   -0.000155   0.000000    0.001557   0.000000    0.001973   0.000000    0.006925   0.000000   -0.000027   0.000000    0.000437   0.000000    0.000531   0.000000    0.001271   0.000000   -0.000007   0.000000    0.000043   0.000000    0.000078   0.000000    0.000245   0.000000   -0.000001   0.000000    0.000013   0.000000    0.000020   0.000000    0.000048   0.000000    0.000000   0.000000    0.000001   0.000000    0.000003   0.000000    0.000010   0.000000    0.000000   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000
 1140.0   -2.321378   2.054653    0.157792   0.022758    1.467712   0.185725    1.045095  -1.003262    0.028728  -0.056182   -0.210678   0.288984    0.282305  -0.142038   -0.082041  -0.168970   -0.000425   0.000000   -0.111895   0.097851    0.016205   0.000000   -0.046009   0.010999   -0.000159   0.000000    0.001622   0.000000    0.002060   0.000000    0.007225   0.000000   -0.000029   0.000000    0.000459   0.000000    0.000560   0.000000    0.001341   0.000000   -0.000007   0.000000    0.000046   0.000000    0.000083   0.000000    0.000261   0.000000   -0.000001   0.000000    0.000014   0.000000    0.000021   0.000000    0.000052   0.000000    0.000000   0.000000    0.000002   0.000000    0.000003   0.000000    0.000011   0.000000    0.000000   0.000000    0.000001   0.000000    0.000001   0.000000    0.000002   0.000000
 1150.0   -2.304383   2.011204    0.159825   0.026841    1.478046   0.216261    1.095839  -0.920042    0.029425  -0.053981   -0.205262   0.276697    0.286902  -0.129302   -0.074143  -0.171706   -0.000423   0.000000   -0.114832   0.090046    0.016687   0.000000   -0.046597   0.006295   -0.000163   0.000000    0.001688   0.000000    0.002147   0.000000    0.007530   0.000000   -0.000030   0.000000    0.000481   0.000000    0.000590   0.000000    0.001414   0.000000   -0.000008   0.000000    0.000049   0.000000    0.000089   0.000000    0.000279   0.000000   -0.000001   0.000000    0.000015   0.000000    0.000023   0.000000    0.000056   0.000000    0.000000   0.000000    0.000002   0.000000    0.000004   0.000000    0.000011   0.000000    0.000000   0.000000    0.000001   0.000000    0.000001   0.000000    0.000002   0.000000
 1160.0   -2.287758   1.966901    0.161662   0.030980    1.486808   0.247214    1.128402  -0.840478    0.029943  -0.051925   -0.198859   0.264082    0.290622  -0.117012   -0.066531  -0.175139   -0.000420   0.000000   -0.117113   0.082520    0.017170   0.000000   -0.046834   0.001632   -0.000167   0.000000    0.001754   0.000000    0.002236   0.000000    0.007839   0.000000   -0.000031   0.000000    0.000504   0.000000    0.000621   0.000000    0.001489   0.000000   -0.000008   0.000000    0.000052   0.000000    0.000095   0.000000    0.000297   0.000000   -0.000001   0.000000    0.000016   0.000000    0.000025   0.000000    0.000060   0.000000    0.000000   0.000000    0.000002   0.000000    0.000004   0.000000    0.000012   0.000000    0.000000   0.000000    0.000001   0.000000    0.000001   0.000000    0.000003   0.000000
 1170.0   -2.271349   1.922077    0.163296   0.035164    1.493970   0.278516    1.146788  -0.767340    0.030317  -0.050013   -0.191361   0.251188    0.293584  -0.105167   -0.058984  -0.179291   -0.000416   0.000000   -0.118843   0.075275    0.017654   0.000000   -0.046751  -0.002980   -0.000171   0.000000    0.001821   0.000000    0.002326   0.000000    0.008153   0.000000   -0.000032   0.000000    0.000528   0.000000    0.000653   0.000000    0.001565   0.000000   -0.000008   0.000000    0.000055   0.000000    0.000101   0.000000    0.000315   0.000000   -0.000002   0.000000    0.000017   0.000000    0.000027   0.000000    0.000064   0.000000    0.000000   0.000000    0.000002   0.000000    0.000005   0.000000    0.000014   0.000000    0.000000   0.000000    0.000001   0.000000    0.000001   0.000000    0.000003   0.000000
 1180.0   -2.255071   1.876996    0.164724   0.039385    1.499506   0.310093    1.154679  -0.701896    0.030573  -0.048240   -0.182650   0.238088    0.295887  -0.093756   -0.051280  -0.184143   -0.000412   0.000000   -0.120109   0.068300    0.018138   0.000000   -0.046372  -0.007536   -0.000175   0.000000    0.001889   0.000000    0.002417   0.000000    0.008471   0.000000   -0.000033   0.000000    0.000552   0.000000    0.000686   0.000000    0.001644   0.000000   -0.000009   0.000000    0.000058   0.000000    0.000107   0.000000    0.000334   0.000000   -0.000002   0.000000    0.000018   0.000000    0.000029   0.000000    0.000069   0.000000    0.000000   0.000000    0.000002   0.000000    0.000005   0.000000    0.000015   0.000000    0.000000   0.000000    0.000001   0.000000    0.000001   0.000000    0.000003   0.000000
 1190.0   -2.238887   1.831863    0.165941   0.043633    1.503390   0.341868    1.155190  -0.644416    0.030735  -0.046599   -0.172601   0.224891    0.297612  -0.082762   -0.043200  -0.189625   -0.000406   0.000000   -0.120979   0.061578    0.018622   0.000000   -0.045715  -0.012034   -0.000178   0.000000    0.001958   0.000000    0.002509   0.000000    0.008793   0.000000   -0.000034   0.000000    0.000576   0.000000    0.000719   0.000000    0.001724   0.000000   -0.000009   0.000000    0.000061   0.000000    0.000114   0.000000    0.000354   0.000000   -0.000002   0.000000    0.000020   0.000000    0.000031   0.000000    0.000074   0.000000    0.000000   0.000000    0.000002   0.000000    0.000005   0.000000    0.000016   0.000000    0.000000   0.000000    0.000001   0.000000    0.000001   0.000000    0.000003   0.000000
 1200.0   -2.222796   1.786830    0.166944   0.047895    1.505603   0.373759    1.150838  -0.594564    0.030824  -0.045084   -0.161093   0.211749    0.298827  -0.072163   -0.034541  -0.195619   -0.000400   0.000000   -0.121507   0.055084    0.019107   0.000000   -0.044794  -0.016468   -0.000181   0.000000    0.002027   0.000000    0.002603   0.000000    0.009119   0.000000   -0.000035   0.000000    0.000601   0.000000    0.000753   0.000000    0.001807   0.000000   -0.000010   0.000000    0.000065   0.000000    0.000120   0.000000    0.000375   0.000000   -0.000002   0.000000    0.000021   0.000000    0.000033   0.000000    0.000079   0.000000    0.000000   0.000000    0.000003   0.000000    0.000006   0.000000    0.000017   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000    0.000004   0.000000
 1210.0   -2.206817   1.742002    0.167731   0.052160    1.506126   0.405679    1.143603  -0.551644    0.030855  -0.043687   -0.148023   0.198852    0.299587  -0.061937   -0.025126  -0.201961   -0.000394   0.000000   -0.121732   0.048796    0.019592   0.000000   -0.043619  -0.020836   -0.000185   0.000000    0.002097   0.000000    0.002698   0.000000    0.009449   0.000000   -0.000037   0.000000    0.000626   0.000000    0.000788   0.000000    0.001891   0.000000   -0.000010   0.000000    0.000068   0.000000    0.000127   0.000000    0.000396   0.000000   -0.000002   0.000000    0.000022   0.000000    0.000035   0.000000    0.000084   0.000000   -0.000001   0.000000    0.000003   0.000000    0.000006   0.000000    0.000018   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000    0.000004   0.000000
 1220.0   -2.190988   1.697443    0.168299   0.056417    1.504948   0.437537    1.134999  -0.514744    0.030842  -0.042398   -0.133319   0.186438    0.299937  -0.052064   -0.014815  -0.208436   -0.000386   0.000000   -0.121680   0.042692    0.020077   0.000000   -0.042197  -0.025132   -0.000188   0.000000    0.002168   0.000000    0.002793   0.000000    0.009783   0.000000   -0.000038   0.000000    0.000652   0.000000    0.000824   0.000000    0.001977   0.000000   -0.000010   0.000000    0.000072   0.000000    0.000135   0.000000    0.000418   0.000000   -0.000002   0.000000    0.000023   0.000000    0.000037   0.000000    0.000090   0.000000   -0.000001   0.000000    0.000003   0.000000    0.000007   0.000000    0.000020   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000    0.000004   0.000000
 1230.0   -2.175356   1.653176    0.168647   0.060653    1.502061   0.469239    1.126132  -0.482826    0.030797  -0.041211   -0.116960   0.174778    0.299914  -0.042523   -0.003527  -0.214794   -0.000377   0.000000   -0.121371   0.036753    0.020563   0.000000   -0.040534  -0.029348   -0.000191   0.000000    0.002239   0.000000    0.002890   0.000000    0.010120   0.000000   -0.000039   0.000000    0.000678   0.000000    0.000860   0.000000    0.002065   0.000000   -0.000011   0.000000    0.000076   0.000000    0.000142   0.000000    0.000441   0.000000   -0.000002   0.000000    0.000025   0.000000    0.000040   0.000000    0.000095   0.000000   -0.000001   0.000000    0.000003   0.000000    0.000007   0.000000    0.000021   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000    0.000005   0.000000
 1240.0   -2.159973   1.609193    0.168774   0.064854    1.497467   0.500685    1.117719  -0.454791    0.030729  -0.040117   -0.098985   0.164165    0.299546  -0.033297    0.008756  -0.220763   -0.000368   0.000000   -0.120816   0.030963    0.021048   0.000000   -0.038636  -0.033475   -0.000193   0.000000    0.002311   0.000000    0.002988   0.000000    0.010461   0.000000   -0.000040   0.000000    0.000705   0.000000    0.000897   0.000000    0.002155   0.000000   -0.000011   0.000000    0.000079   0.000000    0.000150   0.000000    0.000464   0.000000   -0.000002   0.000000    0.000026   0.000000    0.000042   0.000000    0.000101   0.000000   -0.000001   0.000000    0.000003   0.000000    0.000008   0.000000    0.000023   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000    0.000005   0.000000
 1250.0   -2.144894   1.565447    0.168680   0.069008    1.491173   0.531775    1.110098  -0.429558    0.030646  -0.039109   -0.079510   0.154895    0.298858  -0.024368    0.021976  -0.226064   -0.000358   0.000000   -0.120020   0.025312    0.021532   0.000000   -0.036507  -0.037502   -0.000196   0.000000    0.002384   0.000000    0.003087   0.000000    0.010806   0.000000   -0.000041   0.000000    0.000732   0.000000    0.000935   0.000000    0.002246   0.000000   -0.000012   0.000000    0.000083   0.000000    0.000157   0.000000    0.000489   0.000000   -0.000002   0.000000    0.000028   0.000000    0.000045   0.000000    0.000108   0.000000   -0.000001   0.000000    0.000004   0.000000    0.000008   0.000000    0.000024   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000    0.000006   0.000000
 1260.0   -2.130170   1.521861    0.168368   0.073100    1.483194   0.562406    1.103259  -0.406171    0.030554  -0.038180   -0.058722   0.147240    0.297869  -0.015725    0.035997  -0.230442   -0.000347   0.000000   -0.118986   0.019794    0.022017   0.000000   -0.034153  -0.041418   -0.000199   0.000000    0.002457   0.000000    0.003187   0.000000    0.011154   0.000000   -0.000042   0.000000    0.000759   0.000000    0.000974   0.000000    0.002340   0.000000   -0.000012   0.000000    0.000087   0.000000    0.000166   0.000000    0.000513   0.000000   -0.000003   0.000000    0.000029   0.000000    0.000047   0.000000    0.000114   0.000000   -0.000001   0.000000    0.000004   0.000000    0.000009   0.000000    0.000026   0.000000    0.000000   0.000000    0.000001   0.000000    0.000002   0.000000    0.000006   0.000000
 1270.0   -2.115847   1.478319    0.167840   0.077117    1.473554   0.592472    1.096919  -0.383902    0.030459  -0.037323   -0.036879   0.141428    0.296597  -0.007356    0.050618  -0.233682   -0.000336   0.000000   -0.117714   0.014409    0.022501   0.000000   -0.031581  -0.045209   -0.000201   0.000000    0.002531   0.000000    0.003287   0.000000    0.011505   0.000000   -0.000043   0.000000    0.000787   0.000000    0.001014   0.000000    0.002435   0.000000   -0.000013   0.000000    0.000091   0.000000    0.000174   0.000000    0.000539   0.000000   -0.000003   0.000000    0.000031   0.000000    0.000050   0.000000    0.000121   0.000000   -0.000001   0.000000    0.000004   0.000000    0.000009   0.000000    0.000028   0.000000    0.000000   0.000000    0.000001   0.000000    0.000003   0.000000    0.000007   0.000000
 1280.0   -2.101962   1.434669    0.167100   0.081044    1.462286   0.621869    1.090649  -0.362316    0.030365  -0.036532   -0.014287   0.137620    0.295054   0.000747    0.065582  -0.235633   -0.000323   0.000000   -0.116206   0.009161    0.022985   0.000000   -0.028800  -0.048861   -0.000203   0.000000    0.002606   0.000000    0.003389   0.000000    0.011859   0.000000   -0.000044   0.000000    0.000815   0.000000    0.001054   0.000000    0.002532   0.000000   -0.000013   0.000000    0.000096   0.000000    0.000183   0.000000    0.000565   0.000000   -0.000003   0.000000    0.000032   0.000000    0.000053   0.000000    0.000128   0.000000   -0.000001   0.000000    0.000004   0.000000    0.000010   0.000000    0.000030   0.000000    0.000000   0.000000    0.000002   0.000000    0.000003   0.000000    0.000007   0.000000
 1290.0   -2.088532   1.390717    0.166153   0.084869    1.449432   0.650493    1.084019  -0.341265    0.030276  -0.035801    0.008718   0.135895    0.293253   0.008591    0.080607  -0.236222   -0.000310   0.000000   -0.114461   0.004056    0.023468   0.000000   -0.025820  -0.052360   -0.000205   0.000000    0.002681   0.000000    0.003491   0.000000    0.012216   0.000000   -0.000045   0.000000    0.000844   0.000000    0.001095   0.000000    0.002630   0.000000   -0.000014   0.000000    0.000100   0.000000    0.000191   0.000000    0.000592   0.000000   -0.000003   0.000000    0.000034   0.000000    0.000056   0.000000    0.000135   0.000000   -0.000001   0.000000    0.000005   0.000000    0.000011   0.000000    0.000032   0.000000    0.000000   0.000000    0.000002   0.000000    0.000003   0.000000    0.000008   0.000000
 1300.0   -2.075548   1.346220    0.165005   0.088576    1.435044   0.678244    1.076709  -0.320817    0.030195  -0.035124    0.031802   0.136250    0.291204   0.016180    0.095403  -0.235452   -0.000296   0.000000   -0.112483  -0.000892    0.023951   0.000000   -0.022654  -0.055691   -0.000207   0.000000    0.002756   0.000000    0.003595   0.000000    0.012577   0.000000   -0.000046   0.000000    0.000872   0.000000    0.001136   0.000000    0.002730   0.000000   -0.000014   0.000000    0.000104   0.000000    0.000200   0.000000    0.000620   0.000000   -0.000003   0.000000    0.000036   0.000000    0.000059   0.000000    0.000142   0.000000   -0.000001   0.000000    0.000005   0.000000    0.000011   0.000000    0.000034   0.000000    0.000000   0.000000    0.000002   0.000000    0.000003   0.000000    0.000008   0.000000
 1310.0   -2.062962   1.300882    0.163665   0.092154    1.419183   0.705021    1.068556  -0.301149    0.030124  -0.034496    0.054654   0.138604    0.288919   0.023516    0.109704  -0.233404   -0.000281   0.000000   -0.110278  -0.005672    0.024433   0.000000   -0.019316  -0.058841   -0.000209   0.000000    0.002832   0.000000    0.003699   0.000000    0.012940   0.000000   -0.000047   0.000000    0.000902   0.000000    0.001178   0.000000    0.002833   0.000000   -0.000015   0.000000    0.000109   0.000000    0.000210   0.000000    0.000648   0.000000   -0.000003   0.000000    0.000037   0.000000    0.000063   0.000000    0.000150   0.000000   -0.000001   0.000000    0.000005   0.000000    0.000012   0.000000    0.000036   0.000000    0.000000   0.000000    0.000002   0.000000    0.000004   0.000000    0.000009   0.000000
 1320.0   -2.050666   1.254347    0.162141   0.095590    1.401919   0.730731    1.059546  -0.282458    0.030065  -0.033913    0.077008   0.142816    0.286405   0.030601    0.123284  -0.230214   -0.000266   0.000000   -0.107853  -0.010269    0.024914   0.000000   -0.015823  -0.061800   -0.000210   0.000000    0.002909   0.000000    0.003804   0.000000    0.013306   0.000000   -0.000048   0.000000    0.000931   0.000000    0.001221   0.000000    0.002936   0.000000   -0.000015   0.000000    0.000114   0.000000    0.000219   0.000000    0.000677   0.000000   -0.000003   0.000000    0.000039   0.000000    0.000066   0.000000    0.000158   0.000000   -0.000001   0.000000    0.000005   0.000000    0.000013   0.000000    0.000038   0.000000    0.000000   0.000000    0.000002   0.000000    0.000004   0.000000    0.000009   0.000000
 1330.0   -2.038465   1.206192    0.160444   0.098872    1.383331   0.755286    1.049771  -0.264896    0.030018  -0.033370    0.098655   0.148701    0.283674   0.037433    0.135966  -0.226062   -0.000250   0.000000   -0.105221  -0.014668    0.025394   0.000000   -0.012193  -0.064556   -0.000211   0.000000    0.002986   0.000000    0.003909   0.000000    0.013675   0.000000   -0.000049   0.000000    0.000961   0.000000    0.001265   0.000000    0.003042   0.000000   -0.000015   0.000000    0.000118   0.000000    0.000229   0.000000    0.000707   0.000000   -0.000003   0.000000    0.000041   0.000000    0.000069   0.000000    0.000166   0.000000   -0.000001   0.000000    0.000006   0.000000    0.000014   0.000000    0.000040   0.000000    0.000000   0.000000    0.000002   0.000000    0.000004   0.000000    0.000010   0.000000
 1340.0   -2.026035   1.155932    0.158584   0.101989    1.363505   0.778603    1.039382  -0.248553    0.029986  -0.032863    0.119449   0.156054    0.280735   0.044012    0.147633  -0.221150   -0.000233   0.000000   -0.102396  -0.018855    0.025874   0.000000   -0.008445  -0.067102   -0.000212   0.000000    0.003063   0.000000    0.004016   0.000000    0.014047   0.000000   -0.000050   0.000000    0.000992   0.000000    0.001309   0.000000    0.003149   0.000000   -0.000016   0.000000    0.000123   0.000000    0.000239   0.000000    0.000737   0.000000   -0.000004   0.000000    0.000043   0.000000    0.000073   0.000000    0.000174   0.000000   -0.000001   0.000000    0.000006   0.000000    0.000015   0.000000    0.000043   0.000000    0.000000   0.000000    0.000002   0.000000    0.000004   0.000000    0.000011   0.000000
 1350.0   -2.012870   1.103026    0.156575   0.104931    1.342536   0.800610    1.028544  -0.233453    0.029969  -0.032388    0.139299   0.164663    0.277597   0.050335    0.158219  -0.215685   -0.000215   0.000000   -0.099395  -0.022817    0.026352   0.000000   -0.004600  -0.069433   -0.000213   0.000000    0.003141   0.000000    0.004123   0.000000    0.014421   0.000000   -0.000051   0.000000    0.001022   0.000000    0.001354   0.000000    0.003257   0.000000   -0.000016   0.000000    0.000128   0.000000    0.000249   0.000000    0.000768   0.000000   -0.000004   0.000000    0.000045   0.000000    0.000076   0.000000    0.000183   0.000000   -0.000001   0.000000    0.000006   0.000000    0.000015   0.000000    0.000045   0.000000    0.000000   0.000000    0.000002   0.000000    0.000005   0.000000    0.000011   0.000000
