   W             E0+(p)                 E1+(p)                 M1+(p)                 M1-(p)                 E2+(p)                 E2-(p)                 M2+(p)                 M2-(p)                 E3+(p)                 E3-(p)                 M3+(p)                 M3-(p)                 E4+(p)                 E4-(p)                 M4+(p)                 M4-(p)                 E5+(p)                 E5-(p)                 M5+(p)                 M5-(p)                 E6+(p)                 E6-(p)                 M6+(p)                 M6-(p)                 E7+(p)                 E7-(p)                 M7+(p)                 M7-(p)                 E8+(p)                 E8-(p)                 M8+(p)                 M8-(p)                 E9+(p)                 E9-(p)                 M9+(p)                 M9-(p)
 (MeV)        Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im
 1360.0   -1.998207   1.046916    0.154428   0.107690    1.320524   0.821239    1.017415  -0.219570    0.029968  -0.031942    0.158168   0.174333    0.274273   0.056400    0.167709  -0.209865   -0.000196   0.000000   -0.096238  -0.026544    0.026829   0.000000   -0.000677  -0.071544   -0.000214   0.000000    0.003219   0.000000    0.004231   0.000000    0.014797   0.000000   -0.000052   0.000000    0.001053   0.000000    0.001400   0.000000    0.003368   0.000000   -0.000017   0.000000    0.000133   0.000000    0.000260   0.000000    0.000800   0.000000   -0.000004   0.000000    0.000047   0.000000    0.000080   0.000000    0.000192   0.000000   -0.000001   0.000000    0.000007   0.000000    0.000016   0.000000    0.000048   0.000000    0.000000   0.000000    0.000002   0.000000    0.000005   0.000000    0.000012   0.000000
 1370.0   -1.980934   0.987108    0.152158   0.110259    1.297576   0.840436    1.006129  -0.206845    0.029981  -0.031521    0.176059   0.184886    0.270773   0.062204    0.176125  -0.203868   -0.000177   0.000000   -0.092946  -0.030028    0.027306   0.000000    0.003302  -0.073437   -0.000215   0.000000    0.003298   0.000000    0.004339   0.000000    0.015176   0.000000   -0.000053   0.000000    0.001085   0.000000    0.001446   0.000000    0.003479   0.000000   -0.000017   0.000000    0.000138   0.000000    0.000271   0.000000    0.000833   0.000000   -0.000004   0.000000    0.000049   0.000000    0.000084   0.000000    0.000201   0.000000   -0.000001   0.000000    0.000007   0.000000    0.000017   0.000000    0.000050   0.000000    0.000000   0.000000    0.000003   0.000000    0.000005   0.000000    0.000013   0.000000
 1380.0   -1.959505   0.923313    0.149779   0.112630    1.273801   0.858153    0.994798  -0.195199    0.030010  -0.031122    0.193004   0.196174    0.267109   0.067743    0.183516  -0.197851   -0.000157   0.000000   -0.089541  -0.033263    0.027781   0.000000    0.007318  -0.075112   -0.000215   0.000000    0.003377   0.000000    0.004448   0.000000    0.015557   0.000000   -0.000054   0.000000    0.001117   0.000000    0.001493   0.000000    0.003593   0.000000   -0.000018   0.000000    0.000144   0.000000    0.000282   0.000000    0.000866   0.000000   -0.000004   0.000000    0.000051   0.000000    0.000088   0.000000    0.000211   0.000000   -0.000001   0.000000    0.000007   0.000000    0.000018   0.000000    0.000053   0.000000    0.000000   0.000000    0.000003   0.000000    0.000006   0.000000    0.000013   0.000000
 1390.0   -1.931890   0.855703    0.147306   0.114800    1.249314   0.874355    0.983506  -0.184543    0.030054  -0.030743    0.209055   0.208078    0.263294   0.073015    0.189952  -0.191943   -0.000136   0.000000   -0.086046  -0.036247    0.028255   0.000000    0.011352  -0.076573   -0.000215   0.000000    0.003456   0.000000    0.004558   0.000000    0.015940   0.000000   -0.000055   0.000000    0.001149   0.000000    0.001541   0.000000    0.003708   0.000000   -0.000018   0.000000    0.000149   0.000000    0.000293   0.000000    0.000900   0.000000   -0.000004   0.000000    0.000053   0.000000    0.000092   0.000000    0.000221   0.000000   -0.000001   0.000000    0.000008   0.000000    0.000019   0.000000    0.000056   0.000000    0.000000   0.000000    0.000003   0.000000    0.000006   0.000000    0.000014   0.000000
 1400.0   -1.895649   0.785274    0.144754   0.116765    1.224229   0.889017    0.972314  -0.174787    0.030113  -0.030380    0.224276   0.220508    0.259341   0.078018    0.195516  -0.186249   -0.000115   0.000000   -0.082483  -0.038979    0.028728   0.000000    0.015385  -0.077827   -0.000215   0.000000    0.003536   0.000000    0.004668   0.000000    0.016325   0.000000   -0.000055   0.000000    0.001181   0.000000    0.001589   0.000000    0.003824   0.000000   -0.000019   0.000000    0.000154   0.000000    0.000304   0.000000    0.000934   0.000000   -0.000004   0.000000    0.000056   0.000000    0.000096   0.000000    0.000231   0.000000   -0.000001   0.000000    0.000008   0.000000    0.000020   0.000000    0.000059   0.000000    0.000000   0.000000    0.000003   0.000000    0.000006   0.000000    0.000015   0.000000
 1410.0   -1.848267   0.714280    0.142138   0.118523    1.198663   0.902123    0.961268  -0.165845    0.030187  -0.030033    0.238732   0.233400    0.255264   0.082748    0.200292  -0.180852   -0.000093   0.000000   -0.078874  -0.041464    0.029200   0.000000    0.019401  -0.078880   -0.000215   0.000000    0.003617   0.000000    0.004779   0.000000    0.016713   0.000000   -0.000056   0.000000    0.001213   0.000000    0.001638   0.000000    0.003942   0.000000   -0.000019   0.000000    0.000160   0.000000    0.000316   0.000000    0.000970   0.000000   -0.000005   0.000000    0.000058   0.000000    0.000101   0.000000    0.000241   0.000000   -0.000001   0.000000    0.000009   0.000000    0.000021   0.000000    0.000062   0.000000    0.000000   0.000000    0.000003   0.000000    0.000007   0.000000    0.000016   0.000000
 1420.0   -1.787880   0.646531    0.139473   0.120073    1.172729   0.913671    0.950397  -0.157636    0.030274  -0.029698    0.252489   0.246713    0.251077   0.087206    0.204368  -0.175812   -0.000070   0.000000   -0.075239  -0.043706    0.029670   0.000000    0.023385  -0.079743   -0.000215   0.000000    0.003697   0.000000    0.004891   0.000000    0.017102   0.000000   -0.000057   0.000000    0.001246   0.000000    0.001687   0.000000    0.004062   0.000000   -0.000020   0.000000    0.000166   0.000000    0.000328   0.000000    0.001006   0.000000   -0.000005   0.000000    0.000060   0.000000    0.000105   0.000000    0.000252   0.000000   -0.000001   0.000000    0.000009   0.000000    0.000022   0.000000    0.000065   0.000000    0.000000   0.000000    0.000003   0.000000    0.000007   0.000000    0.000017   0.000000
 1430.0   -1.714339   0.587211    0.136775   0.121416    1.146542   0.923666    0.939722  -0.150085    0.030374  -0.029374    0.265605   0.260428    0.246794   0.091390    0.207829  -0.171174   -0.000046   0.000000   -0.071598  -0.045713    0.030139   0.000000    0.027324  -0.080424   -0.000214   0.000000    0.003778   0.000000    0.005002   0.000000    0.017494   0.000000   -0.000058   0.000000    0.001280   0.000000    0.001737   0.000000    0.004183   0.000000   -0.000020   0.000000    0.000171   0.000000    0.000340   0.000000    0.001042   0.000000   -0.000005   0.000000    0.000063   0.000000    0.000110   0.000000    0.000262   0.000000   -0.000002   0.000000    0.000009   0.000000    0.000023   0.000000    0.000068   0.000000    0.000000   0.000000    0.000004   0.000000    0.000007   0.000000    0.000018   0.000000
 1440.0   -1.630210   0.541827    0.134057   0.122556    1.120212   0.932123    0.929253  -0.143127    0.030486  -0.029060    0.278130   0.274538    0.242430   0.095300    0.210755  -0.166970   -0.000022   0.000000   -0.067968  -0.047494    0.030606   0.000000    0.031206  -0.080935   -0.000213   0.000000    0.003859   0.000000    0.005115   0.000000    0.017887   0.000000   -0.000058   0.000000    0.001313   0.000000    0.001788   0.000000    0.004305   0.000000   -0.000021   0.000000    0.000177   0.000000    0.000352   0.000000    0.001080   0.000000   -0.000005   0.000000    0.000065   0.000000    0.000114   0.000000    0.000274   0.000000   -0.000002   0.000000    0.000010   0.000000    0.000025   0.000000    0.000071   0.000000    0.000000   0.000000    0.000004   0.000000    0.000008   0.000000    0.000019   0.000000
 1450.0   -1.540914   0.514419    0.131333   0.123494    1.093844   0.939069    0.918997  -0.136702    0.030610  -0.028752    0.290106   0.289054    0.238000   0.098939    0.213220  -0.163220    0.000003   0.000000   -0.064365  -0.049059    0.031072   0.000000    0.035020  -0.081288   -0.000213   0.000000    0.003941   0.000000    0.005228   0.000000    0.018282   0.000000   -0.000059   0.000000    0.001347   0.000000    0.001839   0.000000    0.004429   0.000000   -0.000021   0.000000    0.000183   0.000000    0.000365   0.000000    0.001118   0.000000   -0.000005   0.000000    0.000067   0.000000    0.000119   0.000000    0.000285   0.000000   -0.000002   0.000000    0.000010   0.000000    0.000026   0.000000    0.000075   0.000000    0.000000   0.000000    0.000004   0.000000    0.000008   0.000000    0.000020   0.000000
 1460.0   -1.453472   0.505892    0.128617   0.124235    1.067541   0.944537    0.908952  -0.130755    0.030744  -0.028452    0.301564   0.303994    0.233518   0.102308    0.215293  -0.159936    0.000029   0.000000   -0.060803  -0.050421    0.031537   0.000000    0.038759  -0.081494   -0.000211   0.000000    0.004023   0.000000    0.005341   0.000000    0.018678   0.000000   -0.000059   0.000000    0.001381   0.000000    0.001891   0.000000    0.004554   0.000000   -0.000021   0.000000    0.000189   0.000000    0.000378   0.000000    0.001157   0.000000   -0.000005   0.000000    0.000070   0.000000    0.000124   0.000000    0.000297   0.000000   -0.000002   0.000000    0.000011   0.000000    0.000027   0.000000    0.000078   0.000000    0.000000   0.000000    0.000004   0.000000    0.000009   0.000000    0.000021   0.000000
 1470.0   -1.374318   0.513629    0.125921   0.124785    1.041398   0.948568    0.899118  -0.125240    0.030888  -0.028156    0.312522   0.319384    0.228999   0.105410    0.217037  -0.157122    0.000055   0.000000   -0.057295  -0.051590    0.032000   0.000000    0.042416  -0.081565   -0.000210   0.000000    0.004105   0.000000    0.005455   0.000000    0.019076   0.000000   -0.000060   0.000000    0.001415   0.000000    0.001944   0.000000    0.004681   0.000000   -0.000022   0.000000    0.000195   0.000000    0.000391   0.000000    0.001196   0.000000   -0.000006   0.000000    0.000073   0.000000    0.000129   0.000000    0.000309   0.000000   -0.000002   0.000000    0.000011   0.000000    0.000028   0.000000    0.000082   0.000000    0.000000   0.000000    0.000004   0.000000    0.000009   0.000000    0.000022   0.000000
 1480.0   -1.307489   0.532669    0.123257   0.125150    1.015504   0.951210    0.889490  -0.120115    0.031041  -0.027864    0.322989   0.335254    0.224458   0.108250    0.218509  -0.154780    0.000082   0.000000   -0.053849  -0.052580    0.032462   0.000000    0.045986  -0.081513   -0.000208   0.000000    0.004187   0.000000    0.005569   0.000000    0.019476   0.000000   -0.000060   0.000000    0.001450   0.000000    0.001996   0.000000    0.004809   0.000000   -0.000022   0.000000    0.000201   0.000000    0.000404   0.000000    0.001236   0.000000   -0.000006   0.000000    0.000075   0.000000    0.000134   0.000000    0.000321   0.000000   -0.000002   0.000000    0.000012   0.000000    0.000030   0.000000    0.000086   0.000000    0.000000   0.000000    0.000005   0.000000    0.000010   0.000000    0.000023   0.000000
 1490.0   -1.254139   0.557560    0.120636   0.125338    0.989941   0.952517    0.880061  -0.115343    0.031202  -0.027576    0.332961   0.351640    0.219908   0.110832    0.219762  -0.152908    0.000110   0.000000   -0.050475  -0.053404    0.032922   0.000000    0.049464  -0.081350   -0.000207   0.000000    0.004270   0.000000    0.005683   0.000000    0.019877   0.000000   -0.000061   0.000000    0.001485   0.000000    0.002050   0.000000    0.004938   0.000000   -0.000023   0.000000    0.000208   0.000000    0.000418   0.000000    0.001277   0.000000   -0.000006   0.000000    0.000078   0.000000    0.000140   0.000000    0.000333   0.000000   -0.000002   0.000000    0.000012   0.000000    0.000031   0.000000    0.000090   0.000000    0.000000   0.000000    0.000005   0.000000    0.000010   0.000000    0.000024   0.000000
 1500.0   -1.213215   0.583790    0.118068   0.125356    0.964787   0.952549    0.870826  -0.110890    0.031369  -0.027291    0.342423   0.368578    0.215362   0.113162    0.220846  -0.151500    0.000138   0.000000   -0.047179  -0.054074    0.033380   0.000000    0.052848  -0.081086   -0.000205   0.000000    0.004353   0.000000    0.005798   0.000000    0.020280   0.000000   -0.000061   0.000000    0.001520   0.000000    0.002104   0.000000    0.005069   0.000000   -0.000023   0.000000    0.000214   0.000000    0.000432   0.000000    0.001319   0.000000   -0.000006   0.000000    0.000081   0.000000    0.000145   0.000000    0.000346   0.000000   -0.000002   0.000000    0.000013   0.000000    0.000033   0.000000    0.000094   0.000000   -0.000001   0.000000    0.000005   0.000000    0.000011   0.000000    0.000026   0.000000
 1510.0   -1.182535   0.608343    0.115561   0.125213    0.940107   0.951369    0.861777  -0.106728    0.031543  -0.027007    0.351351   0.386104    0.210833   0.115248    0.221804  -0.150549    0.000167   0.000000   -0.043968  -0.054604    0.033837   0.000000    0.056136  -0.080731   -0.000203   0.000000    0.004436   0.000000    0.005914   0.000000    0.020683   0.000000   -0.000062   0.000000    0.001556   0.000000    0.002159   0.000000    0.005200   0.000000   -0.000024   0.000000    0.000221   0.000000    0.000446   0.000000    0.001361   0.000000   -0.000006   0.000000    0.000083   0.000000    0.000151   0.000000    0.000359   0.000000   -0.000002   0.000000    0.000013   0.000000    0.000034   0.000000    0.000098   0.000000   -0.000001   0.000000    0.000005   0.000000    0.000011   0.000000    0.000027   0.000000
 1520.0   -1.159674   0.629586    0.113123   0.124917    0.915964   0.949043    0.852905  -0.102831    0.031722  -0.026725    0.359706   0.404252    0.206333   0.117096    0.222680  -0.150047    0.000197   0.000000   -0.040844  -0.055004    0.034292   0.000000    0.059328  -0.080297   -0.000200   0.000000    0.004519   0.000000    0.006029   0.000000    0.021088   0.000000   -0.000062   0.000000    0.001591   0.000000    0.002214   0.000000    0.005334   0.000000   -0.000024   0.000000    0.000227   0.000000    0.000460   0.000000    0.001404   0.000000   -0.000006   0.000000    0.000086   0.000000    0.000156   0.000000    0.000373   0.000000   -0.000002   0.000000    0.000014   0.000000    0.000035   0.000000    0.000102   0.000000   -0.000001   0.000000    0.000005   0.000000    0.000012   0.000000    0.000028   0.000000
 1530.0   -1.142456   0.646895    0.110762   0.124477    0.892409   0.945639    0.844205  -0.099175    0.031906  -0.026445    0.367444   0.423057    0.201873   0.118715    0.223513  -0.149985    0.000227   0.000000   -0.037810  -0.055287    0.034745   0.000000    0.062424  -0.079793   -0.000198   0.000000    0.004603   0.000000    0.006145   0.000000    0.021495   0.000000   -0.000062   0.000000    0.001627   0.000000    0.002269   0.000000    0.005468   0.000000   -0.000024   0.000000    0.000234   0.000000    0.000474   0.000000    0.001447   0.000000   -0.000006   0.000000    0.000089   0.000000    0.000162   0.000000    0.000386   0.000000   -0.000002   0.000000    0.000014   0.000000    0.000037   0.000000    0.000106   0.000000   -0.000001   0.000000    0.000006   0.000000    0.000012   0.000000    0.000030   0.000000
 1540.0   -1.129137   0.660258    0.108483   0.123904    0.869490   0.941227    0.835667  -0.095740    0.032094  -0.026165    0.374505   0.442544    0.197464   0.120113    0.224343  -0.150354    0.000258   0.000000   -0.034869  -0.055463    0.035197   0.000000    0.065424  -0.079226   -0.000195   0.000000    0.004686   0.000000    0.006261   0.000000    0.021902   0.000000   -0.000063   0.000000    0.001663   0.000000    0.002325   0.000000    0.005604   0.000000   -0.000025   0.000000    0.000241   0.000000    0.000489   0.000000    0.001491   0.000000   -0.000007   0.000000    0.000092   0.000000    0.000168   0.000000    0.000400   0.000000   -0.000002   0.000000    0.000015   0.000000    0.000039   0.000000    0.000111   0.000000   -0.000001   0.000000    0.000006   0.000000    0.000013   0.000000    0.000031   0.000000
 1550.0   -1.118415   0.669986    0.106292   0.123206    0.847244   0.935878    0.827285  -0.092507    0.032285  -0.025886    0.380822   0.462738    0.193115   0.121301    0.225206  -0.151142    0.000289   0.000000   -0.032021  -0.055544    0.035647   0.000000    0.068330  -0.078605   -0.000192   0.000000    0.004770   0.000000    0.006378   0.000000    0.022311   0.000000   -0.000063   0.000000    0.001700   0.000000    0.002382   0.000000    0.005741   0.000000   -0.000025   0.000000    0.000248   0.000000    0.000504   0.000000    0.001536   0.000000   -0.000007   0.000000    0.000095   0.000000    0.000174   0.000000    0.000415   0.000000   -0.000002   0.000000    0.000016   0.000000    0.000040   0.000000    0.000115   0.000000   -0.000001   0.000000    0.000006   0.000000    0.000013   0.000000    0.000032   0.000000
 1560.0   -1.109355   0.676523    0.104192   0.122392    0.825703   0.929663    0.819052  -0.089460    0.032478  -0.025607    0.386317   0.483653    0.188834   0.122286    0.226139  -0.152336    0.000322   0.000000   -0.029265  -0.055540    0.036095   0.000000    0.071144  -0.077939   -0.000189   0.000000    0.004854   0.000000    0.006494   0.000000    0.022720   0.000000   -0.000063   0.000000    0.001736   0.000000    0.002439   0.000000    0.005879   0.000000   -0.000025   0.000000    0.000255   0.000000    0.000519   0.000000    0.001582   0.000000   -0.000007   0.000000    0.000098   0.000000    0.000180   0.000000    0.000429   0.000000   -0.000002   0.000000    0.000016   0.000000    0.000042   0.000000    0.000120   0.000000   -0.000001   0.000000    0.000006   0.000000    0.000014   0.000000    0.000034   0.000000
 1570.0   -1.101312   0.680340    0.102186   0.121473    0.804893   0.922652    0.810960  -0.086584    0.032674  -0.025329    0.390903   0.505296    0.184630   0.123079    0.227178  -0.153923    0.000354   0.000000   -0.026603  -0.055458    0.036541   0.000000    0.073867  -0.077232   -0.000185   0.000000    0.004939   0.000000    0.006611   0.000000    0.023131   0.000000   -0.000063   0.000000    0.001773   0.000000    0.002497   0.000000    0.006018   0.000000   -0.000026   0.000000    0.000262   0.000000    0.000534   0.000000    0.001628   0.000000   -0.000007   0.000000    0.000101   0.000000    0.000186   0.000000    0.000444   0.000000   -0.000002   0.000000    0.000017   0.000000    0.000044   0.000000    0.000125   0.000000   -0.000001   0.000000    0.000007   0.000000    0.000015   0.000000    0.000035   0.000000
 1580.0   -1.093846   0.681884    0.100278   0.120456    0.784833   0.914913    0.803004  -0.083866    0.032870  -0.025052    0.394486   0.527663    0.180509   0.123691    0.228359  -0.155889    0.000388   0.000000   -0.024031  -0.055308    0.036986   0.000000    0.076503  -0.076493   -0.000182   0.000000    0.005023   0.000000    0.006728   0.000000    0.023542   0.000000   -0.000063   0.000000    0.001810   0.000000    0.002555   0.000000    0.006159   0.000000   -0.000026   0.000000    0.000269   0.000000    0.000550   0.000000    0.001675   0.000000   -0.000007   0.000000    0.000104   0.000000    0.000193   0.000000    0.000459   0.000000   -0.000002   0.000000    0.000017   0.000000    0.000045   0.000000    0.000130   0.000000   -0.000001   0.000000    0.000007   0.000000    0.000015   0.000000    0.000037   0.000000
 1590.0   -1.086667   0.681550    0.098469   0.119352    0.765536   0.906513    0.795176  -0.081293    0.033068  -0.024775    0.396960   0.550740    0.176477   0.124130    0.229718  -0.158215    0.000422   0.000000   -0.021549  -0.055097    0.037429   0.000000    0.079054  -0.075726   -0.000178   0.000000    0.005108   0.000000    0.006846   0.000000    0.023955   0.000000   -0.000063   0.000000    0.001847   0.000000    0.002613   0.000000    0.006300   0.000000   -0.000027   0.000000    0.000276   0.000000    0.000566   0.000000    0.001722   0.000000   -0.000007   0.000000    0.000108   0.000000    0.000199   0.000000    0.000475   0.000000   -0.000003   0.000000    0.000018   0.000000    0.000047   0.000000    0.000135   0.000000   -0.000001   0.000000    0.000007   0.000000    0.000016   0.000000    0.000039   0.000000
 1600.0   -1.079589   0.679678    0.096759   0.118168    0.747011   0.897517    0.787472  -0.078855    0.033266  -0.024498    0.398215   0.574495    0.172539   0.124408    0.231290  -0.160883    0.000456   0.000000   -0.019154  -0.054834    0.037870   0.000000    0.081523  -0.074936   -0.000174   0.000000    0.005193   0.000000    0.006963   0.000000    0.024368   0.000000   -0.000063   0.000000    0.001885   0.000000    0.002673   0.000000    0.006443   0.000000   -0.000027   0.000000    0.000283   0.000000    0.000582   0.000000    0.001770   0.000000   -0.000007   0.000000    0.000111   0.000000    0.000206   0.000000    0.000490   0.000000   -0.000003   0.000000    0.000019   0.000000    0.000049   0.000000    0.000140   0.000000   -0.000001   0.000000    0.000008   0.000000    0.000017   0.000000    0.000040   0.000000
 1610.0   -1.072493   0.676555    0.095150   0.116913    0.729262   0.887988    0.779885  -0.076542    0.033464  -0.024222    0.398138   0.598883    0.168700   0.124534    0.233112  -0.163868    0.000491   0.000000   -0.016845  -0.054523    0.038309   0.000000    0.083912  -0.074128   -0.000170   0.000000    0.005278   0.000000    0.007081   0.000000    0.024782   0.000000   -0.000063   0.000000    0.001922   0.000000    0.002732   0.000000    0.006587   0.000000   -0.000027   0.000000    0.000291   0.000000    0.000598   0.000000    0.001819   0.000000   -0.000008   0.000000    0.000114   0.000000    0.000213   0.000000    0.000506   0.000000   -0.000003   0.000000    0.000019   0.000000    0.000051   0.000000    0.000145   0.000000   -0.000001   0.000000    0.000008   0.000000    0.000018   0.000000    0.000042   0.000000
 1620.0   -1.065310   0.672420    0.093641   0.115595    0.712287   0.877986    0.772410  -0.074344    0.033661  -0.023948    0.396609   0.623841    0.164963   0.124518    0.235217  -0.167146    0.000527   0.000000   -0.014618  -0.054172    0.038746   0.000000    0.086226  -0.073307   -0.000165   0.000000    0.005363   0.000000    0.007199   0.000000    0.025196   0.000000   -0.000063   0.000000    0.001960   0.000000    0.002792   0.000000    0.006731   0.000000   -0.000028   0.000000    0.000298   0.000000    0.000614   0.000000    0.001868   0.000000   -0.000008   0.000000    0.000117   0.000000    0.000220   0.000000    0.000523   0.000000   -0.000003   0.000000    0.000020   0.000000    0.000053   0.000000    0.000151   0.000000   -0.000001   0.000000    0.000008   0.000000    0.000018   0.000000    0.000044   0.000000
 1630.0   -1.058001   0.667471    0.092232   0.114221    0.696082   0.867568    0.765043  -0.072254    0.033858  -0.023674    0.393509   0.649286    0.161331   0.124371    0.237640  -0.170686    0.000563   0.000000   -0.012471  -0.053785    0.039181   0.000000    0.088466  -0.072475   -0.000161   0.000000    0.005448   0.000000    0.007317   0.000000    0.025612   0.000000   -0.000063   0.000000    0.001998   0.000000    0.002852   0.000000    0.006877   0.000000   -0.000028   0.000000    0.000306   0.000000    0.000631   0.000000    0.001918   0.000000   -0.000008   0.000000    0.000121   0.000000    0.000227   0.000000    0.000539   0.000000   -0.000003   0.000000    0.000021   0.000000    0.000055   0.000000    0.000156   0.000000   -0.000001   0.000000    0.000009   0.000000    0.000019   0.000000    0.000046   0.000000
 1640.0   -1.050551   0.661871    0.090920   0.112800    0.680640   0.856787    0.757778  -0.070264    0.034054  -0.023401    0.388721   0.675114    0.157806   0.124101    0.240414  -0.174455    0.000600   0.000000   -0.010402  -0.053368    0.039615   0.000000    0.090637  -0.071637   -0.000156   0.000000    0.005534   0.000000    0.007435   0.000000    0.026027   0.000000   -0.000063   0.000000    0.002036   0.000000    0.002913   0.000000    0.007024   0.000000   -0.000028   0.000000    0.000313   0.000000    0.000648   0.000000    0.001969   0.000000   -0.000008   0.000000    0.000124   0.000000    0.000234   0.000000    0.000556   0.000000   -0.000003   0.000000    0.000021   0.000000    0.000057   0.000000    0.000162   0.000000   -0.000001   0.000000    0.000009   0.000000    0.000020   0.000000    0.000047   0.000000
 1650.0   -1.042954   0.655754    0.089706   0.111336    0.665948   0.845695    0.750612  -0.068368    0.034249  -0.023129    0.382135   0.701202    0.154389   0.123717    0.243569  -0.178414    0.000637   0.000000   -0.008406  -0.052926    0.040046   0.000000    0.092740  -0.070794   -0.000151   0.000000    0.005619   0.000000    0.007553   0.000000    0.026444   0.000000   -0.000062   0.000000    0.002075   0.000000    0.002974   0.000000    0.007172   0.000000   -0.000028   0.000000    0.000321   0.000000    0.000665   0.000000    0.002020   0.000000   -0.000008   0.000000    0.000128   0.000000    0.000241   0.000000    0.000573   0.000000   -0.000003   0.000000    0.000022   0.000000    0.000059   0.000000    0.000167   0.000000   -0.000001   0.000000    0.000009   0.000000    0.000021   0.000000    0.000049   0.000000
 1660.0   -1.035218   0.649230    0.088586   0.109838    0.651995   0.834340    0.743539  -0.066560    0.034443  -0.022859    0.373650   0.727400    0.151082   0.123230    0.247133  -0.182520    0.000675   0.000000   -0.006483  -0.052461    0.040476   0.000000    0.094779  -0.069950   -0.000146   0.000000    0.005705   0.000000    0.007672   0.000000    0.026861   0.000000   -0.000062   0.000000    0.002113   0.000000    0.003036   0.000000    0.007321   0.000000   -0.000029   0.000000    0.000329   0.000000    0.000682   0.000000    0.002072   0.000000   -0.000008   0.000000    0.000131   0.000000    0.000248   0.000000    0.000591   0.000000   -0.000003   0.000000    0.000023   0.000000    0.000061   0.000000    0.000173   0.000000   -0.000001   0.000000    0.000010   0.000000    0.000021   0.000000    0.000051   0.000000
 1670.0   -1.027351   0.642391    0.087559   0.108310    0.638764   0.822765    0.736557  -0.064833    0.034635  -0.022590    0.363177   0.753541    0.147884   0.122647    0.251130  -0.186726    0.000713   0.000000   -0.004628  -0.051978    0.040904   0.000000    0.096757  -0.069107   -0.000140   0.000000    0.005791   0.000000    0.007790   0.000000    0.027278   0.000000   -0.000062   0.000000    0.002152   0.000000    0.003098   0.000000    0.007471   0.000000   -0.000029   0.000000    0.000337   0.000000    0.000700   0.000000    0.002124   0.000000   -0.000009   0.000000    0.000135   0.000000    0.000256   0.000000    0.000608   0.000000   -0.000003   0.000000    0.000024   0.000000    0.000063   0.000000    0.000179   0.000000   -0.000001   0.000000    0.000010   0.000000    0.000022   0.000000    0.000053   0.000000
 1680.0   -1.019368   0.635311    0.086623   0.106758    0.626237   0.811014    0.729661  -0.063182    0.034825  -0.022323    0.350647   0.779434    0.144795   0.121977    0.255578  -0.190980    0.000752   0.000000   -0.002839  -0.051480    0.041330   0.000000    0.098676  -0.068266   -0.000135   0.000000    0.005876   0.000000    0.007909   0.000000    0.027696   0.000000   -0.000061   0.000000    0.002191   0.000000    0.003160   0.000000    0.007622   0.000000   -0.000029   0.000000    0.000345   0.000000    0.000717   0.000000    0.002177   0.000000   -0.000009   0.000000    0.000139   0.000000    0.000264   0.000000    0.000626   0.000000   -0.000003   0.000000    0.000024   0.000000    0.000065   0.000000    0.000185   0.000000   -0.000001   0.000000    0.000010   0.000000    0.000023   0.000000    0.000055   0.000000
 1690.0   -1.011283   0.628052    0.085774   0.105188    0.614396   0.799124    0.722848  -0.061603    0.035014  -0.022058    0.336014   0.804870    0.141815   0.121227    0.260492  -0.195227    0.000792   0.000000   -0.001112  -0.050969    0.041754   0.000000    0.100540  -0.067430   -0.000129   0.000000    0.005962   0.000000    0.008027   0.000000    0.028114   0.000000   -0.000061   0.000000    0.002230   0.000000    0.003223   0.000000    0.007774   0.000000   -0.000029   0.000000    0.000353   0.000000    0.000735   0.000000    0.002231   0.000000   -0.000009   0.000000    0.000142   0.000000    0.000271   0.000000    0.000645   0.000000   -0.000003   0.000000    0.000025   0.000000    0.000067   0.000000    0.000192   0.000000   -0.000001   0.000000    0.000011   0.000000    0.000024   0.000000    0.000058   0.000000
 1700.0   -1.003112   0.620666    0.085011   0.103604    0.603220   0.787130    0.716116  -0.060091    0.035200  -0.021795    0.319258   0.829625    0.138943   0.120405    0.265877  -0.199407    0.000831   0.000000    0.000554  -0.050449    0.042175   0.000000    0.102351  -0.066599   -0.000123   0.000000    0.006048   0.000000    0.008146   0.000000    0.028532   0.000000   -0.000060   0.000000    0.002269   0.000000    0.003286   0.000000    0.007927   0.000000   -0.000030   0.000000    0.000361   0.000000    0.000753   0.000000    0.002285   0.000000   -0.000009   0.000000    0.000146   0.000000    0.000279   0.000000    0.000663   0.000000   -0.000003   0.000000    0.000026   0.000000    0.000070   0.000000    0.000198   0.000000   -0.000001   0.000000    0.000011   0.000000    0.000025   0.000000    0.000060   0.000000
