  710.0000     5.0000   0.014786   0.001408 -18.495662 -12.565998  -0.000358   0.000326   0.818094   0.549628
  710.0000    15.0000   0.043566   0.004154 -18.351729 -12.473171  -0.003184   0.002895   2.447557   1.644810
  710.0000    25.0000   0.070025   0.006698 -18.065116 -12.288019  -0.008621   0.007834   4.056919   2.727793
  710.0000    35.0000   0.092792   0.008917 -17.638308 -12.011561  -0.016256   0.014758   5.633015   3.790515
  710.0000    45.0000   0.110748   0.010704 -17.075018 -11.645351  -0.025506   0.023127   7.163040   4.825020
  710.0000    55.0000   0.123093   0.011979 -16.380144 -11.191515  -0.035658   0.032282   8.634691   5.823512
  710.0000    65.0000   0.129403   0.012689 -15.559715 -10.652781  -0.045923   0.041495  10.036306   6.778412
  710.0000    75.0000   0.129646   0.012816 -14.620828 -10.032513  -0.055483   0.050021  11.357007   7.682407
  710.0000    85.0000   0.124184   0.012379 -13.571546  -9.334743  -0.063549   0.057148  12.586817   8.528527
  710.0000    95.0000   0.113736   0.011432 -12.420774  -8.564178  -0.069413   0.062252  13.716758   9.310202
  710.0000   105.0000   0.099331   0.010064 -11.178129  -7.726215  -0.072499   0.064835  14.738926  10.021327
  710.0000   115.0000   0.082235   0.008395  -9.853781  -6.826919  -0.072398   0.064558  15.646523  10.656326
  710.0000   125.0000   0.063863   0.006564  -8.458305  -5.872995  -0.068901   0.061270  16.433859  11.210203
  710.0000   135.0000   0.045683   0.004723  -7.002535  -4.871745  -0.062020   0.055010  17.096303  11.678596
  710.0000   145.0000   0.029117   0.003025  -5.497445  -3.831000  -0.051987   0.046008  17.630223  12.057815
  710.0000   155.0000   0.015441   0.001610  -3.954046  -2.759044  -0.039245   0.034670  18.032881  12.344871
  710.0000   165.0000   0.005703   0.000596  -2.383334  -1.664527  -0.024422   0.021548  18.302340  12.537505
  710.0000   175.0000   0.000642   0.000067  -0.796261  -0.556365  -0.008290   0.007310  18.437367  12.634203
  720.0000     5.0000   0.043108   0.018965 -14.536816 -15.290658  -0.000494   0.001520   0.660168   0.680131
  720.0000    15.0000   0.126933   0.055922 -14.421146 -15.185356  -0.004388   0.013501   1.974562   2.035108
  720.0000    25.0000   0.203774   0.090022 -14.190704 -14.974722  -0.011886   0.036521   3.271166   3.374258
  720.0000    35.0000   0.269569   0.119554 -13.847331 -14.658772  -0.022434   0.068772   4.538246   4.687134
  720.0000    45.0000   0.321079   0.143085 -13.393896 -14.237690  -0.035264   0.107708   5.764294   5.963455
  720.0000    55.0000   0.356091   0.159554 -12.834384 -13.712027  -0.049453   0.150243   6.938193   7.193196
  720.0000    65.0000   0.373528   0.168337 -12.173975 -13.082895  -0.063979   0.192973   8.049422   8.366691
  720.0000    75.0000   0.373472   0.169297 -11.419080 -12.352197  -0.077774   0.232427   9.088327   9.474749
  720.0000    85.0000   0.357107   0.162794 -10.577279 -11.522817  -0.089775   0.265312  10.046401  10.508771
  720.0000    95.0000   0.326599   0.149670  -9.657181 -10.598783  -0.098962   0.288748  10.916554  11.460865
  720.0000   105.0000   0.284939   0.131194  -8.668171  -9.585389  -0.104420   0.300457  11.693326  12.323939
  720.0000   115.0000   0.235739   0.108984  -7.620078  -8.489240  -0.105400   0.298921  12.373000  13.091772
  720.0000   125.0000   0.183008   0.084894  -6.522789  -7.318250  -0.101390   0.283471  12.953554  13.759046
  720.0000   135.0000   0.130897   0.060887  -5.385884  -6.081578  -0.092189   0.254330  13.434482  14.321353
  720.0000   145.0000   0.083434   0.038891  -4.218312  -4.789509  -0.077963   0.212587  13.816441  14.775162
  720.0000   155.0000   0.044254   0.020659  -3.028199  -3.453298  -0.059276   0.160123  14.100815  15.117763
  720.0000   165.0000   0.016346   0.007638  -1.822789  -2.084983  -0.037072   0.099490  14.289215  15.347206
  720.0000   175.0000   0.001840   0.000860  -0.608556  -0.697173  -0.012616   0.033743  14.383020  15.462233
  730.0000     5.0000   0.060080   0.040048 -11.791858 -16.631870  -0.000588   0.002768   0.545795   0.752359
  730.0000    15.0000   0.176798   0.118086 -11.695961 -16.524523  -0.005231   0.024583   1.632368   2.250892
  730.0000    25.0000   0.283486   0.190072 -11.504740 -16.309185  -0.014186   0.066489   2.703864   3.730908
  730.0000    35.0000   0.374399   0.252387 -11.219432 -15.984695  -0.026830   0.125171   3.750148   5.180211
  730.0000    45.0000   0.445071   0.302003 -10.842126 -15.549633  -0.042318   0.195975   4.761039   6.586846
  730.0000    55.0000   0.492578   0.336683 -10.375975 -15.002656  -0.059645   0.273261   5.726420   7.939235
  730.0000    65.0000   0.515647   0.355124  -9.825415 -14.342898  -0.077700   0.350824   6.636480   9.226337
  730.0000    75.0000   0.514616   0.357048  -9.196321 -13.570369  -0.095289   0.422348   7.482075  10.437828
  730.0000    85.0000   0.491299   0.343233  -8.496012 -12.686332  -0.111147   0.481860   8.255181  11.564274
  730.0000    95.0000   0.448787   0.315467  -7.733114 -11.693616  -0.123965   0.524152   8.949372  12.597292
  730.0000   105.0000   0.391219   0.276444  -6.917199 -10.596835  -0.132438   0.545127   9.560241  13.529672
  730.0000   115.0000   0.323516   0.229581  -6.058292  -9.402504  -0.135365   0.542073  10.085659  14.355436
  730.0000   125.0000   0.251109   0.178789  -5.166247  -8.119055  -0.131786   0.513821  10.525791  15.069831
  730.0000   135.0000   0.179616   0.128201  -4.250141  -6.756747  -0.121137   0.460813  10.882849  15.669258
  730.0000   145.0000   0.114508   0.081871  -3.317743  -5.327497  -0.103401   0.385048  11.160541  16.151139
  730.0000   155.0000   0.060750   0.043484  -2.375192  -3.844645  -0.079193   0.289946  11.363328  16.513735
  730.0000   165.0000   0.022444   0.016076  -1.426927  -2.322671  -0.049778   0.180119  11.495582  16.755960
  730.0000   175.0000   0.002526   0.001810  -0.475909  -0.776888  -0.016983   0.061084  11.560756  16.877206
  740.0000     5.0000   0.069097   0.061590  -9.396555 -17.376629  -0.000857   0.004021   0.440316   0.798559
  740.0000    15.0000   0.203177   0.181605  -9.316883 -17.271731  -0.007627   0.035710   1.317091   2.388799
  740.0000    25.0000   0.325309   0.292317  -9.157874 -17.060628  -0.020704   0.096566   2.182178   3.958455
  740.0000    35.0000   0.428779   0.388158  -8.920334 -16.740899  -0.039223   0.181744   3.027438   5.493976
  740.0000    45.0000   0.508521   0.464475  -8.605803 -16.309392  -0.062015   0.284451   3.844300   6.982099
  740.0000    55.0000   0.561405   0.517826  -8.216891 -15.762727  -0.087692   0.396465   4.623802   8.410033
  740.0000    65.0000   0.586280   0.546204  -7.757619 -15.097886  -0.114705   0.508758   5.356813   9.765670
  740.0000    75.0000   0.583838   0.549181  -7.233675 -14.312814  -0.141347   0.612165   6.034475  11.037835
  740.0000    85.0000   0.556382   0.527948  -6.652502 -13.406969  -0.165748   0.698046   6.648834  12.216528
  740.0000    95.0000   0.507552   0.485256  -6.023115 -12.381786  -0.185894   0.758890   7.193549  13.293144
  740.0000   105.0000   0.442051   0.425243  -5.355657 -11.240995  -0.199704   0.788825   7.664565  14.260619
  740.0000   115.0000   0.365382   0.353166  -4.660693  -9.990799  -0.205200   0.783990   8.060586  15.113495
  740.0000   125.0000   0.283574   0.275040  -3.948356  -8.639890  -0.200738   0.742767   8.383208  15.847869
  740.0000   135.0000   0.202868   0.197222  -3.227463  -7.199335  -0.185294   0.665849   8.636641  16.461238
  740.0000   145.0000   0.129371   0.125952  -2.504772  -5.682340  -0.158710   0.556168   8.827023  16.952247
  740.0000   155.0000   0.068658   0.066898  -1.784524  -4.103942  -0.121875   0.418681   8.961388  17.320382
  740.0000   165.0000   0.025373   0.024732  -1.068361  -2.480627  -0.076743   0.260040   9.046480  17.565626
  740.0000   175.0000   0.002856   0.002785  -0.355674  -0.829941  -0.026207   0.088179   9.087577  17.688170
  750.0000     5.0000   0.071401   0.081174  -7.229455 -17.703442  -0.001325   0.005191   0.339457   0.824803
  750.0000    15.0000   0.209735   0.239359  -7.163166 -17.603705  -0.011793   0.046098   1.015882   2.467094
  750.0000    25.0000   0.335158   0.385311  -7.030777 -17.402254  -0.032029   0.124629   1.684633   4.087481
  750.0000    35.0000   0.440584   0.511703  -6.832841 -17.095399  -0.060726   0.234484   2.339922   5.671513
  750.0000    45.0000   0.520887   0.612403  -6.570603 -16.678244  -0.096109   0.366838   2.975076   7.205016
  750.0000    55.0000   0.573157   0.682868  -6.246438 -16.145365  -0.136057   0.511033   3.582440   8.674307
  750.0000    65.0000   0.596633   0.720436  -5.864302 -15.491599  -0.178174   0.655393   4.153570  10.066460
  750.0000    75.0000   0.592442   0.724519  -5.430093 -14.712826  -0.219792   0.788101   4.679735  11.369625
  750.0000    85.0000   0.563250   0.696665  -4.951767 -13.806710  -0.257969   0.898059   5.152726  12.573352
  750.0000    95.0000   0.512916   0.640476  -4.439140 -12.773289  -0.289522   0.975665   5.565830  13.668881
  750.0000   105.0000   0.446220   0.561392  -3.903300 -11.615390  -0.311169   1.013456   5.914797  14.649340
  750.0000   115.0000   0.368628   0.466336  -3.355689 -10.338837  -0.319801   1.006581   6.198569  15.509825
  750.0000   125.0000   0.286073   0.363246  -2.806977  -8.952467  -0.312860   0.953070   6.419579  16.247316
  750.0000   135.0000   0.204712   0.260516  -2.265900  -7.467968  -0.288764   0.853908   6.583498  16.860449
  750.0000   145.0000   0.130606   0.166398  -1.738281  -5.899571  -0.247300   0.712922   6.698417  17.349149
  750.0000   155.0000   0.069348   0.088390  -1.226433  -4.263660  -0.189873   0.536491   6.773568  17.714173
  750.0000   165.0000   0.025638   0.032681  -0.729074  -2.578310  -0.119545   0.333130   6.817786  17.956637
  750.0000   175.0000   0.002887   0.003680  -0.241819  -0.862813  -0.040820   0.112949   6.837995  18.077567
  760.0000     5.0000   0.068674   0.096991  -5.265076 -17.708207  -0.001952   0.006207   0.243343   0.833967
  760.0000    15.0000   0.201438   0.286021  -5.209709 -17.615241  -0.017371   0.055110   0.729065   2.494449
  760.0000    25.0000   0.321026   0.460493  -5.099095 -17.426687  -0.047197   0.148951   1.211573   4.132583
  760.0000    35.0000   0.420432   0.611675  -4.933674 -17.137636  -0.089529   0.280126   1.687693   5.733543
