   W                 E4+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.000    0.009    0.005    0.010
1493.809    0.001    0.010   -0.001    0.009
1500.077   -0.002    0.010   -0.002    0.009
1506.319   -0.001    0.011   -0.003    0.008
1512.535   -0.003    0.011   -0.002    0.008
1518.726   -0.003    0.011   -0.005    0.008
1524.891    0.001    0.011    0.002    0.007
1531.032    0.001    0.011    0.006    0.007
1537.148   -0.000    0.011    0.001    0.007
1543.240   -0.001    0.011    0.001    0.007
1549.308    0.001    0.011   -0.005    0.007
1555.352    0.001    0.011   -0.003    0.007
1561.373   -0.003    0.011    0.004    0.007
1567.371    0.002    0.011    0.001    0.007
1573.346    0.004    0.010    0.000    0.007
1579.298   -0.002    0.010   -0.000    0.008
1585.228    0.002    0.010    0.001    0.008
1591.136    0.001    0.010   -0.004    0.008
1597.022   -0.002    0.010    0.001    0.008
1602.886   -0.000    0.009    0.000    0.008
1608.729   -0.002    0.009    0.002    0.009
1614.551   -0.003    0.008   -0.003    0.009
1620.352   -0.005    0.008    0.001    0.009
1626.132   -0.004    0.008   -0.004    0.009
1631.892   -0.000    0.007    0.002    0.009
1637.631   -0.003    0.007   -0.002    0.009
1643.351   -0.000    0.007   -0.001    0.008
1649.050   -0.007    0.006   -0.010    0.008
1654.730    0.001    0.006    0.002    0.008
1660.391   -0.002    0.005   -0.002    0.006
1666.032    0.004    0.006    0.004    0.007
1671.655    0.005    0.006    0.001    0.005
1677.258    0.002    0.006   -0.002    0.006
1682.843   -0.005    0.006    0.003    0.005
1688.409    0.002    0.006   -0.003    0.005
1693.957   -0.000    0.006    0.002    0.005
1699.487   -0.001    0.007    0.000    0.005
1704.999    0.003    0.007    0.002    0.006
1710.493   -0.005    0.007   -0.003    0.005
1715.970    0.001    0.007    0.002    0.005
1721.429    0.004    0.008    0.001    0.007
1726.871   -0.001    0.006    0.003    0.006
1732.296    0.000    0.006    0.004    0.006
1737.704    0.002    0.005    0.014    0.006
1743.095    0.002    0.005    0.002    0.006
1748.469    0.005    0.005    0.005    0.006
1753.827    0.002    0.006   -0.003    0.005
1759.169    0.002    0.005   -0.000    0.007
1764.495   -0.005    0.005    0.002    0.005
1769.804    0.008    0.004    0.007    0.005
1775.098   -0.003    0.004    0.003    0.006
1780.376    0.001    0.005   -0.010    0.006
1785.638   -0.003    0.004    0.001    0.006
1790.885   -0.001    0.005   -0.005    0.007
1796.116    0.005    0.004    0.006    0.004
1801.333   -0.001    0.004    0.004    0.006
1806.534    0.002    0.004    0.005    0.006
1811.720   -0.002    0.005   -0.002    0.006
1816.892   -0.003    0.005   -0.002    0.006
1822.049    0.000    0.004   -0.005    0.007
1827.191    0.007    0.005    0.005    0.007
1832.319   -0.002    0.004   -0.001    0.005
1837.432   -0.006    0.004   -0.004    0.007
1842.532    0.002    0.005   -0.004    0.007
1847.617   -0.001    0.004    0.004    0.005
1852.688   -0.000    0.004    0.007    0.006
1857.746   -0.002    0.004    0.005    0.005
1862.790    0.001    0.005   -0.001    0.006
1867.820   -0.001    0.004   -0.003    0.006
1872.836    0.000    0.004    0.008    0.005
1877.840    0.001    0.004   -0.004    0.005
1882.829    0.040    0.004    0.001    0.006
1887.806    0.000    0.004    0.004    0.005
1892.770   -0.003    0.004   -0.003    0.004
1897.721    0.002    0.004    0.003    0.004
1902.658    0.028    0.004   -0.024    0.004
1907.583    0.031    0.003   -0.016    0.004
1912.496   -0.003    0.003    0.002    0.003
1917.395    0.004    0.003   -0.001    0.003
1922.283    0.028    0.003   -0.009    0.004
