   W                 E4+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.089    0.040   -0.160    0.035
1493.809    0.065    0.091   -0.059    0.076
1500.077   -0.026    0.165   -0.136    0.180
1506.319   -0.002    0.130    0.052    0.103
1512.535    0.071    0.116    0.006    0.094
1518.726    0.029    0.046    0.082    0.029
1524.891    0.092    0.023   -0.018    0.026
1531.032    0.006    0.024   -0.049    0.029
1537.148   -0.156    0.051    0.035    0.026
1543.240    0.007    0.016    0.081    0.031
1549.308   -0.017    0.011   -0.017    0.011
1555.352   -0.011    0.024   -0.010    0.025
1561.373    0.018    0.138   -0.063    0.048
1567.371   -0.025    0.024    0.010    0.022
1573.346    0.031    0.019   -0.006    0.020
1579.298    0.054    0.025    0.038    0.015
1585.228   -0.001    0.019   -0.025    0.018
1591.136    0.054    0.015    0.084    0.017
1597.022    0.099    0.015    0.028    0.015
1602.886    0.016    0.022    0.042    0.017
1608.729   -0.009    0.013   -0.059    0.014
1614.551   -0.015    0.040   -0.007    0.030
1620.352   -0.011    0.013   -0.036    0.012
1626.132    0.002    0.014    0.022    0.014
1631.892   -0.037    0.011   -0.017    0.010
1637.631    0.002    0.010   -0.000    0.008
1643.351   -0.011    0.010    0.016    0.010
1649.050    0.011    0.005    0.019    0.007
1654.730   -0.001    0.007    0.009    0.006
1660.391    0.013    0.008    0.014    0.005
1666.032    0.015    0.007   -0.019    0.006
1671.655    0.032    0.006    0.004    0.006
1677.258    0.013    0.005   -0.008    0.006
1682.843   -0.012    0.017   -0.008    0.031
1688.409   -0.032    0.008   -0.013    0.006
1693.957    0.012    0.009    0.003    0.006
1699.487    0.029    0.006    0.015    0.007
1704.999   -0.005    0.023    0.013    0.011
1710.493    0.057    0.007   -0.012    0.005
1715.970   -0.003    0.006   -0.042    0.007
1721.429   -0.010    0.004    0.048    0.005
1726.871    0.004    0.005   -0.019    0.006
1732.296   -0.012    0.014   -0.007    0.018
1737.704   -0.034    0.007   -0.024    0.005
1743.095    0.019    0.006   -0.028    0.004
1748.469    0.015    0.005    0.009    0.004
1753.827   -0.014    0.005   -0.005    0.005
1759.169    0.022    0.005   -0.042    0.005
1764.495   -0.000    0.004    0.017    0.004
1769.804   -0.004    0.016   -0.014    0.030
1775.098    0.008    0.004   -0.010    0.004
1780.376    0.007    0.006   -0.026    0.007
1785.638    0.000    0.004    0.001    0.003
1790.885   -0.012    0.005    0.009    0.007
1796.116    0.009    0.006   -0.024    0.004
1801.333    0.012    0.005    0.013    0.005
1806.534    0.057    0.007   -0.007    0.006
1811.720    0.018    0.005   -0.026    0.007
1816.892    0.003    0.005    0.006    0.006
1822.049   -0.040    0.006    0.030    0.005
1827.191    0.077    0.006    0.050    0.007
1832.319    0.038    0.007   -0.005    0.007
1837.432    0.005    0.004   -0.004    0.003
1842.532    0.025    0.006   -0.015    0.006
1847.617   -0.014    0.009    0.014    0.006
1852.688    0.082    0.051    0.034    0.117
1857.746    0.047    0.006    0.009    0.004
1862.790    0.003    0.003   -0.000    0.003
1867.820    0.013    0.006   -0.065    0.005
1872.836    0.006    0.070    0.080    0.033
1877.840    0.028    0.006    0.022    0.005
1882.829   -0.009    0.003   -0.004    0.004
1887.806   -0.009    0.003   -0.000    0.003
1892.770   -0.007    0.015   -0.018    0.008
1897.721    0.015    0.004    0.005    0.004
1902.658   -0.000    0.012    0.010    0.006
1907.583   -0.009    0.002   -0.009    0.003
1912.496    0.054    0.004   -0.023    0.005
1917.395   -0.010    0.004    0.035    0.003
1922.283    0.001    0.004    0.084    0.004
