   W                 M4-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.083    0.055    0.006    0.038
1493.809   -0.001    0.108    0.051    0.107
1500.077   -0.066    0.127   -0.055    0.120
1506.319   -0.060    0.113    0.042    0.153
1512.535   -0.132    0.111    0.060    0.178
1518.726    0.051    0.049    0.081    0.040
1524.891    0.037    0.052   -0.024    0.032
1531.032   -0.005    0.037   -0.171    0.037
1537.148   -0.058    0.040    0.212    0.041
1543.240   -0.023    0.063   -0.140    0.044
1549.308    0.189    0.047   -0.228    0.046
1555.352    0.042    0.033    0.068    0.028
1561.373   -0.059    0.299    0.162    0.180
1567.371   -0.026    0.039   -0.002    0.028
1573.346   -0.184    0.052   -0.069    0.033
1579.298    0.008    0.042    0.037    0.027
1585.228   -0.120    0.031   -0.034    0.031
1591.136    0.076    0.030    0.082    0.024
1597.022   -0.071    0.026   -0.066    0.028
1602.886   -0.030    0.028    0.029    0.022
1608.729   -0.026    0.021   -0.018    0.016
1614.551    0.053    0.132    0.007    0.092
1620.352   -0.074    0.019    0.005    0.024
1626.132   -0.136    0.025   -0.043    0.021
1631.892    0.040    0.018   -0.002    0.013
1637.631   -0.065    0.016   -0.023    0.015
1643.351   -0.027    0.013    0.091    0.014
1649.050   -0.071    0.012    0.016    0.017
1654.730   -0.046    0.011   -0.011    0.010
1660.391    0.035    0.009   -0.046    0.009
1666.032   -0.030    0.009    0.027    0.013
1671.655   -0.014    0.010    0.005    0.012
1677.258    0.058    0.010    0.027    0.012
1682.843    0.021    0.028   -0.009    0.048
1688.409   -0.009    0.012    0.049    0.015
1693.957   -0.031    0.009    0.002    0.010
1699.487   -0.058    0.014   -0.053    0.014
1704.999    0.017    0.201    0.127    0.038
1710.493    0.060    0.009    0.025    0.008
1715.970    0.001    0.009   -0.081    0.009
1721.429   -0.026    0.009    0.108    0.012
1726.871   -0.031    0.008    0.012    0.010
1732.296   -0.066    0.050   -0.023    0.085
1737.704   -0.048    0.011   -0.036    0.009
1743.095   -0.023    0.007    0.054    0.012
1748.469    0.039    0.012    0.010    0.009
1753.827   -0.045    0.011   -0.017    0.008
1759.169   -0.011    0.008   -0.101    0.008
1764.495   -0.011    0.011   -0.082    0.008
1769.804    0.015    0.033   -0.015    0.041
1775.098   -0.014    0.010   -0.027    0.011
1780.376   -0.058    0.008    0.038    0.010
1785.638    0.072    0.008   -0.067    0.009
1790.885   -0.027    0.010    0.015    0.007
1796.116   -0.022    0.007   -0.088    0.009
1801.333   -0.078    0.008    0.041    0.014
1806.534    0.030    0.008    0.035    0.008
1811.720    0.010    0.006   -0.016    0.009
1816.892   -0.002    0.008   -0.016    0.009
1822.049   -0.071    0.008   -0.016    0.007
1827.191   -0.002    0.007    0.022    0.009
1832.319    0.025    0.009   -0.027    0.006
1837.432    0.060    0.010   -0.044    0.011
1842.532   -0.020    0.008   -0.026    0.008
1847.617   -0.017    0.009   -0.041    0.008
1852.688    0.001    0.041    0.024    0.015
1857.746    0.075    0.009   -0.029    0.008
1862.790    0.140    0.008    0.013    0.010
1867.820   -0.014    0.006   -0.003    0.006
1872.836   -0.002    0.041    0.024    0.037
1877.840   -0.015    0.006    0.047    0.009
1882.829   -0.058    0.007   -0.013    0.012
1887.806    0.070    0.011   -0.078    0.009
1892.770    0.059    0.062    0.078    0.047
1897.721    0.044    0.007    0.013    0.008
1902.658    0.004    0.036    0.040    0.011
1907.583   -0.016    0.006    0.138    0.006
1912.496    0.048    0.005   -0.023    0.005
1917.395   -0.054    0.004    0.026    0.005
1922.283    0.080    0.005    0.058    0.005
