   W                 E5-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.070    0.026   -0.100    0.028
1493.809    0.125    0.151   -0.160    0.124
1500.077   -0.066    0.114    0.016    0.082
1506.319    0.097    0.246   -0.119    0.206
1512.535    0.057    0.086   -0.046    0.104
1518.726   -0.055    0.031    0.021    0.026
1524.891    0.082    0.027    0.030    0.025
1531.032   -0.114    0.029   -0.060    0.023
1537.148   -0.093    0.021    0.029    0.022
1543.240    0.391    0.043    0.006    0.035
1549.308    0.177    0.039    0.244    0.038
1555.352    0.013    0.022   -0.051    0.021
1561.373   -0.011    0.108   -0.060    0.096
1567.371   -0.055    0.027   -0.017    0.016
1573.346    0.134    0.041    0.031    0.018
1579.298    0.031    0.035    0.007    0.015
1585.228   -0.056    0.022   -0.097    0.020
1591.136   -0.034    0.016   -0.011    0.015
1597.022    0.014    0.015    0.076    0.018
1602.886    0.009    0.020    0.008    0.016
1608.729   -0.006    0.012    0.067    0.013
1614.551    0.063    0.067    0.038    0.088
1620.352   -0.009    0.012    0.036    0.012
1626.132   -0.011    0.013   -0.005    0.009
1631.892   -0.006    0.010    0.071    0.011
1637.631    0.049    0.011    0.052    0.010
1643.351    0.011    0.007    0.007    0.007
1649.050    0.022    0.009   -0.063    0.010
1654.730    0.009    0.007    0.013    0.007
1660.391    0.021    0.007   -0.037    0.007
1666.032    0.023    0.007    0.009    0.006
1671.655    0.018    0.006    0.045    0.006
1677.258   -0.010    0.006    0.061    0.009
1682.843   -0.026    0.032    0.015    0.046
1688.409   -0.004    0.006   -0.046    0.008
1693.957    0.007    0.006   -0.019    0.008
1699.487    0.028    0.007   -0.018    0.008
1704.999   -0.050    0.074    0.043    0.081
1710.493    0.045    0.006    0.036    0.007
1715.970    0.020    0.007   -0.022    0.007
1721.429    0.038    0.006    0.015    0.006
1726.871   -0.025    0.006    0.047    0.006
1732.296    0.010    0.029    0.020    0.018
1737.704   -0.021    0.006    0.027    0.006
1743.095   -0.044    0.007    0.042    0.006
1748.469    0.005    0.006    0.019    0.005
1753.827   -0.014    0.005    0.009    0.007
1759.169    0.016    0.006    0.032    0.006
1764.495    0.059    0.006    0.048    0.007
1769.804    0.021    0.013    0.009    0.028
1775.098    0.031    0.007    0.045    0.007
1780.376   -0.018    0.004   -0.010    0.007
1785.638   -0.036    0.007    0.120    0.009
1790.885   -0.011    0.006    0.030    0.008
1796.116    0.015    0.005    0.063    0.007
1801.333   -0.036    0.006    0.050    0.006
1806.534   -0.002    0.004    0.028    0.005
1811.720    0.026    0.005    0.013    0.004
1816.892    0.003    0.006   -0.036    0.007
1822.049    0.003    0.005   -0.007    0.005
1827.191    0.001    0.004    0.004    0.004
1832.319   -0.012    0.004   -0.004    0.004
1837.432    0.017    0.004    0.018    0.008
1842.532    0.019    0.006    0.022    0.004
1847.617   -0.010    0.004   -0.003    0.004
1852.688    0.005    0.009    0.001    0.009
1857.746    0.007    0.005    0.004    0.004
1862.790   -0.032    0.007    0.078    0.007
1867.820    0.003    0.004    0.022    0.004
1872.836   -0.006    0.012   -0.009    0.014
1877.840    0.004    0.004    0.009    0.006
1882.829    0.017    0.004    0.022    0.006
1887.806    0.042    0.005    0.034    0.005
1892.770   -0.053    0.020    0.018    0.041
1897.721    0.028    0.004    0.008    0.005
1902.658   -0.020    0.046    0.051    0.018
1907.583   -0.045    0.004   -0.037    0.004
1912.496   -0.003    0.003    0.009    0.004
1917.395    0.001    0.002    0.006    0.003
1922.283   -0.007    0.003    0.002    0.003
