   W                 M3+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.145    0.077   -0.143    0.079
1493.809   -0.114    0.123    0.072    0.141
1500.077    0.089    0.393    0.292    0.172
1506.319    0.583    0.319    0.105    1.152
1512.535   -0.183    0.165    0.064    0.205
1518.726    0.196    0.084   -0.061    0.059
1524.891   -0.002    0.062   -0.165    0.075
1531.032    0.254    0.065   -0.165    0.064
1537.148   -0.048    0.063   -0.174    0.047
1543.240   -0.099    0.031   -0.031    0.054
1549.308    0.005    0.040   -0.113    0.031
1555.352    0.087    0.062   -0.059    0.046
1561.373   -0.047    0.173   -0.041    0.134
1567.371   -0.124    0.060    0.185    0.041
1573.346   -0.191    0.036    0.070    0.039
1579.298    0.016    0.048   -0.002    0.035
1585.228   -0.232    0.036    0.091    0.040
1591.136    0.130    0.045    0.149    0.042
1597.022   -0.013    0.029    0.043    0.036
1602.886   -0.045    0.034    0.063    0.030
1608.729    0.078    0.022   -0.005    0.032
1614.551    0.003    0.167   -0.001    0.262
1620.352    0.026    0.023    0.113    0.023
1626.132    0.012    0.024   -0.022    0.027
1631.892   -0.110    0.019   -0.032    0.023
1637.631   -0.021    0.016    0.006    0.017
1643.351    0.014    0.017   -0.041    0.016
1649.050    0.006    0.011    0.129    0.014
1654.730    0.073    0.018   -0.047    0.017
1660.391    0.123    0.019    0.168    0.017
1666.032   -0.002    0.014   -0.016    0.013
1671.655    0.095    0.015    0.141    0.015
1677.258   -0.008    0.011    0.030    0.014
1682.843    0.068    0.174    0.097    0.139
1688.409   -0.144    0.015    0.042    0.017
1693.957    0.001    0.014   -0.080    0.017
1699.487   -0.011    0.011   -0.064    0.014
1704.999    0.025    0.033   -0.001    0.047
1710.493    0.050    0.013   -0.037    0.015
1715.970   -0.123    0.018    0.125    0.016
1721.429   -0.129    0.018    0.195    0.014
1726.871   -0.030    0.014   -0.027    0.011
1732.296   -0.005    0.054   -0.037    0.044
1737.704   -0.051    0.012   -0.076    0.011
1743.095   -0.030    0.010   -0.010    0.011
1748.469   -0.027    0.010    0.052    0.013
1753.827   -0.022    0.012   -0.040    0.014
1759.169   -0.036    0.017    0.103    0.010
1764.495    0.021    0.011   -0.052    0.011
1769.804    0.023    0.039   -0.030    0.061
1775.098   -0.020    0.011   -0.003    0.012
1780.376   -0.105    0.012    0.048    0.017
1785.638    0.085    0.012   -0.022    0.010
1790.885    0.064    0.014    0.060    0.017
1796.116   -0.036    0.015   -0.035    0.009
1801.333    0.041    0.010    0.011    0.011
1806.534   -0.057    0.013    0.070    0.012
1811.720   -0.066    0.014    0.095    0.014
1816.892    0.082    0.011    0.096    0.014
1822.049   -0.078    0.012    0.109    0.013
1827.191    0.039    0.010   -0.052    0.013
1832.319   -0.025    0.012    0.023    0.009
1837.432    0.055    0.009    0.040    0.013
1842.532   -0.051    0.014    0.121    0.014
1847.617   -0.015    0.016    0.051    0.014
1852.688    0.102    0.027   -0.012    0.142
1857.746    0.056    0.011   -0.091    0.010
1862.790    0.014    0.008   -0.060    0.007
1867.820   -0.142    0.009    0.018    0.012
1872.836    0.072    0.054    0.026    0.070
1877.840    0.069    0.008   -0.045    0.010
1882.829    0.018    0.008   -0.042    0.009
1887.806    0.008    0.006   -0.050    0.006
1892.770    0.035    0.072   -0.090    0.033
1897.721    0.070    0.005   -0.041    0.007
1902.658    0.063    0.023   -0.014    0.053
1907.583   -0.023    0.006    0.028    0.007
1912.496    0.052    0.009   -0.078    0.010
1917.395   -0.100    0.008   -0.020    0.009
1922.283   -0.026    0.004   -0.011    0.006
