   W                 E0+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -9.483    0.794   -3.754    0.695
1493.809  -10.898    7.896   -9.382    9.136
1500.077   -8.991    8.934   -9.249    8.793
1506.319   -1.380   19.133   -9.444    3.279
1512.535   -6.734    9.420  -11.536    5.448
1518.726   -2.168    1.314  -11.609    0.377
1524.891   -6.837    0.582   -8.002    0.574
1531.032    0.167    0.875   -5.718    0.836
1537.148   -2.044    1.038   -9.063    0.480
1543.240   -0.987    0.809   -6.338    0.653
1549.308    1.507    0.455   -3.412    0.410
1555.352    0.528    0.742   -8.793    0.404
1561.373    3.082    7.669   -4.776    5.119
1567.371    1.113    0.941   -8.710    0.277
1573.346    0.340    0.914   -8.672    0.218
1579.298    1.649    1.010   -9.078    0.203
1585.228    1.352    0.587   -6.992    0.339
1591.136    3.722    0.508   -4.333    0.459
1597.022    4.304    0.400   -4.943    0.436
1602.886    2.930    0.554   -6.744    0.260
1608.729    4.571    0.249   -2.203    0.366
1614.551    3.147    5.748   -5.161    3.342
1620.352    4.498    0.211   -1.034    0.411
1626.132    2.708    0.310   -3.955    0.260
1631.892    1.775    0.308   -4.553    0.178
1637.631    2.501    0.230   -4.606    0.141
1643.351    1.969    0.232   -3.795    0.140
1649.050    1.444    0.110   -1.562    0.118
1654.730    1.641    0.168   -2.079    0.152
1660.391    0.596    0.222   -2.384    0.140
1666.032    1.877    0.176   -2.442    0.117
1671.655    0.381    0.079   -0.559    0.096
1677.258    2.432    0.119   -1.732    0.158
1682.843    2.779    0.840   -0.057    4.598
1688.409    0.478    0.123   -0.698    0.144
1693.957    0.903    0.210   -2.744    0.116
1699.487    2.165    0.140   -2.038    0.163
1704.999    0.922    2.154   -1.318    1.441
1710.493    1.103    0.114   -1.484    0.107
1715.970    0.767    0.151   -2.365    0.138
1721.429    1.104    0.093   -0.030    0.089
1726.871    1.030    0.158   -2.527    0.135
1732.296    2.004    1.093   -0.777    2.682
1737.704    0.291    0.142   -3.215    0.075
1743.095    0.774    0.099   -0.585    0.100
1748.469    1.758    0.134   -1.004    0.109
1753.827    1.888    0.111   -2.548    0.125
1759.169    0.876    0.107   -1.722    0.108
1764.495    0.957    0.119   -2.228    0.094
1769.804    2.714    1.405   -1.345    2.527
1775.098    2.006    0.122   -2.714    0.111
1780.376    1.518    0.061   -0.491    0.140
1785.638    1.586    0.074   -0.704    0.082
1790.885    1.125    0.134   -2.576    0.122
1796.116    1.446    0.099   -1.624    0.130
1801.333    2.277    0.056    0.065    0.124
1806.534    1.837    0.113   -1.016    0.151
1811.720    1.442    0.102   -0.549    0.094
1816.892    2.511    0.075   -1.364    0.167
1822.049    1.618    0.099   -0.623    0.117
1827.191    1.271    0.115   -0.824    0.173
1832.319    0.520    0.134   -2.640    0.072
1837.432    2.425    0.066   -0.156    0.165
1842.532    1.055    0.092   -0.629    0.096
1847.617    0.865    0.164   -1.212    0.108
1852.688    1.401    1.220   -0.881    2.113
1857.746    0.661    0.089   -1.483    0.056
1862.790    1.696    0.081   -0.326    0.096
1867.820    1.623    0.101   -0.073    0.088
1872.836    1.751    1.038   -0.733    1.577
1877.840    1.585    0.089   -1.364    0.100
1882.829    2.271    0.068   -0.757    0.118
1887.806    1.348    0.079   -1.481    0.064
1892.770    1.955    0.067   -0.055    1.538
1897.721    0.536    0.078   -1.449    0.057
1902.658    0.718    0.937   -1.090    0.792
1907.583    0.341    0.052   -0.904    0.035
1912.496    0.383    0.057   -0.966    0.069
1917.395    0.882    0.029   -0.213    0.061
1922.283    0.835    0.037    0.058    0.040
