   W                 M3-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.196    0.107    0.239    0.093
1493.809    0.227    0.363   -0.365    0.295
1500.077    0.284    0.395    0.201    0.292
1506.319   -0.143    0.539    0.252    0.346
1512.535    0.135    0.337   -0.128    0.292
1518.726   -0.140    0.088   -0.016    0.078
1524.891    0.076    0.095    0.111    0.066
1531.032    0.615    0.080   -0.089    0.086
1537.148   -0.096    0.079   -0.245    0.068
1543.240    0.173    0.095   -0.025    0.075
1549.308    0.457    0.093    0.285    0.096
1555.352    0.043    0.064   -0.047    0.063
1561.373   -0.159    1.099    0.677    0.664
1567.371   -0.094    0.101    0.239    0.053
1573.346    0.251    0.096    0.169    0.057
1579.298    0.067    0.078    0.034    0.047
1585.228   -0.250    0.062    0.191    0.054
1591.136   -0.094    0.052    0.060    0.044
1597.022   -0.316    0.055   -0.210    0.054
1602.886   -0.001    0.061    0.198    0.046
1608.729   -0.221    0.035    0.053    0.038
1614.551    0.091    0.395    0.077    0.307
1620.352   -0.051    0.046    0.293    0.060
1626.132    0.016    0.051   -0.191    0.038
1631.892    0.086    0.037    0.046    0.031
1637.631   -0.035    0.029    0.025    0.027
1643.351   -0.092    0.026   -0.140    0.024
1649.050   -0.140    0.025    0.107    0.028
1654.730   -0.049    0.025   -0.073    0.020
1660.391    0.007    0.019    0.122    0.017
1666.032   -0.152    0.026   -0.258    0.023
1671.655    0.003    0.016   -0.049    0.021
1677.258   -0.000    0.021   -0.044    0.025
1682.843    0.133    0.247   -0.133    0.223
1688.409   -0.167    0.023    0.054    0.025
1693.957    0.018    0.020   -0.112    0.018
1699.487    0.041    0.025   -0.158    0.023
1704.999    0.107    0.305    0.187    0.174
1710.493   -0.089    0.018   -0.137    0.019
1715.970    0.035    0.017   -0.046    0.018
1721.429   -0.151    0.015    0.015    0.023
1726.871    0.239    0.022    0.013    0.024
1732.296   -0.183    0.069    0.041    0.234
1737.704    0.023    0.018   -0.082    0.015
1743.095    0.215    0.018    0.083    0.023
1748.469    0.080    0.021   -0.161    0.016
1753.827    0.042    0.018   -0.027    0.015
1759.169    0.127    0.013    0.002    0.018
1764.495    0.129    0.019   -0.214    0.010
1769.804    0.018    0.046    0.000    0.050
1775.098    0.119    0.019   -0.024    0.020
1780.376   -0.085    0.017   -0.133    0.020
1785.638    0.270    0.013   -0.071    0.018
1790.885    0.019    0.018   -0.022    0.014
1796.116    0.046    0.013   -0.063    0.021
1801.333   -0.152    0.015   -0.062    0.029
1806.534   -0.038    0.017   -0.007    0.018
1811.720   -0.058    0.014   -0.097    0.015
1816.892   -0.077    0.014   -0.127    0.023
1822.049   -0.128    0.016   -0.075    0.016
1827.191    0.007    0.012    0.052    0.020
1832.319    0.080    0.015   -0.165    0.013
1837.432    0.154    0.017   -0.085    0.020
1842.532   -0.037    0.016   -0.127    0.015
1847.617    0.008    0.018   -0.074    0.014
1852.688    0.056    0.071    0.034    0.141
1857.746   -0.018    0.021    0.076    0.014
1862.790    0.316    0.014   -0.114    0.017
1867.820    0.045    0.015   -0.082    0.016
1872.836    0.276    0.151    0.029    0.238
1877.840    0.113    0.016   -0.218    0.014
1882.829    0.068    0.017    0.008    0.018
1887.806    0.311    0.016   -0.098    0.016
1892.770    0.288    0.125    0.158    0.226
1897.721    0.072    0.015   -0.245    0.016
1902.658    0.119    0.129   -0.129    0.126
1907.583    0.328    0.007    0.163    0.012
1912.496    0.061    0.010   -0.048    0.011
1917.395   -0.114    0.008   -0.063    0.009
1922.283    0.241    0.010    0.012    0.010
