   W                 E2-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -1.052    0.342   -1.852    0.437
1493.809    1.064    0.864   -0.256    1.218
1500.077    0.503    1.625   -0.695    1.845
1506.319    0.479    2.932   -1.426    2.459
1512.535   -0.333    0.816    0.042    1.040
1518.726    1.092    0.384   -1.234    0.149
1524.891    2.187    0.288   -2.280    0.287
1531.032   -0.148    0.317   -0.082    0.235
1537.148   -0.755    0.250   -0.871    0.207
1543.240   -0.850    0.269   -0.554    0.150
1549.308   -0.695    0.285   -0.218    0.211
1555.352    1.697    0.323   -0.271    0.184
1561.373    0.825    0.660   -0.001    2.269
1567.371    1.631    0.376   -0.760    0.227
1573.346   -0.098    0.255   -1.334    0.114
1579.298    1.161    0.379   -0.387    0.151
1585.228    0.546    0.261    0.058    0.125
1591.136    0.455    0.194   -1.018    0.132
1597.022    0.403    0.222   -0.395    0.207
1602.886   -0.740    0.234   -0.523    0.134
1608.729   -0.256    0.133   -1.309    0.154
1614.551    0.784    3.175   -1.193    2.818
1620.352   -0.312    0.129   -0.664    0.231
1626.132   -0.827    0.137   -0.359    0.115
1631.892   -1.062    0.133   -1.107    0.119
1637.631   -0.097    0.124   -0.718    0.069
1643.351    0.859    0.094   -0.582    0.082
1649.050   -0.450    0.105   -1.517    0.115
1654.730    1.222    0.109   -0.216    0.097
1660.391    0.499    0.080   -0.759    0.049
1666.032    0.914    0.113    0.438    0.065
1671.655   -0.070    0.094   -1.092    0.060
1677.258   -0.292    0.072   -0.411    0.096
1682.843    1.279    1.092    0.620    2.143
1688.409    0.996    0.084   -1.010    0.106
1693.957    0.701    0.106   -0.421    0.068
1699.487    0.276    0.050   -0.422    0.106
1704.999    1.170    1.117   -0.720    1.833
1710.493    0.069    0.088   -0.937    0.077
1715.970    0.646    0.082   -0.630    0.059
1721.429   -0.021    0.042   -0.550    0.060
1726.871    0.804    0.104   -0.047    0.079
1732.296    0.512    0.449   -0.344    0.750
1737.704   -0.433    0.091   -0.517    0.036
1743.095    0.736    0.092   -0.463    0.081
1748.469    0.133    0.068   -0.436    0.068
1753.827   -0.366    0.072   -0.916    0.081
1759.169    0.456    0.072   -0.685    0.054
1764.495    0.716    0.083   -0.759    0.070
1769.804    0.721    0.297    0.090    0.776
1775.098   -0.050    0.073   -0.601    0.057
1780.376    0.781    0.048   -0.405    0.091
1785.638    0.678    0.063    0.362    0.074
1790.885   -0.173    0.079   -0.706    0.080
1796.116    1.021    0.045   -0.643    0.065
1801.333    0.229    0.059   -0.298    0.068
1806.534    0.660    0.063    0.198    0.047
1811.720    0.930    0.061   -0.210    0.052
1816.892   -0.002    0.055   -0.712    0.075
1822.049    0.675    0.060    0.490    0.059
1827.191    0.625    0.044    0.109    0.052
1832.319   -0.362    0.066   -0.071    0.040
1837.432    0.721    0.062    0.466    0.072
1842.532    0.498    0.066   -0.028    0.057
1847.617    0.578    0.081   -0.428    0.058
1852.688    0.302    0.138    0.038    0.440
1857.746    0.183    0.071   -0.212    0.040
1862.790   -0.296    0.047    0.261    0.070
1867.820   -0.019    0.047    0.088    0.054
1872.836   -0.325    0.314    0.021    0.314
1877.840    0.183    0.055   -0.037    0.059
1882.829    0.281    0.050   -0.082    0.058
1887.806   -0.064    0.041    0.319    0.031
1892.770   -0.140    0.132    0.018    0.203
1897.721    0.173    0.043    0.090    0.037
1902.658    0.258    0.562   -0.122    0.246
1907.583    0.040    0.044   -0.113    0.037
1912.496   -0.498    0.037   -0.691    0.048
1917.395    0.445    0.036   -0.070    0.038
1922.283   -0.271    0.018   -0.146    0.029
