   W                 E2+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.637    0.139   -0.199    0.128
1493.809   -0.117    0.408   -0.280    0.341
1500.077   -0.215    0.893    0.074    1.056
1506.319   -0.050    1.234   -0.611    0.394
1512.535    0.214    0.298   -0.143    0.407
1518.726   -0.363    0.127    0.424    0.088
1524.891    0.172    0.118   -0.214    0.070
1531.032   -0.299    0.109   -0.091    0.097
1537.148    0.872    0.146    0.084    0.085
1543.240   -0.005    0.050   -0.291    0.084
1549.308    0.024    0.050   -0.263    0.038
1555.352   -0.250    0.108   -0.088    0.048
1561.373   -0.381    0.781   -0.311    0.750
1567.371   -0.150    0.100   -0.210    0.056
1573.346   -0.034    0.069    0.283    0.054
1579.298    0.035    0.086    0.003    0.046
1585.228    0.393    0.077   -0.047    0.050
1591.136    0.191    0.046    0.114    0.062
1597.022    0.016    0.047    0.067    0.041
1602.886    0.148    0.070   -0.024    0.046
1608.729   -0.006    0.045   -0.280    0.048
1614.551   -0.075    0.443    0.226    0.313
1620.352   -0.042    0.038   -0.377    0.049
1626.132    0.084    0.044   -0.164    0.037
1631.892    0.144    0.049   -0.088    0.025
1637.631   -0.099    0.029   -0.033    0.019
1643.351    0.165    0.030    0.067    0.025
1649.050    0.026    0.017   -0.014    0.020
1654.730    0.178    0.025   -0.006    0.029
1660.391    0.092    0.030   -0.026    0.022
1666.032    0.106    0.025   -0.106    0.018
1671.655   -0.143    0.021   -0.226    0.017
1677.258    0.037    0.017   -0.074    0.017
1682.843   -0.003    0.328    0.195    0.087
1688.409   -0.057    0.022    0.037    0.029
1693.957   -0.225    0.028   -0.018    0.026
1699.487   -0.177    0.021   -0.122    0.020
1704.999   -0.032    0.140    0.085    0.082
1710.493   -0.217    0.018   -0.112    0.023
1715.970    0.049    0.018    0.026    0.019
1721.429   -0.197    0.018   -0.127    0.019
1726.871    0.095    0.025   -0.058    0.020
1732.296   -0.097    0.142   -0.081    0.138
1737.704    0.155    0.022    0.007    0.011
1743.095   -0.036    0.024   -0.110    0.019
1748.469   -0.118    0.018   -0.125    0.015
1753.827   -0.053    0.022   -0.032    0.019
1759.169   -0.128    0.020   -0.098    0.013
1764.495    0.015    0.014   -0.037    0.014
1769.804    0.002    0.086   -0.056    0.076
1775.098   -0.000    0.015   -0.032    0.012
1780.376   -0.119    0.019   -0.107    0.021
1785.638    0.111    0.008    0.026    0.010
1790.885   -0.044    0.023   -0.095    0.019
1796.116    0.179    0.009    0.014    0.016
1801.333   -0.046    0.015    0.035    0.014
1806.534   -0.065    0.019   -0.274    0.013
1811.720   -0.011    0.020   -0.277    0.019
1816.892   -0.010    0.016   -0.012    0.015
1822.049    0.189    0.019   -0.182    0.017
1827.191   -0.007    0.022   -0.166    0.021
1832.319    0.137    0.018   -0.085    0.018
1837.432   -0.035    0.013    0.015    0.017
1842.532    0.068    0.020   -0.200    0.018
1847.617    0.148    0.031    0.127    0.018
1852.688   -0.149    0.376   -0.268    0.207
1857.746   -0.049    0.016   -0.221    0.014
1862.790    0.012    0.009    0.035    0.011
1867.820   -0.123    0.019   -0.201    0.018
1872.836    0.080    0.151   -0.152    0.187
1877.840    0.159    0.012    0.076    0.021
1882.829   -0.013    0.013   -0.000    0.013
1887.806    0.001    0.012    0.067    0.009
1892.770   -0.050    0.086    0.109    0.045
1897.721    0.018    0.012    0.108    0.015
1902.658    0.088    0.071    0.075    0.080
1907.583    0.062    0.009    0.139    0.009
1912.496    0.185    0.011    0.102    0.014
1917.395    0.110    0.009   -0.087    0.012
1922.283    0.168    0.008   -0.092    0.008
