   W                 M1-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    1.419    0.512   -1.596    0.704
1493.809   -1.082    2.946    2.215    2.096
1500.077    1.750    1.871    0.555    3.888
1506.319    6.730    3.609    1.624   13.606
1512.535   -0.244    3.892    1.925    3.295
1518.726   -0.350    0.972    2.300    0.554
1524.891   -2.479    0.617    3.517    0.504
1531.032    1.757    0.777   -7.210    0.569
1537.148    0.824    0.650   -3.819    0.552
1543.240   -3.312    0.848    6.916    0.481
1549.308   -5.072    0.476    3.355    0.442
1555.352   -3.780    0.681    2.092    0.635
1561.373   -3.223    8.632   -4.461    5.977
1567.371    2.689    0.586    1.781    0.459
1573.346    0.842    0.844   -1.988    0.303
1579.298    0.507    0.502   -0.945    0.393
1585.228   -1.477    0.466   -3.118    0.562
1591.136    2.953    0.414   -3.867    0.274
1597.022   -1.189    0.460   -3.313    0.378
1602.886   -0.163    0.604   -0.218    0.420
1608.729    3.017    0.273   -2.188    0.323
1614.551   -0.590    3.663   -1.001    1.862
1620.352   -0.405    0.408   -1.033    0.452
1626.132   -0.168    0.463    1.831    0.279
1631.892    0.488    0.257   -0.671    0.217
1637.631   -0.334    0.210   -0.842    0.207
1643.351    0.818    0.182   -0.596    0.168
1649.050   -1.454    0.128   -0.749    0.158
1654.730    2.201    0.096   -0.683    0.204
1660.391    1.188    0.170   -1.571    0.108
1666.032    0.523    0.146    0.035    0.151
1671.655    1.455    0.093   -0.872    0.092
1677.258    0.367    0.161   -1.072    0.197
1682.843    0.382    0.532    0.136    0.739
1688.409    0.321    0.152   -2.288    0.138
1693.957    1.044    0.100   -0.004    0.184
1699.487   -0.785    0.131    0.534    0.205
1704.999    1.566    1.690   -1.049    2.506
1710.493    0.296    0.099    0.530    0.107
1715.970    1.730    0.089   -0.685    0.151
1721.429    1.040    0.085    0.129    0.113
1726.871   -0.412    0.159    0.611    0.147
1732.296    0.896    2.784   -2.137    1.240
1737.704    0.392    0.102    0.653    0.129
1743.095    0.841    0.105   -0.466    0.099
1748.469   -0.182    0.121   -2.306    0.085
1753.827   -0.112    0.108    0.239    0.129
1759.169    0.624    0.085   -0.497    0.084
1764.495    0.538    0.072   -0.500    0.122
1769.804    0.090    1.527   -1.424    0.989
1775.098   -0.879    0.144    0.488    0.159
1780.376    1.156    0.082   -0.423    0.114
1785.638    0.078    0.088   -0.072    0.090
1790.885    0.782    0.093    0.657    0.159
1796.116    0.757    0.063   -0.777    0.115
1801.333    0.349    0.119   -1.220    0.131
1806.534    0.828    0.101   -0.446    0.104
1811.720   -0.268    0.077   -0.241    0.078
1816.892   -0.388    0.087    0.372    0.129
1822.049    0.981    0.081    0.371    0.108
1827.191    1.445    0.093   -1.569    0.122
1832.319   -0.698    0.111    0.446    0.117
1837.432    0.101    0.113   -1.315    0.098
1842.532    0.910    0.078    0.373    0.091
1847.617    0.453    0.123   -0.782    0.113
1852.688    0.365    1.442   -0.905    0.756
1857.746   -0.583    0.073    0.495    0.104
1862.790   -0.692    0.109    1.178    0.076
1867.820   -1.330    0.088   -0.338    0.100
1872.836   -0.996    1.215   -0.794    0.827
1877.840    0.084    0.076   -0.238    0.088
1882.829   -0.047    0.087   -0.751    0.130
1887.806   -0.364    0.094   -0.332    0.118
1892.770    0.323    0.264   -0.169    0.299
1897.721   -0.340    0.103    0.879    0.085
1902.658   -0.218    0.267    0.271    0.257
1907.583    0.678    0.057   -0.627    0.058
1912.496   -0.814    0.050   -0.578    0.059
1917.395   -0.409    0.041   -0.331    0.053
1922.283   -1.271    0.026   -0.353    0.045
