   W                 E4-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.095    0.064   -0.265    0.056
1493.809    0.036    0.102   -0.012    0.087
1500.077   -0.172    0.178    0.146    0.188
1506.319   -0.003    0.273   -0.122    0.176
1512.535    0.096    0.154   -0.054    0.179
1518.726   -0.080    0.050   -0.160    0.039
1524.891    0.215    0.051   -0.227    0.049
1531.032    0.177    0.047    0.146    0.043
1537.148   -0.036    0.035   -0.205    0.041
1543.240    0.007    0.064    0.109    0.044
1549.308   -0.453    0.059    0.187    0.065
1555.352   -0.086    0.042   -0.239    0.036
1561.373    0.104    0.143   -0.053    0.205
1567.371   -0.047    0.046    0.063    0.040
1573.346    0.190    0.073    0.048    0.033
1579.298    0.070    0.063   -0.044    0.027
1585.228   -0.007    0.036    0.051    0.033
1591.136    0.072    0.032    0.022    0.030
1597.022    0.048    0.031    0.173    0.032
1602.886   -0.012    0.037   -0.026    0.025
1608.729    0.007    0.023   -0.100    0.024
1614.551    0.053    0.322    0.060    0.140
1620.352   -0.039    0.022    0.072    0.026
1626.132    0.035    0.032    0.028    0.018
1631.892   -0.034    0.019   -0.029    0.022
1637.631   -0.070    0.019   -0.031    0.017
1643.351    0.071    0.013   -0.026    0.014
1649.050   -0.004    0.017    0.185    0.016
1654.730    0.028    0.013    0.101    0.014
1660.391    0.011    0.013    0.073    0.011
1666.032   -0.050    0.014    0.032    0.012
1671.655   -0.021    0.012   -0.068    0.012
1677.258   -0.049    0.012    0.120    0.014
1682.843    0.008    0.081    0.032    0.049
1688.409    0.047    0.014    0.105    0.015
1693.957    0.013    0.015    0.009    0.015
1699.487    0.058    0.013    0.014    0.017
1704.999   -0.248    0.043    0.026    0.388
1710.493    0.000    0.009    0.027    0.012
1715.970   -0.037    0.016    0.033    0.011
1721.429   -0.099    0.013    0.090    0.011
1726.871    0.007    0.010    0.025    0.011
1732.296   -0.067    0.053    0.037    0.095
1737.704   -0.062    0.011   -0.037    0.013
1743.095   -0.106    0.014    0.175    0.011
1748.469   -0.083    0.011    0.118    0.011
1753.827   -0.046    0.009    0.003    0.012
1759.169   -0.070    0.010   -0.043    0.012
1764.495    0.030    0.010    0.148    0.012
1769.804   -0.076    0.028    0.005    0.087
1775.098   -0.035    0.012    0.002    0.012
1780.376   -0.017    0.008    0.052    0.013
1785.638   -0.042    0.014    0.160    0.013
1790.885   -0.084    0.013    0.017    0.012
1796.116   -0.085    0.007    0.016    0.014
1801.333   -0.071    0.010    0.130    0.015
1806.534   -0.020    0.010   -0.031    0.009
1811.720   -0.004    0.008    0.041    0.007
1816.892   -0.022    0.009   -0.019    0.013
1822.049   -0.055    0.008   -0.024    0.008
1827.191    0.010    0.008    0.012    0.006
1832.319    0.042    0.009    0.010    0.007
1837.432   -0.056    0.009    0.011    0.014
1842.532   -0.035    0.010    0.008    0.008
1847.617   -0.015    0.008    0.013    0.008
1852.688    0.008    0.058    0.041    0.020
1857.746    0.017    0.011    0.004    0.007
1862.790   -0.004    0.011    0.102    0.009
1867.820    0.011    0.007   -0.025    0.007
1872.836    0.041    0.044    0.037    0.047
1877.840   -0.022    0.007    0.035    0.009
1882.829   -0.034    0.007   -0.041    0.011
1887.806    0.038    0.009    0.111    0.007
1892.770   -0.092    0.037    0.043    0.073
1897.721   -0.003    0.009   -0.033    0.007
1902.658    0.029    0.034    0.002    0.029
1907.583   -0.106    0.006    0.094    0.007
1912.496    0.044    0.007    0.019    0.008
1917.395   -0.058    0.004   -0.020    0.007
1922.283    0.008    0.005    0.044    0.005
