   W                 E1+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    1.974    0.304   -2.713    0.244
1493.809    0.063    0.716    0.108    0.707
1500.077    1.430    1.427   -1.221    2.682
1506.319    1.966    1.465    0.568    3.877
1512.535   -0.373    0.993    0.508    0.980
1518.726   -0.591    0.284    1.119    0.185
1524.891   -0.153    0.295    0.225    0.156
1531.032    0.321    0.276   -1.924    0.210
1537.148   -0.222    0.281   -1.345    0.165
1543.240   -0.159    0.168    1.286    0.158
1549.308    0.363    0.138   -0.449    0.128
1555.352    0.985    0.219    0.253    0.155
1561.373   -1.445    1.550    0.556    2.467
1567.371    0.634    0.203    0.349    0.106
1573.346   -0.089    0.181   -0.556    0.112
1579.298    0.292    0.168   -0.117    0.093
1585.228    0.419    0.168   -0.240    0.096
1591.136    1.032    0.108   -0.460    0.156
1597.022   -0.393    0.108   -0.688    0.122
1602.886   -0.464    0.146   -0.276    0.084
1608.729    0.421    0.091    0.067    0.121
1614.551   -0.470    0.945   -0.454    0.648
1620.352    0.432    0.089    0.589    0.099
1626.132   -0.569    0.094    0.069    0.072
1631.892    0.265    0.082   -0.065    0.050
1637.631    0.015    0.072   -0.035    0.034
1643.351    0.247    0.051   -0.194    0.045
1649.050    0.485    0.033   -0.306    0.047
1654.730    0.154    0.051    0.049    0.048
1660.391   -0.228    0.064   -0.570    0.034
1666.032    0.086    0.043   -0.094    0.036
1671.655   -0.409    0.040    0.007    0.034
1677.258   -0.000    0.037    0.166    0.032
1682.843    0.377    0.279    0.056    0.662
1688.409   -0.630    0.021   -0.119    0.072
1693.957   -0.067    0.052   -0.323    0.038
1699.487   -0.283    0.059   -0.169    0.040
1704.999    0.053    0.729    0.458    0.161
1710.493   -0.402    0.046   -0.213    0.036
1715.970    0.040    0.050   -0.348    0.049
1721.429   -0.117    0.040   -0.367    0.047
1726.871    0.409    0.057   -0.003    0.043
1732.296    0.428    0.382    0.292    0.583
1737.704   -0.051    0.041   -0.328    0.023
1743.095   -0.017    0.045    0.117    0.042
1748.469   -0.186    0.044   -0.109    0.032
1753.827    0.030    0.045   -0.285    0.029
1759.169   -0.352    0.033   -0.306    0.023
1764.495    0.335    0.027   -0.135    0.025
1769.804    0.419    0.171    0.052    0.443
1775.098    0.070    0.033   -0.090    0.024
1780.376   -0.319    0.023   -0.012    0.035
1785.638    0.126    0.024   -0.088    0.025
1790.885    0.106    0.042   -0.143    0.029
1796.116    0.284    0.022   -0.123    0.037
1801.333   -0.013    0.041    0.419    0.035
1806.534   -0.012    0.037   -0.447    0.026
1811.720    0.100    0.026    0.139    0.030
1816.892    0.042    0.031   -0.214    0.026
1822.049    0.175    0.034   -0.147    0.037
1827.191    0.131    0.032   -0.178    0.035
1832.319   -0.138    0.051   -0.244    0.023
1837.432    0.089    0.022   -0.182    0.042
1842.532   -0.063    0.033   -0.023    0.029
1847.617    0.581    0.054   -0.650    0.043
1852.688    0.217    0.102   -0.024    0.318
1857.746    0.129    0.037   -0.356    0.016
1862.790    0.164    0.032    0.008    0.026
1867.820   -0.063    0.038    0.273    0.035
1872.836    0.247    0.265    0.139    0.323
1877.840    0.446    0.024    0.097    0.043
1882.829    0.269    0.028    0.010    0.028
1887.806    0.046    0.019   -0.087    0.019
1892.770    0.182    0.108    0.122    0.151
1897.721    0.499    0.023   -0.299    0.029
1902.658    0.568    0.123    0.147    0.487
1907.583    0.349    0.015   -0.098    0.020
1912.496    0.316    0.016   -0.098    0.031
1917.395    0.221    0.018   -0.374    0.015
1922.283    0.155    0.012   -0.191    0.023
