   W                 M2-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.144    0.205   -0.173    0.332
1493.809    0.481    0.236   -0.299    0.240
1500.077   -0.007    0.231    0.111    0.197
1506.319    0.837    0.271   -0.142    0.194
1512.535    1.185    0.298   -0.386    0.178
1518.726    0.829    0.249    0.449    0.243
1524.891    0.245    0.221    0.301    0.211
1531.032    0.341    0.220    0.066    0.213
1537.148    0.365    0.164    0.210    0.143
1543.240    0.443    0.194   -0.484    0.164
1549.308   -0.032    0.194   -0.682    0.146
1555.352   -0.710    0.208    0.940    0.153
1561.373   -0.169    0.190    1.159    0.139
1567.371    0.917    0.174   -0.007    0.157
1573.346    0.106    0.192    1.199    0.120
1579.298   -0.208    0.147    0.441    0.169
1585.228    0.147    0.091    0.235    0.100
1591.136    0.346    0.158    0.397    0.147
1597.022    0.470    0.133   -0.134    0.102
1602.886   -0.153    0.128    1.113    0.094
1608.729    0.217    0.139    0.410    0.108
1614.551    0.130    0.100    0.033    0.098
1620.352   -0.255    0.084    0.267    0.106
1626.132    0.123    0.083    0.286    0.067
1631.892   -0.149    0.069    0.297    0.078
1637.631    0.208    0.088    0.166    0.046
1643.351    0.205    0.051    0.286    0.052
1649.050   -0.079    0.072    0.374    0.044
1654.730    0.210    0.061    0.554    0.064
1660.391    0.330    0.053    0.432    0.043
1666.032    0.025    0.038    0.294    0.029
1671.655    0.060    0.037    0.178    0.043
1677.258   -0.202    0.049   -0.115    0.056
1682.843   -0.393    0.045   -0.190    0.053
1688.409   -0.097    0.049   -0.077    0.047
1693.957   -0.024    0.064   -0.087    0.049
1699.487    0.059    0.064   -0.062    0.042
1704.999   -0.366    0.052   -0.047    0.048
1710.493    0.388    0.039   -0.094    0.047
1715.970   -0.204    0.053   -0.033    0.041
1721.429    0.291    0.038   -0.011    0.040
1726.871   -0.004    0.061    0.021    0.039
1732.296   -0.054    0.041    0.226    0.043
1737.704   -0.134    0.042   -0.147    0.036
1743.095    0.007    0.046   -0.278    0.036
1748.469   -0.320    0.038    0.210    0.057
1753.827    0.248    0.045   -0.156    0.037
1759.169    0.367    0.043    0.161    0.028
1764.495    0.145    0.038   -0.201    0.044
1769.804    0.258    0.037   -0.397    0.040
1775.098   -0.258    0.040   -0.303    0.042
1780.376   -0.287    0.036   -0.040    0.045
1785.638   -0.300    0.042    0.029    0.048
1790.885   -0.187    0.040    0.089    0.045
1796.116    0.173    0.049    0.057    0.034
1801.333   -0.404    0.039    0.214    0.035
1806.534   -0.342    0.039   -0.062    0.033
1811.720    0.036    0.037   -0.210    0.030
1816.892    0.090    0.034   -0.116    0.037
1822.049   -0.081    0.035    0.158    0.035
1827.191    0.115    0.030   -0.177    0.053
1832.319    0.139    0.036    0.283    0.047
1837.432   -0.108    0.037    0.079    0.042
1842.532   -0.011    0.044   -0.059    0.036
1847.617    0.300    0.043    0.115    0.039
1852.688    0.365    0.035    0.296    0.039
1857.746   -0.219    0.034   -0.246    0.042
1862.790    0.098    0.036   -0.120    0.029
1867.820    0.205    0.037   -0.304    0.030
1872.836   -0.156    0.035   -0.083    0.037
1877.840    0.120    0.038   -0.222    0.032
1882.829    0.070    0.035   -0.381    0.027
1887.806   -0.016    0.024    0.062    0.031
1892.770    0.245    0.024   -0.063    0.017
1897.721    0.139    0.037   -0.152    0.021
1902.658   -0.055    0.025   -0.102    0.017
1907.583    0.071    0.029   -0.177    0.024
1912.496    0.072    0.029   -0.188    0.017
1917.395   -0.007    0.024   -0.159    0.016
1922.283   -0.034    0.025   -0.107    0.012
