   W                 E0+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   12.472    0.695    8.025    1.039
1493.809   10.129    0.772   10.471    0.735
1500.077   10.187    0.726   10.113    0.724
1506.319    8.076    0.892   11.044    0.634
1512.535    5.244    0.921    9.782    0.552
1518.726    9.327    0.659    7.430    0.812
1524.891    9.610    0.548    6.156    0.849
1531.032    9.478    0.598    7.950    0.700
1537.148    8.907    0.539    6.639    0.705
1543.240    6.980    0.616    7.905    0.567
1549.308    4.460    0.721    7.783    0.477
1555.352    5.420    0.632    7.589    0.527
1561.373    4.430    0.634    7.359    0.481
1567.371    2.300    0.945    8.525    0.355
1573.346    2.563    0.621    5.970    0.279
1579.298    6.769    0.404    4.678    0.624
1585.228    5.857    0.422    5.353    0.451
1591.136    5.256    0.447    6.436    0.369
1597.022    4.608    0.403    5.912    0.332
1602.886    3.150    0.456    2.685    0.401
1608.729    3.517    0.471    5.725    0.317
1614.551    4.235    0.295    3.399    0.328
1620.352    4.821    0.274    3.179    0.465
1626.132    3.543    0.287    4.942    0.214
1631.892    4.183    0.194    3.313    0.235
1637.631    1.516    0.402    5.096    0.114
1643.351    1.038    0.169    3.537    0.149
1649.050    0.583    0.175    3.360    0.157
1654.730   -0.548    0.164    2.867    0.139
1660.391    0.692    0.214    3.629    0.096
1666.032    1.596    0.158    2.637    0.098
1671.655    1.138    0.172    2.739    0.128
1677.258    0.756    0.166    1.933    0.145
1682.843    1.754    0.154    2.262    0.143
1688.409    1.348    0.180    2.154    0.167
1693.957    1.416    0.191    2.702    0.146
1699.487    0.971    0.215    3.125    0.109
1704.999    1.687    0.207    2.604    0.119
1710.493    2.703    0.107    1.350    0.195
1715.970    2.066    0.181    2.795    0.122
1721.429   -0.068    0.151    2.805    0.100
1726.871    0.039    0.148    2.817    0.102
1732.296    1.850    0.135    2.860    0.098
1737.704    0.821    0.141    2.388    0.119
1743.095    0.988    0.178    2.617    0.097
1748.469    1.647    0.132    2.380    0.129
1753.827    0.394    0.248    2.963    0.076
1759.169    0.891    0.118    2.418    0.094
1764.495    1.493    0.132    1.492    0.149
1769.804    0.657    0.105    1.256    0.137
1775.098   -0.500    0.118    2.137    0.106
1780.376   -0.384    0.118    1.625    0.133
1785.638   -0.529    0.159    2.664    0.086
1790.885   -0.663    0.145    2.754    0.097
1796.116   -0.563    0.172    3.031    0.073
1801.333   -0.915    0.133    2.668    0.095
1806.534   -0.196    0.126    2.131    0.089
1811.720   -0.501    0.114    2.245    0.072
1816.892   -0.781    0.110    2.154    0.105
1822.049   -1.302    0.118    2.439    0.118
1827.191   -1.186    0.122    0.988    0.151
1832.319   -1.672    0.138    2.405    0.123
1837.432   -0.684    0.117    2.621    0.093
1842.532   -0.175    0.140    2.118    0.055
1847.617   -1.100    0.100    0.919    0.091
1852.688   -1.246    0.087    0.772    0.096
1857.746   -1.094    0.107    1.858    0.107
1862.790   -0.553    0.130    2.214    0.078
1867.820   -0.377    0.101    1.940    0.068
1872.836   -0.125    0.107    1.335    0.105
1877.840   -0.029    0.106    1.595    0.092
1882.829   -0.608    0.073    1.289    0.071
1887.806   -0.214    0.091    1.280    0.064
1892.770   -1.021    0.080    1.497    0.064
1897.721    0.080    0.124    1.105    0.098
1902.658   -0.134    0.067    1.708    0.045
1907.583    0.358    0.079    1.421    0.059
1912.496   -0.295    0.061    0.981    0.079
1917.395   -0.014    0.094    1.773    0.053
1922.283    0.127    0.066    1.796    0.033
