   W                 M5-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.041    0.034   -0.127    0.051
1493.809   -0.126    0.039    0.020    0.036
1500.077    0.107    0.034   -0.073    0.030
1506.319    0.053    0.035   -0.058    0.025
1512.535    0.072    0.031   -0.144    0.026
1518.726   -0.015    0.030   -0.095    0.033
1524.891   -0.217    0.040    0.289    0.041
1531.032   -0.025    0.033    0.053    0.028
1537.148   -0.058    0.031   -0.058    0.020
1543.240   -0.136    0.030    0.096    0.028
1549.308    0.020    0.029    0.057    0.022
1555.352   -0.161    0.024    0.045    0.024
1561.373   -0.045    0.021    0.029    0.018
1567.371    0.020    0.020    0.026    0.018
1573.346    0.023    0.016    0.087    0.024
1579.298   -0.021    0.019    0.103    0.023
1585.228    0.021    0.014   -0.073    0.015
1591.136   -0.067    0.022    0.035    0.018
1597.022   -0.064    0.015   -0.044    0.016
1602.886    0.053    0.018   -0.055    0.018
1608.729    0.050    0.014    0.032    0.018
1614.551    0.059    0.013   -0.004    0.012
1620.352   -0.047    0.010    0.003    0.014
1626.132   -0.044    0.012    0.019    0.010
1631.892   -0.019    0.009    0.009    0.010
1637.631    0.007    0.012    0.018    0.008
1643.351    0.007    0.007   -0.026    0.007
1649.050   -0.018    0.008   -0.029    0.007
1654.730   -0.019    0.008   -0.029    0.008
1660.391   -0.040    0.008    0.003    0.006
1666.032    0.021    0.005   -0.002    0.004
1671.655   -0.014    0.004    0.004    0.005
1677.258    0.001    0.006   -0.031    0.006
1682.843    0.001    0.007   -0.051    0.007
1688.409   -0.020    0.006    0.003    0.004
1693.957    0.037    0.007   -0.015    0.005
1699.487   -0.018    0.008    0.005    0.005
1704.999    0.004    0.009   -0.039    0.006
1710.493    0.028    0.005   -0.012    0.006
1715.970    0.014    0.006   -0.009    0.006
1721.429   -0.016    0.006    0.020    0.005
1726.871   -0.004    0.006    0.003    0.005
1732.296    0.033    0.006   -0.007    0.004
1737.704    0.018    0.006   -0.017    0.004
1743.095    0.021    0.006    0.020    0.005
1748.469    0.040    0.007   -0.020    0.005
1753.827    0.032    0.007    0.024    0.006
1759.169   -0.017    0.005    0.028    0.005
1764.495    0.019    0.005    0.012    0.005
1769.804    0.009    0.005   -0.020    0.007
1775.098    0.022    0.005   -0.010    0.006
1780.376    0.016    0.005   -0.013    0.004
1785.638    0.023    0.004    0.001    0.004
1790.885   -0.002    0.005   -0.014    0.005
1796.116    0.028    0.007    0.014    0.004
1801.333    0.004    0.005   -0.013    0.005
1806.534   -0.005    0.005    0.026    0.005
1811.720    0.012    0.004    0.005    0.005
1816.892    0.005    0.004    0.031    0.005
1822.049   -0.016    0.005   -0.014    0.004
1827.191    0.006    0.004   -0.014    0.006
1832.319   -0.014    0.006   -0.008    0.006
1837.432    0.024    0.004    0.018    0.005
1842.532    0.011    0.005   -0.006    0.004
1847.617   -0.003    0.006   -0.021    0.004
1852.688    0.019    0.004   -0.027    0.004
1857.746    0.019    0.004   -0.030    0.004
1862.790   -0.009    0.004   -0.007    0.003
1867.820    0.006    0.005    0.008    0.005
1872.836   -0.001    0.005   -0.010    0.003
1877.840    0.025    0.005   -0.024    0.004
1882.829   -0.002    0.004   -0.019    0.005
1887.806    0.006    0.003   -0.007    0.003
1892.770    0.024    0.003   -0.018    0.004
1897.721   -0.012    0.005    0.010    0.004
1902.658   -0.009    0.003   -0.006    0.003
1907.583    0.038    0.004   -0.001    0.004
1912.496   -0.001    0.003    0.001    0.003
1917.395    0.016    0.004    0.008    0.002
1922.283   -0.001    0.003   -0.004    0.003
