   W                 M2+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.381    0.127    0.271    0.141
1493.809   -0.117    0.096    0.142    0.124
1500.077   -0.085    0.114    0.019    0.094
1506.319   -0.218    0.127    0.284    0.093
1512.535   -0.438    0.121    0.009    0.136
1518.726    0.283    0.107   -0.296    0.107
1524.891   -0.305    0.088    0.126    0.071
1531.032   -0.133    0.090    0.145    0.116
1537.148   -0.129    0.086    0.287    0.112
1543.240   -0.309    0.079   -0.168    0.102
1549.308   -0.547    0.102   -0.054    0.110
1555.352    0.063    0.077   -0.017    0.090
1561.373    0.151    0.078    0.156    0.060
1567.371   -0.153    0.102    0.003    0.074
1573.346    0.103    0.090   -0.264    0.067
1579.298    0.116    0.076    0.006    0.082
1585.228   -0.150    0.067    0.048    0.078
1591.136   -0.063    0.062    0.111    0.071
1597.022   -0.442    0.063   -0.014    0.070
1602.886   -0.052    0.064    0.262    0.050
1608.729   -0.218    0.067    0.035    0.051
1614.551   -0.496    0.065   -0.246    0.062
1620.352   -0.331    0.062   -0.265    0.063
1626.132   -0.020    0.047   -0.102    0.041
1631.892   -0.221    0.047   -0.134    0.038
1637.631   -0.199    0.044   -0.082    0.031
1643.351   -0.050    0.028    0.046    0.037
1649.050   -0.223    0.037   -0.130    0.036
1654.730   -0.276    0.025    0.106    0.030
1660.391   -0.336    0.025    0.018    0.028
1666.032   -0.424    0.027    0.020    0.030
1671.655   -0.369    0.031   -0.181    0.031
1677.258   -0.351    0.032   -0.121    0.031
1682.843   -0.343    0.027   -0.076    0.029
1688.409   -0.247    0.036   -0.196    0.032
1693.957   -0.095    0.036   -0.090    0.032
1699.487   -0.169    0.042   -0.170    0.030
1704.999   -0.314    0.032   -0.270    0.039
1710.493   -0.345    0.028   -0.152    0.033
1715.970   -0.187    0.028   -0.293    0.026
1721.429   -0.240    0.029   -0.229    0.029
1726.871   -0.120    0.026   -0.167    0.028
1732.296    0.050    0.027   -0.368    0.025
1737.704   -0.059    0.030   -0.323    0.027
1743.095   -0.103    0.031   -0.327    0.027
1748.469    0.055    0.027   -0.263    0.026
1753.827   -0.158    0.032   -0.229    0.023
1759.169   -0.215    0.020   -0.225    0.025
1764.495   -0.159    0.033   -0.174    0.024
1769.804   -0.168    0.027   -0.243    0.033
1775.098    0.228    0.032   -0.323    0.027
1780.376    0.123    0.023   -0.199    0.029
1785.638   -0.029    0.022   -0.239    0.027
1790.885   -0.036    0.024   -0.314    0.029
1796.116    0.036    0.029   -0.247    0.024
1801.333    0.186    0.017   -0.098    0.019
1806.534    0.311    0.025   -0.277    0.024
1811.720    0.200    0.024   -0.262    0.023
1816.892   -0.075    0.021   -0.234    0.024
1822.049   -0.034    0.018   -0.216    0.025
1827.191   -0.046    0.029   -0.385    0.026
1832.319    0.039    0.023   -0.077    0.023
1837.432    0.232    0.021   -0.179    0.026
1842.532    0.276    0.025   -0.229    0.035
1847.617    0.263    0.019    0.016    0.034
1852.688    0.215    0.017    0.006    0.028
1857.746    0.468    0.029   -0.149    0.025
1862.790    0.325    0.026   -0.014    0.025
1867.820    0.154    0.026   -0.142    0.024
1872.836    0.106    0.020   -0.263    0.027
1877.840    0.108    0.021   -0.177    0.028
1882.829    0.124    0.024   -0.257    0.019
1887.806    0.340    0.022    0.111    0.022
1892.770    0.284    0.017    0.142    0.021
1897.721    0.209    0.023   -0.297    0.019
1902.658    0.340    0.016   -0.273    0.018
1907.583    0.096    0.015   -0.142    0.014
1912.496    0.178    0.016   -0.090    0.019
1917.395    0.245    0.017   -0.111    0.014
1922.283    0.334    0.014   -0.178    0.014
