   W                 M1+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.080    0.301   -0.233    0.232
1493.809   -0.265    0.251    0.363    0.214
1500.077   -0.067    0.186   -0.446    0.163
1506.319   -0.120    0.236   -0.274    0.134
1512.535   -0.086    0.294   -1.037    0.202
1518.726   -0.699    0.236   -0.124    0.239
1524.891    0.054    0.239   -0.623    0.163
1531.032    0.169    0.248   -0.913    0.207
1537.148    0.138    0.207   -0.974    0.190
1543.240    0.082    0.193   -0.840    0.205
1549.308   -0.176    0.227   -1.832    0.247
1555.352   -0.116    0.210   -1.378    0.186
1561.373    0.031    0.238   -1.401    0.163
1567.371   -0.970    0.222   -1.093    0.190
1573.346   -1.288    0.183    0.111    0.204
1579.298   -0.868    0.161   -1.267    0.202
1585.228   -0.696    0.161   -0.904    0.146
1591.136   -0.088    0.152   -0.978    0.147
1597.022    0.698    0.146   -0.690    0.117
1602.886    0.491    0.144   -0.456    0.111
1608.729    0.284    0.141   -0.157    0.125
1614.551    0.524    0.133   -0.605    0.106
1620.352    0.294    0.127   -0.583    0.132
1626.132   -0.065    0.091   -1.024    0.090
1631.892   -0.283    0.100   -1.049    0.087
1637.631    0.075    0.086   -0.779    0.076
1643.351    0.084    0.085   -1.457    0.078
1649.050    0.620    0.093   -1.119    0.109
1654.730    0.392    0.088   -1.074    0.082
1660.391    0.581    0.063   -0.721    0.061
1666.032    0.722    0.078   -0.844    0.064
1671.655    0.261    0.074   -1.156    0.076
1677.258    0.200    0.105   -1.712    0.045
1682.843    0.088    0.090   -1.326    0.046
1688.409   -0.047    0.111   -1.691    0.074
1693.957   -0.214    0.100   -1.221    0.072
1699.487   -0.183    0.097   -1.184    0.080
1704.999    0.079    0.088   -1.255    0.076
1710.493    0.758    0.077   -0.773    0.065
1715.970    0.219    0.061   -0.612    0.068
1721.429    0.345    0.071   -1.062    0.071
1726.871    0.519    0.084   -1.027    0.070
1732.296    0.456    0.057   -1.096    0.072
1737.704    0.346    0.083   -1.240    0.058
1743.095    0.406    0.077   -1.316    0.058
1748.469    0.651    0.071   -1.075    0.063
1753.827    0.416    0.078   -0.978    0.052
1759.169    0.869    0.058   -0.719    0.055
1764.495    1.388    0.061   -0.614    0.068
1769.804    1.723    0.048   -0.540    0.103
1775.098    1.760    0.063   -0.728    0.090
1780.376    1.397    0.070   -0.460    0.095
1785.638    1.266    0.046    0.031    0.079
1790.885    1.206    0.046    0.010    0.078
1796.116    0.736    0.038    0.069    0.068
1801.333    0.850    0.044    0.067    0.059
1806.534    1.324    0.064   -0.602    0.059
1811.720    1.503    0.056   -0.748    0.068
1816.892    1.012    0.047   -0.411    0.071
1822.049    0.981    0.039   -0.113    0.072
1827.191    0.814    0.065   -0.605    0.086
1832.319    0.709    0.048   -0.014    0.065
1837.432    1.186    0.051   -0.409    0.061
1842.532    0.990    0.074   -0.332    0.096
1847.617    1.139    0.064   -0.327    0.069
1852.688    1.143    0.057   -0.486    0.064
1857.746    0.889    0.075   -0.097    0.051
1862.790    1.298    0.066   -0.473    0.059
1867.820    1.308    0.052   -0.713    0.060
1872.836    1.218    0.051   -0.314    0.083
1877.840    1.317    0.059   -0.328    0.084
1882.829    1.596    0.031   -0.382    0.070
1887.806    1.519    0.034   -0.049    0.071
1892.770    1.048    0.036   -0.143    0.044
1897.721    1.029    0.050   -0.309    0.055
1902.658    1.106    0.034   -0.682    0.044
1907.583    0.920    0.047   -0.579    0.040
1912.496    0.852    0.055   -0.648    0.038
1917.395    0.886    0.048   -0.633    0.038
1922.283    0.895    0.035   -0.617    0.034
