   W                 E3+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.197    0.064    0.152    0.074
1493.809   -0.041    0.049    0.061    0.074
1500.077   -0.103    0.048   -0.028    0.054
1506.319   -0.018    0.039   -0.094    0.042
1512.535   -0.074    0.055    0.057    0.058
1518.726    0.196    0.060   -0.073    0.050
1524.891    0.086    0.044   -0.105    0.038
1531.032   -0.023    0.041    0.019    0.048
1537.148   -0.257    0.057    0.387    0.072
1543.240    0.071    0.038    0.080    0.042
1549.308   -0.017    0.053   -0.001    0.041
1555.352    0.025    0.040   -0.113    0.047
1561.373    0.021    0.039   -0.030    0.037
1567.371   -0.058    0.059   -0.094    0.040
1573.346    0.062    0.040   -0.058    0.028
1579.298   -0.015    0.036    0.065    0.031
1585.228   -0.216    0.039    0.281    0.045
1591.136   -0.064    0.024   -0.012    0.029
1597.022   -0.055    0.037    0.129    0.030
1602.886    0.052    0.035    0.036    0.028
1608.729   -0.228    0.035    0.118    0.031
1614.551   -0.052    0.032   -0.087    0.024
1620.352    0.027    0.025    0.012    0.032
1626.132    0.012    0.022   -0.052    0.020
1631.892    0.077    0.018    0.046    0.015
1637.631   -0.019    0.020    0.002    0.011
1643.351   -0.210    0.017    0.031    0.014
1649.050    0.033    0.012    0.053    0.014
1654.730   -0.021    0.012   -0.118    0.013
1660.391   -0.049    0.013   -0.046    0.008
1666.032   -0.033    0.012   -0.064    0.010
1671.655   -0.209    0.015    0.001    0.013
1677.258    0.043    0.010    0.003    0.010
1682.843   -0.090    0.010    0.044    0.010
1688.409   -0.045    0.014   -0.023    0.013
1693.957   -0.013    0.008    0.011    0.013
1699.487    0.062    0.013   -0.008    0.013
1704.999   -0.035    0.012    0.033    0.009
1710.493   -0.053    0.010   -0.030    0.015
1715.970   -0.018    0.011    0.024    0.012
1721.429    0.017    0.013   -0.006    0.010
1726.871   -0.044    0.013   -0.037    0.013
1732.296   -0.021    0.010   -0.001    0.011
1737.704    0.014    0.010    0.033    0.008
1743.095    0.046    0.012    0.033    0.012
1748.469    0.028    0.011    0.028    0.013
1753.827    0.016    0.014    0.033    0.010
1759.169    0.011    0.009   -0.040    0.013
1764.495   -0.067    0.009    0.017    0.009
1769.804   -0.032    0.010    0.074    0.010
1775.098   -0.004    0.009    0.004    0.012
1780.376    0.052    0.010   -0.026    0.011
1785.638   -0.014    0.012   -0.021    0.010
1790.885   -0.021    0.012    0.024    0.010
1796.116   -0.049    0.013   -0.041    0.010
1801.333   -0.018    0.007    0.008    0.010
1806.534    0.039    0.009   -0.059    0.009
1811.720   -0.082    0.009    0.004    0.008
1816.892   -0.134    0.009   -0.055    0.011
1822.049    0.070    0.010    0.002    0.009
1827.191    0.037    0.007    0.004    0.010
1832.319    0.013    0.008   -0.019    0.008
1837.432    0.017    0.010    0.005    0.007
1842.532   -0.031    0.013   -0.116    0.008
1847.617    0.033    0.008   -0.021    0.008
1852.688    0.049    0.008    0.027    0.008
1857.746   -0.030    0.009   -0.087    0.009
1862.790    0.055    0.010   -0.003    0.007
1867.820   -0.041    0.008   -0.000    0.008
1872.836    0.020    0.009    0.025    0.008
1877.840    0.004    0.008   -0.031    0.008
1882.829   -0.031    0.007    0.002    0.007
1887.806    0.050    0.007   -0.010    0.006
1892.770   -0.008    0.008    0.019    0.005
1897.721    0.036    0.008   -0.028    0.006
1902.658    0.038    0.007    0.003    0.004
1907.583    0.028    0.006    0.025    0.005
1912.496    0.019    0.005   -0.001    0.005
1917.395    0.031    0.006    0.003    0.004
1922.283   -0.028    0.007    0.021    0.005
