   W                 E4+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.040    0.044    0.021    0.037
1493.809    0.056    0.034   -0.136    0.045
1500.077    0.027    0.035    0.039    0.037
1506.319    0.016    0.031    0.047    0.026
1512.535    0.016    0.031   -0.002    0.037
1518.726    0.020    0.033    0.116    0.029
1524.891    0.135    0.027    0.132    0.027
1531.032    0.028    0.028    0.103    0.029
1537.148    0.003    0.035   -0.139    0.041
1543.240   -0.067    0.023   -0.067    0.025
1549.308    0.056    0.028   -0.017    0.019
1555.352   -0.032    0.021   -0.114    0.025
1561.373   -0.024    0.021   -0.025    0.022
1567.371    0.071    0.031    0.089    0.025
1573.346    0.111    0.023   -0.011    0.016
1579.298    0.068    0.021    0.010    0.019
1585.228   -0.080    0.026   -0.069    0.024
1591.136    0.030    0.016   -0.027    0.017
1597.022    0.031    0.017   -0.060    0.020
1602.886   -0.072    0.020    0.014    0.016
1608.729    0.008    0.015   -0.037    0.019
1614.551   -0.005    0.017    0.014    0.011
1620.352   -0.022    0.012    0.019    0.020
1626.132    0.001    0.013   -0.032    0.013
1631.892   -0.035    0.011   -0.013    0.008
1637.631   -0.009    0.012   -0.002    0.007
1643.351   -0.046    0.010   -0.014    0.009
1649.050   -0.001    0.005    0.009    0.007
1654.730    0.042    0.007   -0.010    0.008
1660.391    0.037    0.009    0.023    0.006
1666.032    0.008    0.008   -0.031    0.006
1671.655   -0.021    0.008    0.010    0.006
1677.258   -0.000    0.006   -0.012    0.007
1682.843    0.036    0.006    0.007    0.006
1688.409   -0.017    0.007    0.017    0.007
1693.957    0.001    0.005   -0.006    0.008
1699.487   -0.004    0.008    0.000    0.007
1704.999    0.009    0.005    0.020    0.005
1710.493   -0.005    0.005    0.024    0.008
1715.970    0.017    0.006    0.019    0.006
1721.429   -0.004    0.006   -0.012    0.005
1726.871    0.035    0.007   -0.024    0.007
1732.296   -0.009    0.006   -0.006    0.007
1737.704    0.006    0.005   -0.026    0.006
1743.095   -0.004    0.008    0.021    0.007
1748.469   -0.000    0.006   -0.025    0.008
1753.827   -0.004    0.006    0.003    0.005
1759.169    0.011    0.005   -0.003    0.007
1764.495   -0.002    0.005    0.030    0.006
1769.804   -0.029    0.006    0.002    0.006
1775.098    0.013    0.005    0.019    0.006
1780.376    0.004    0.005   -0.020    0.007
1785.638   -0.020    0.006    0.013    0.005
1790.885    0.004    0.005   -0.016    0.006
1796.116    0.008    0.007   -0.030    0.006
1801.333    0.022    0.005   -0.032    0.006
1806.534   -0.039    0.005   -0.013    0.005
1811.720   -0.005    0.005   -0.008    0.004
1816.892   -0.001    0.006   -0.005    0.006
1822.049   -0.008    0.005   -0.031    0.006
1827.191   -0.017    0.004    0.010    0.005
1832.319   -0.021    0.005    0.001    0.004
1837.432    0.005    0.005    0.006    0.004
1842.532    0.014    0.006   -0.004    0.006
1847.617   -0.002    0.005    0.013    0.003
1852.688    0.004    0.004    0.016    0.005
1857.746    0.005    0.006    0.012    0.004
1862.790   -0.009    0.006    0.003    0.004
1867.820    0.003    0.004   -0.011    0.003
1872.836   -0.034    0.006   -0.023    0.005
1877.840   -0.012    0.005   -0.015    0.005
1882.829   -0.004    0.004   -0.004    0.004
1887.806    0.023    0.005    0.007    0.004
1892.770   -0.020    0.004   -0.003    0.003
1897.721   -0.016    0.004   -0.008    0.004
1902.658    0.020    0.004   -0.007    0.003
1907.583   -0.009    0.003    0.009    0.003
1912.496   -0.012    0.003    0.003    0.003
1917.395   -0.007    0.003    0.009    0.003
1922.283   -0.014    0.003   -0.002    0.002
