   W                 M3+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.123    0.075    0.076    0.068
1493.809   -0.036    0.051    0.134    0.071
1500.077    0.001    0.051   -0.141    0.047
1506.319    0.130    0.058   -0.163    0.051
1512.535    0.217    0.069    0.136    0.063
1518.726    0.239    0.061   -0.077    0.046
1524.891    0.104    0.052   -0.037    0.043
1531.032   -0.033    0.052    0.005    0.067
1537.148   -0.228    0.049    0.337    0.064
1543.240    0.105    0.047    0.185    0.054
1549.308    0.088    0.063    0.217    0.053
1555.352   -0.105    0.040   -0.037    0.055
1561.373   -0.231    0.039    0.015    0.039
1567.371   -0.016    0.054   -0.080    0.040
1573.346    0.001    0.051   -0.049    0.036
1579.298   -0.007    0.037    0.146    0.041
1585.228   -0.157    0.036    0.241    0.045
1591.136   -0.077    0.036   -0.014    0.037
1597.022    0.097    0.034    0.108    0.037
1602.886    0.054    0.034   -0.017    0.029
1608.729   -0.117    0.035    0.040    0.030
1614.551   -0.116    0.034    0.057    0.034
1620.352   -0.005    0.029    0.064    0.037
1626.132   -0.009    0.025   -0.046    0.026
1631.892    0.084    0.025    0.043    0.018
1637.631    0.013    0.019   -0.014    0.017
1643.351   -0.029    0.017    0.065    0.017
1649.050   -0.011    0.018    0.051    0.018
1654.730    0.032    0.014    0.024    0.016
1660.391    0.020    0.014   -0.022    0.013
1666.032   -0.004    0.018   -0.223    0.013
1671.655   -0.105    0.018    0.010    0.018
1677.258    0.133    0.015    0.033    0.018
1682.843   -0.054    0.014    0.107    0.013
1688.409   -0.005    0.018    0.051    0.017
1693.957    0.011    0.015    0.008    0.014
1699.487   -0.003    0.021    0.001    0.014
1704.999   -0.063    0.018    0.061    0.019
1710.493   -0.078    0.017    0.004    0.018
1715.970   -0.055    0.014    0.078    0.014
1721.429    0.089    0.016    0.112    0.015
1726.871    0.035    0.016    0.041    0.014
1732.296    0.028    0.014   -0.077    0.013
1737.704    0.077    0.013   -0.019    0.016
1743.095    0.064    0.016    0.101    0.014
1748.469   -0.009    0.012   -0.049    0.014
1753.827   -0.002    0.018    0.098    0.013
1759.169    0.000    0.012    0.014    0.010
1764.495   -0.146    0.018    0.009    0.013
1769.804   -0.068    0.016    0.056    0.016
1775.098   -0.075    0.014   -0.064    0.015
1780.376    0.073    0.011   -0.077    0.015
1785.638   -0.017    0.011   -0.033    0.013
1790.885   -0.005    0.014   -0.005    0.015
1796.116    0.008    0.016   -0.073    0.012
1801.333   -0.080    0.012   -0.103    0.011
1806.534   -0.057    0.013   -0.124    0.012
1811.720   -0.003    0.018    0.010    0.011
1816.892   -0.050    0.013    0.015    0.012
1822.049   -0.007    0.012   -0.035    0.011
1827.191   -0.049    0.012   -0.025    0.013
1832.319   -0.019    0.012   -0.056    0.011
1837.432    0.042    0.012   -0.043    0.011
1842.532    0.060    0.016   -0.002    0.016
1847.617    0.029    0.011    0.040    0.013
1852.688    0.046    0.011    0.036    0.012
1857.746   -0.054    0.015   -0.179    0.011
1862.790    0.019    0.015    0.005    0.009
1867.820    0.019    0.013    0.080    0.012
1872.836    0.028    0.010   -0.041    0.011
1877.840    0.048    0.011    0.014    0.012
1882.829   -0.054    0.011   -0.049    0.011
1887.806   -0.014    0.012   -0.008    0.009
1892.770    0.095    0.009    0.113    0.007
1897.721   -0.011    0.011   -0.125    0.010
1902.658    0.069    0.010   -0.026    0.009
1907.583    0.040    0.007    0.006    0.008
1912.496    0.057    0.008    0.001    0.008
1917.395    0.039    0.010   -0.008    0.008
1922.283    0.093    0.008   -0.026    0.006
