   W                 E2-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.487    0.254   -0.220    0.379
1493.809    0.424    0.313   -0.487    0.302
1500.077    0.522    0.346   -0.230    0.361
1506.319    1.175    0.431   -0.801    0.290
1512.535    0.320    0.336    0.190    0.236
1518.726   -0.098    0.278   -0.302    0.303
1524.891    0.537    0.227   -0.034    0.301
1531.032    0.602    0.283   -0.014    0.287
1537.148    0.312    0.198    0.305    0.163
1543.240    0.230    0.231    1.338    0.235
1549.308    1.065    0.288    1.419    0.225
1555.352    1.425    0.274   -0.367    0.222
1561.373    0.373    0.243   -0.240    0.250
1567.371    0.122    0.270    0.746    0.171
1573.346    1.842    0.295   -0.670    0.172
1579.298    0.256    0.209    0.499    0.249
1585.228    0.351    0.154    0.424    0.167
1591.136   -0.001    0.191    0.467    0.225
1597.022    0.174    0.145    0.658    0.145
1602.886    0.765    0.129   -0.642    0.133
1608.729    0.480    0.150    0.361    0.128
1614.551    0.179    0.144    0.628    0.128
1620.352    0.741    0.126    0.616    0.183
1626.132    0.263    0.145    0.417    0.112
1631.892    0.614    0.105    0.495    0.116
1637.631    0.425    0.139    0.511    0.070
1643.351    0.483    0.075    0.727    0.084
1649.050    1.328    0.073    0.424    0.100
1654.730    0.942    0.083    0.576    0.095
1660.391    0.085    0.100    0.290    0.066
1666.032    0.800    0.059   -0.196    0.059
1671.655    0.442    0.071    0.512    0.068
1677.258    0.380    0.080   -0.186    0.063
1682.843    0.543    0.052    0.276    0.065
1688.409   -0.042    0.085    0.266    0.080
1693.957    0.585    0.086    0.331    0.083
1699.487    0.518    0.106    0.402    0.065
1704.999    0.610    0.080    0.215    0.061
1710.493    0.362    0.052    0.375    0.094
1715.970    0.700    0.079    0.506    0.063
1721.429    0.482    0.090    0.320    0.057
1726.871    1.037    0.061    0.599    0.063
1732.296    0.021    0.076    0.460    0.051
1737.704    0.775    0.070    0.346    0.051
1743.095    0.381    0.082    0.422    0.045
1748.469    0.506    0.077    0.054    0.048
1753.827    0.155    0.110    0.516    0.039
1759.169    0.678    0.068    0.219    0.048
1764.495    0.400    0.038    0.400    0.080
1769.804    0.364    0.057   -0.126    0.062
1775.098   -0.137    0.075    0.063    0.060
1780.376    0.738    0.055    0.412    0.068
1785.638    0.410    0.080    0.091    0.053
1790.885    0.403    0.087    0.287    0.057
1796.116    0.310    0.066    0.647    0.044
1801.333    0.548    0.056    0.459    0.066
1806.534   -0.165    0.062   -0.003    0.054
1811.720    0.254    0.056    0.069    0.043
1816.892    0.202    0.038    0.424    0.046
1822.049    0.501    0.069    0.470    0.062
1827.191    0.421    0.058    0.728    0.069
1832.319    0.035    0.056    0.330    0.072
1837.432   -0.046    0.088    0.144    0.049
1842.532    0.361    0.057    0.441    0.065
1847.617    0.656    0.054    0.911    0.066
1852.688    0.464    0.056    0.697    0.061
1857.746   -0.203    0.061    0.043    0.051
1862.790   -0.080    0.062    0.005    0.053
1867.820    0.156    0.061    0.117    0.041
1872.836    0.477    0.043   -0.087    0.061
1877.840    0.682    0.056   -0.163    0.058
1882.829    0.669    0.058   -0.110    0.049
1887.806    0.424    0.065   -0.327    0.051
1892.770    0.297    0.043    0.434    0.051
1897.721   -0.085    0.036    0.403    0.042
1902.658   -0.055    0.046    0.138    0.042
1907.583    0.493    0.039   -0.145    0.036
1912.496    0.847    0.036    0.273    0.045
1917.395    0.240    0.051    0.053    0.038
1922.283    0.152    0.041   -0.009    0.034
