   W                 M1-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -2.213    0.872    3.347    1.297
1493.809   -0.230    0.934    0.662    0.958
1500.077   -1.213    0.793   -0.497    0.706
1506.319   -1.040    0.925   -1.539    0.684
1512.535   -5.098    0.825    1.770    0.713
1518.726   -1.722    0.968   -2.575    0.956
1524.891   -0.254    0.735   -2.272    0.650
1531.032   -1.028    0.881   -1.012    1.012
1537.148   -1.307    0.689    0.124    0.542
1543.240   -3.485    0.660    1.212    0.527
1549.308   -5.054    0.510    0.090    0.514
1555.352   -2.368    0.551   -1.737    0.831
1561.373   -4.223    0.492   -0.848    0.762
1567.371   -1.901    0.684   -1.675    0.454
1573.346    1.101    0.692   -4.755    0.445
1579.298   -0.118    0.526   -3.122    0.630
1585.228   -1.002    0.431   -1.464    0.425
1591.136    0.355    0.584   -0.938    0.498
1597.022    0.347    0.431    0.521    0.324
1602.886    3.498    0.406    4.083    0.357
1608.729    1.998    0.481    1.468    0.455
1614.551   -0.813    0.373    3.434    0.288
1620.352    0.066    0.292    2.542    0.397
1626.132   -0.168    0.256    0.106    0.247
1631.892   -0.664    0.186    0.590    0.289
1637.631    0.622    0.318    0.115    0.165
1643.351   -0.142    0.114   -1.027    0.149
1649.050    0.854    0.138    0.700    0.151
1654.730    1.272    0.159   -0.660    0.180
1660.391    0.225    0.190   -0.383    0.155
1666.032    0.481    0.093   -0.333    0.134
1671.655   -0.712    0.085   -0.172    0.174
1677.258   -0.417    0.189   -1.544    0.140
1682.843    0.038    0.155   -0.851    0.129
1688.409   -1.474    0.162   -0.781    0.171
1693.957    0.441    0.236   -1.589    0.145
1699.487    0.255    0.241   -1.361    0.148
1704.999   -0.923    0.148   -0.244    0.176
1710.493   -0.327    0.152    0.918    0.138
1715.970    0.226    0.155   -0.696    0.163
1721.429   -1.219    0.124   -1.564    0.126
1726.871    0.003    0.205   -1.583    0.100
1732.296    0.077    0.122   -0.669    0.128
1737.704    0.694    0.145   -1.814    0.107
1743.095   -0.901    0.148   -1.258    0.101
1748.469    0.316    0.126   -1.414    0.141
1753.827    0.310    0.229   -1.389    0.094
1759.169   -0.609    0.102   -0.761    0.106
1764.495    0.653    0.131    0.329    0.130
1769.804    0.627    0.099   -0.998    0.135
1775.098    0.014    0.117   -0.843    0.120
1780.376    1.045    0.123   -1.712    0.103
1785.638    0.680    0.134   -0.975    0.125
1790.885    0.156    0.140   -0.772    0.144
1796.116    1.037    0.162   -0.165    0.094
1801.333    0.332    0.131   -0.729    0.136
1806.534    0.369    0.116   -0.317    0.109
1811.720    0.621    0.086   -0.576    0.125
1816.892    0.878    0.108   -1.299    0.078
1822.049    0.221    0.131   -1.176    0.131
1827.191    1.900    0.132   -0.805    0.146
1832.319    0.980    0.143   -0.793    0.164
1837.432   -0.245    0.132   -1.050    0.134
1842.532    1.351    0.108   -0.319    0.094
1847.617    1.460    0.108   -0.777    0.116
1852.688    1.154    0.101   -0.620    0.099
1857.746   -0.382    0.099   -0.736    0.107
1862.790    0.481    0.116   -1.035    0.105
1867.820    0.710    0.090   -0.329    0.101
1872.836    0.744    0.122   -1.603    0.096
1877.840    0.880    0.080   -1.044    0.107
1882.829    0.249    0.070   -0.338    0.097
1887.806    0.627    0.081   -0.823    0.117
1892.770    0.820    0.056   -0.459    0.055
1897.721    0.620    0.099    0.903    0.066
1902.658   -0.323    0.063   -0.245    0.068
1907.583    0.354    0.066   -1.374    0.078
1912.496    0.502    0.088   -1.422    0.058
1917.395    0.080    0.079   -1.216    0.057
1922.283    0.222    0.068   -0.376    0.057
