   W                 M2-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -1.684    0.186    0.397    0.229
1493.809   -1.178    0.284   -0.752    0.222
1500.077    0.771    0.950    0.120    1.013
1506.319   -0.164    0.210   -1.283    0.219
1512.535    0.136    0.246    0.264    0.196
1518.726    0.058    0.217   -0.734    0.167
1524.891    0.101    0.234    0.474    0.182
1531.032   -0.405    0.279    0.485    0.160
1537.148   -0.959    0.887   -0.092    2.222
1543.240   -1.167    2.895   -1.214    2.289
1549.308    0.320    0.198    1.204    0.170
1555.352    0.588    0.838    0.975    0.830
1561.373   -0.475    0.164   -0.068    0.126
1567.371   -0.229    0.638   -0.178    1.198
1573.346   -0.016    0.165    0.180    0.111
1579.298    0.720    0.101   -0.708    0.127
1585.228   -0.292    0.117    0.173    0.096
1591.136   -0.363    0.145    0.484    0.119
1597.022   -0.428    0.109    0.160    0.097
1602.886   -0.455    0.135    0.328    0.128
1608.729   -0.484    0.949    0.818    0.891
1614.551   -0.623    0.129    0.484    0.107
1620.352   -0.611    0.099   -0.059    0.078
1626.132   -0.406    0.086   -0.004    0.081
1631.892   -0.318    0.078   -0.407    0.062
1637.631   -0.217    0.343    0.290    0.299
1643.351   -0.687    0.065   -0.557    0.056
1649.050   -0.495    0.050   -0.616    0.040
1654.730   -0.292    0.039   -0.053    0.053
1660.391   -0.244    0.046   -0.447    0.047
1666.032   -0.225    0.052    0.537    0.042
1671.655   -0.032    0.038    0.460    0.041
1677.258   -0.138    0.039   -0.083    0.039
1682.843    0.022    0.042   -0.030    0.057
1688.409   -0.174    0.046   -0.227    0.048
1693.957   -0.049    0.046   -0.093    0.035
1699.487   -0.317    0.050   -0.199    0.054
1704.999   -0.398    0.032   -0.203    0.056
1710.493    0.406    0.042   -0.169    0.052
1715.970    0.290    0.157    0.103    0.421
1721.429    0.377    0.396    0.015    0.631
1726.871    0.214    0.301    0.276    0.244
1732.296    0.262    0.036    0.076    0.035
1737.704    0.357    0.041   -0.435    0.041
1743.095   -0.011    0.037   -0.121    0.033
1748.469    0.103    0.042    0.418    0.046
1753.827    0.118    0.200   -0.118    0.180
1759.169   -0.352    0.037   -0.144    0.035
1764.495    0.039    0.034    0.007    0.030
1769.804    0.183    0.039    0.098    0.041
1775.098   -0.195    0.046    0.016    0.037
1780.376    0.147    0.454   -0.057    0.535
1785.638    0.091    0.239    0.031    0.169
1790.885   -0.044    0.037   -0.177    0.052
1796.116    0.109    0.044   -0.280    0.033
1801.333   -0.067    0.239    0.168    0.103
1806.534    0.097    0.028    0.175    0.042
1811.720    0.186    0.094   -0.064    0.172
1816.892    0.106    0.043    0.179    0.049
1822.049   -0.002    0.165    0.137    0.139
1827.191    0.233    0.082   -0.059    0.227
1832.319   -0.058    0.115   -0.077    0.161
1837.432   -0.158    0.243   -0.041    0.172
1842.532    0.351    0.285    0.032    0.488
1847.617    0.001    0.408   -0.266    0.102
1852.688    0.135    0.032   -0.175    0.029
1857.746    0.136    0.124   -0.096    0.170
1862.790    0.165    0.292    0.330    0.382
1867.820    0.429    0.026    0.035    0.034
1872.836   -0.128    0.030   -0.193    0.024
1877.840    0.157    0.090   -0.093    0.130
1882.829    0.209    0.028   -0.092    0.028
1887.806    0.042    0.015   -0.076    0.026
1892.770    0.242    0.022    0.082    0.020
1897.721    0.145    0.422   -0.072    0.172
1902.658    0.008    0.016   -0.117    0.023
1907.583    0.266    0.019    0.019    0.024
1912.496    0.297    0.016   -0.063    0.021
1917.395    0.300    0.091    0.053    0.183
1922.283   -0.077    0.019   -0.138    0.019
