   W                 M2+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.615    0.160   -0.334    0.154
1493.809   -0.632    0.130   -0.306    0.120
1500.077   -0.246    0.669    0.305    0.704
1506.319   -0.043    0.106    0.048    0.132
1512.535   -0.204    0.114    0.154    0.091
1518.726    0.091    0.114   -0.683    0.136
1524.891   -0.350    0.082    0.005    0.077
1531.032    0.049    0.135    0.195    0.086
1537.148    0.208    0.563   -0.060    0.506
1543.240   -0.048    1.914   -0.970    1.014
1549.308   -0.187    0.087    0.157    0.074
1555.352    0.034    0.311    0.203    0.200
1561.373    0.007    0.093   -0.641    0.099
1567.371   -0.102    0.776    0.062    1.114
1573.346   -0.537    0.089   -0.267    0.070
1579.298    0.049    0.057    0.045    0.070
1585.228    0.217    0.081   -0.609    0.077
1591.136   -0.002    0.081    0.116    0.055
1597.022   -0.095    0.062   -0.132    0.048
1602.886   -0.296    0.062    0.044    0.052
1608.729   -0.314    0.150   -0.117    0.384
1614.551   -0.085    0.057    0.023    0.051
1620.352   -0.066    0.048   -0.499    0.064
1626.132    0.051    0.049   -0.066    0.046
1631.892    0.103    0.039   -0.082    0.048
1637.631    0.043    0.237   -0.212    0.084
1643.351   -0.059    0.035   -0.028    0.036
1649.050    0.327    0.034   -0.459    0.029
1654.730    0.194    0.044   -0.170    0.026
1660.391    0.126    0.035   -0.320    0.027
1666.032   -0.064    0.025   -0.184    0.031
1671.655   -0.109    0.033   -0.177    0.027
1677.258    0.305    0.026    0.072    0.032
1682.843    0.213    0.030   -0.189    0.032
1688.409    0.101    0.037   -0.100    0.029
1693.957    0.204    0.037   -0.067    0.038
1699.487    0.184    0.034   -0.258    0.047
1704.999    0.250    0.039   -0.518    0.034
1710.493    0.188    0.024   -0.071    0.026
1715.970    0.017    0.469   -0.373    0.117
1721.429    0.180    0.429   -0.300    0.547
1726.871    0.072    0.338   -0.334    0.138
1732.296    0.389    0.021   -0.049    0.037
1737.704    0.141    0.028   -0.297    0.032
1743.095    0.352    0.025   -0.072    0.028
1748.469    0.178    0.022   -0.029    0.035
1753.827    0.252    0.251   -0.182    0.323
1759.169    0.351    0.023   -0.002    0.026
1764.495    0.519    0.028   -0.235    0.028
1769.804    0.287    0.028    0.113    0.024
1775.098    0.115    0.026   -0.335    0.038
1780.376    0.478    0.573   -0.279    0.628
1785.638    0.162    0.225   -0.030    0.213
1790.885    0.479    0.027    0.016    0.038
1796.116    0.230    0.024   -0.315    0.028
1801.333    0.096    0.326    0.264    0.130
1806.534    0.076    0.023   -0.287    0.025
1811.720    0.318    0.089    0.032    0.254
1816.892    0.038    0.027   -0.291    0.025
1822.049    0.593    0.230    0.089    0.588
1827.191    0.150    0.139   -0.032    0.144
1832.319    0.514    0.175    0.101    0.628
1837.432    0.312    0.096    0.037    0.217
1842.532    0.257    0.198    0.000    0.287
1847.617    0.338    0.182    0.050    0.300
1852.688    0.216    0.025    0.122    0.032
1857.746    0.100    0.097   -0.079    0.098
1862.790    0.233    0.238    0.162    0.245
1867.820   -0.015    0.018   -0.019    0.027
1872.836    0.525    0.018   -0.171    0.024
1877.840    0.260    0.105   -0.108    0.207
1882.829    0.135    0.023   -0.200    0.020
1887.806    0.188    0.022    0.462    0.018
1892.770    0.151    0.017    0.268    0.024
1897.721    0.323    0.278    0.148    0.260
1902.658    0.546    0.012    0.079    0.024
1907.583    0.098    0.015    0.095    0.019
1912.496    0.184    0.014    0.008    0.016
1917.395    0.199    0.114   -0.123    0.141
1922.283    0.237    0.014    0.176    0.016
