   W                 M1+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.350    0.363    3.234    0.354
1493.809   -0.957    0.304    1.294    0.256
1500.077   -0.684    2.409   -0.731    1.051
1506.319    0.389    0.287    0.314    0.316
1512.535    0.402    0.247   -0.704    0.210
1518.726    0.255    0.199   -1.495    0.274
1524.891    0.528    0.204   -0.294    0.201
1531.032    1.051    0.268   -0.728    0.214
1537.148    1.465    2.591    1.388    4.086
1543.240    0.398    4.737    2.520    2.350
1549.308   -0.154    0.185   -0.413    0.188
1555.352    0.302    0.463   -0.118    0.943
1561.373    0.537    0.146   -0.285    0.227
1567.371    2.945    6.103    3.805    4.611
1573.346    0.988    0.205    1.585    0.170
1579.298    1.509    0.199    2.490    0.163
1585.228   -0.516    0.125   -0.346    0.205
1591.136    0.967    0.160   -0.506    0.140
1597.022   -0.041    0.170   -0.208    0.135
1602.886    0.982    0.131   -0.574    0.128
1608.729    0.968    0.439   -0.226    1.455
1614.551   -0.073    0.151    0.123    0.129
1620.352    1.152    0.100    0.240    0.151
1626.132    0.675    0.105   -0.334    0.093
1631.892    1.162    0.095   -0.492    0.100
1637.631    0.643    0.341    0.136    0.729
1643.351    1.308    0.070   -0.091    0.104
1649.050    1.427    0.086    0.888    0.086
1654.730   -0.257    0.094    0.231    0.074
1660.391    1.128    0.067   -0.455    0.075
1666.032    1.162    0.066   -0.371    0.090
1671.655    1.199    0.042   -0.527    0.096
1677.258    1.697    0.074   -0.939    0.090
1682.843    0.947    0.069   -0.162    0.077
1688.409    1.309    0.084   -0.213    0.086
1693.957    1.891    0.089   -0.728    0.114
1699.487    2.197    0.078   -0.547    0.162
1704.999    1.727    0.070    0.381    0.118
1710.493    1.501    0.056    0.322    0.088
1715.970    0.527    0.649    0.460    0.803
1721.429    1.851    0.866    0.622    2.758
1726.871    1.030    0.640    0.643    1.068
1732.296    1.447    0.054    0.167    0.081
1737.704    2.081    0.051    0.123    0.107
1743.095    1.476    0.072    0.209    0.067
1748.469    1.498    0.078   -0.363    0.112
1753.827    1.852    0.300   -0.174    2.325
1759.169    1.283    0.060    0.460    0.060
1764.495    0.894    0.074    0.279    0.054
1769.804    1.778    0.052    0.161    0.078
1775.098    1.656    0.046   -0.067    0.141
1780.376    1.426    0.503    0.178    1.586
1785.638    0.709    1.143    1.361    0.823
1790.885    1.143    0.080    0.752    0.064
1796.116    1.137    0.062    0.666    0.081
1801.333   -0.469    1.707    1.395    0.573
1806.534    0.831    0.063   -0.402    0.068
1811.720    1.426    0.612    0.808    1.082
1816.892    1.071    0.069   -0.399    0.086
1822.049    1.178    0.759    0.698    1.098
1827.191    1.352    0.801    0.853    1.287
1832.319    1.274    0.711    0.542    1.530
1837.432    1.208    0.516    0.600    0.884
1842.532    1.320    0.441    0.351    1.477
1847.617    0.968    1.051    1.281    0.868
1852.688    1.341    0.072    0.584    0.074
1857.746    0.652    0.970    1.093    0.581
1862.790    1.294    0.523    0.360    1.131
1867.820    1.453    0.049    0.514    0.081
1872.836    1.136    0.059    0.756    0.049
1877.840    0.976    0.496    0.545    0.781
1882.829    0.842    0.057   -0.697    0.056
1887.806    0.418    0.060    0.893    0.045
1892.770    0.941    0.033    0.459    0.050
1897.721    1.236    0.511    0.784    0.984
1902.658    0.817    0.047    0.320    0.044
1907.583    0.909    0.032    0.327    0.080
1912.496    1.219    0.036    0.866    0.042
1917.395    0.786    0.320    0.483    0.494
1922.283    0.478    0.039    0.517    0.028
