   W                 E0+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    8.568    0.781    6.803    0.780
1493.809    7.887    0.859    8.401    0.816
1500.077    5.431   16.188   11.890    8.439
1506.319    4.584    0.830    5.761    0.738
1512.535    8.858    0.795    9.999    0.693
1518.726    7.248    0.827    9.355    0.651
1524.891    6.330    0.786    9.345    0.585
1531.032    1.678    1.322   11.885    0.303
1537.148   -0.572   16.457    8.575    3.398
1543.240   -0.984   11.096    5.883    4.140
1549.308   -3.867    0.801    8.904    0.442
1555.352   -0.023    8.393   10.099    1.056
1561.373   -2.110    0.867    8.877    0.393
1567.371   -0.534    5.798    3.501    3.708
1573.346   -2.220    0.712    6.435    0.436
1579.298   -1.784    0.439    5.494    0.281
1585.228   -1.365    0.525    6.880    0.278
1591.136   -4.730    0.535    6.807    0.365
1597.022   -4.477    0.373    5.563    0.339
1602.886   -4.100    0.446    5.864    0.321
1608.729   -4.063    5.551    5.365    4.315
1614.551   -3.351    0.447    4.392    0.361
1620.352   -3.267    0.347    4.388    0.262
1626.132   -4.051    0.283    4.605    0.246
1631.892   -3.541    0.198    3.234    0.248
1637.631   -5.024    1.622    1.494    5.489
1643.351   -2.889    0.166    1.599    0.186
1649.050   -1.612    0.143    0.090    0.146
1654.730   -0.701    0.141    2.136    0.134
1660.391   -2.598    0.128    2.386    0.164
1666.032   -2.157    0.127    2.250    0.136
1671.655   -1.746    0.137    2.268    0.124
1677.258   -0.907    0.142    2.571    0.085
1682.843   -2.684    0.151    2.407    0.166
1688.409   -1.871    0.125    2.225    0.120
1693.957   -1.172    0.168    2.007    0.153
1699.487   -0.726    0.147    1.724    0.168
1704.999   -1.280    0.117    0.715    0.152
1710.493   -0.994    0.168    2.386    0.105
1715.970   -1.849    3.097    2.449    2.399
1721.429   -0.979    1.822    1.067    1.835
1726.871   -1.379    2.434    2.453    1.419
1732.296   -2.277    0.111    1.490    0.161
1737.704   -0.241    0.114    1.621    0.097
1743.095   -2.379    0.109    1.903    0.127
1748.469   -1.165    0.135    0.425    0.113
1753.827   -1.175    2.332    1.852    1.606
1759.169   -2.329    0.100    1.895    0.116
1764.495   -2.375    0.088    0.861    0.131
1769.804   -1.756    0.094    1.612    0.105
1775.098   -0.420    0.142    0.404    0.137
1780.376   -1.706    1.940    1.565    2.642
1785.638   -2.235    0.715   -0.229    1.931
1790.885   -2.586    0.089    0.715    0.172
1796.116   -1.484    0.110    1.206    0.115
1801.333   -0.999    2.379   -1.950    1.227
1806.534   -1.648    0.091    1.897    0.096
1811.720   -2.211    0.712    0.836    1.651
1816.892   -1.278    0.130    1.572    0.109
1822.049   -1.558    1.454    0.880    1.582
1827.191   -1.269    1.235    1.237    1.286
1832.319   -1.927    1.276    1.091    2.361
1837.432   -2.213    0.876    1.253    1.772
1842.532   -1.449    2.027    1.978    1.525
1847.617   -1.910    0.823    0.336    1.650
1852.688   -1.810    0.104    1.034    0.101
1857.746   -1.996    0.559    0.555    1.773
1862.790   -1.622    1.292    1.429    1.398
1867.820   -0.882    0.064    1.095    0.083
1872.836   -1.096    0.093   -0.278    0.066
1877.840   -1.909    0.976    1.304    1.441
1882.829   -0.663    0.074    1.185    0.069
1887.806   -1.572    0.054    0.158    0.085
1892.770   -1.671    0.073    0.649    0.079
1897.721   -1.579    0.606    0.460    1.097
1902.658   -0.775    0.058    1.000    0.060
1907.583   -0.954    0.066    0.096    0.067
1912.496   -0.940    0.053    0.874    0.053
1917.395   -1.239    0.452    0.654    0.767
1922.283   -1.958    0.041    0.752    0.065
