   W                 E2-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.518    0.361    1.326    0.367
1493.809    1.628    0.236    1.006    0.331
1500.077    1.722    2.083   -0.980    3.042
1506.319    0.063    0.278    2.071    0.281
1512.535    0.318    0.328   -0.106    0.308
1518.726   -0.444    0.331    1.602    0.217
1524.891    0.533    0.280    0.063    0.252
1531.032   -1.533    0.500    0.500    0.259
1537.148    1.264    2.002    0.850    2.763
1543.240    1.083    4.188    1.702    2.038
1549.308   -0.187    0.268   -0.092    0.171
1555.352   -0.045    1.742    0.034    0.478
1561.373    0.227    0.258    0.896    0.128
1567.371   -0.090    4.012    2.114    3.483
1573.346   -0.041    0.264    0.674    0.141
1579.298    0.541    0.168    1.412    0.101
1585.228   -1.231    0.277    0.926    0.137
1591.136   -0.407    0.239   -0.069    0.171
1597.022   -1.160    0.156    0.437    0.150
1602.886   -0.013    0.214    0.143    0.165
1608.729   -0.353    0.722   -0.464    0.570
1614.551   -0.941    0.151   -0.187    0.156
1620.352    0.587    0.175    1.260    0.134
1626.132   -0.415    0.143    0.449    0.132
1631.892   -0.145    0.086    0.876    0.141
1637.631   -0.439    0.635    0.576    0.531
1643.351    0.340    0.082    1.377    0.100
1649.050   -0.368    0.090    0.784    0.083
1654.730   -1.098    0.089    1.170    0.063
1660.391   -0.050    0.067    0.899    0.077
1666.032    0.416    0.070    0.884    0.081
1671.655    0.048    0.084    1.123    0.069
1677.258   -0.306    0.088    0.095    0.073
1682.843   -0.642    0.075    0.395    0.097
1688.409   -1.140    0.069    0.409    0.098
1693.957   -0.097    0.101    0.073    0.093
1699.487   -0.273    0.123   -0.337    0.085
1704.999    0.226    0.086    0.043    0.070
1710.493   -0.063    0.067    0.422    0.064
1715.970   -0.159    1.440    1.139    0.412
1721.429    0.001    0.567    0.338    1.631
1726.871    0.128    0.696    0.665    0.245
1732.296   -0.331    0.056    0.539    0.084
1737.704    0.375    0.072    0.001    0.047
1743.095   -0.303    0.049    0.164    0.062
1748.469    0.213    0.056    0.362    0.066
1753.827   -0.583    0.629   -0.365    0.760
1759.169   -0.228    0.055    0.100    0.064
1764.495   -0.716    0.056    0.242    0.058
1769.804    0.065    0.063    0.021    0.075
1775.098    0.711    0.054    0.589    0.092
1780.376   -0.351    1.087    0.830    1.403
1785.638    0.020    0.355   -0.196    0.633
1790.885   -0.419    0.053    0.577    0.112
1796.116    0.048    0.048    0.111    0.072
1801.333    0.014    0.358   -0.213    0.172
1806.534   -0.635    0.057    0.448    0.055
1811.720    0.046    0.308    0.247    0.154
1816.892   -0.188    0.072   -0.031    0.060
1822.049   -0.699    0.895   -0.393    0.621
1827.191    0.282    0.403    0.312    0.276
1832.319   -0.462    0.670   -0.432    0.593
1837.432   -0.132    0.574    0.010    0.307
1842.532   -0.034    0.428    0.009    0.268
1847.617   -0.063    0.229    0.043    0.520
1852.688   -0.529    0.075   -0.089    0.061
1857.746    0.115    0.568    0.623    0.362
1862.790    0.308    0.480   -0.208    0.413
1867.820    0.618    0.057    0.401    0.071
1872.836   -0.075    0.046    0.703    0.063
1877.840   -0.118    0.801    0.324    0.481
1882.829   -0.092    0.059    0.652    0.059
1887.806   -0.702    0.060   -0.054    0.050
1892.770   -0.018    0.046    0.550    0.048
1897.721    0.109    0.630    0.239    0.404
1902.658   -0.591    0.030    0.279    0.059
1907.583    0.066    0.045    0.936    0.036
1912.496    0.399    0.037    0.124    0.041
1917.395   -0.081    0.407    0.679    0.110
1922.283   -0.312    0.039   -0.034    0.042
