   W                 M3-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.342    0.095   -0.073    0.082
1493.809    0.195    0.116   -0.221    0.092
1500.077   -0.379    0.274   -0.020    0.520
1506.319   -0.300    0.107    0.595    0.110
1512.535   -0.107    0.108    0.152    0.084
1518.726    0.133    0.093   -0.049    0.077
1524.891    0.399    0.111   -0.255    0.087
1531.032    0.110    0.114    0.168    0.067
1537.148    0.245    0.621   -0.265    0.474
1543.240   -0.107    0.413    0.095    0.325
1549.308   -0.178    0.078   -0.433    0.062
1555.352    0.109    0.172   -0.041    0.150
1561.373   -0.203    0.068   -0.135    0.052
1567.371   -0.355    0.199   -0.010    0.646
1573.346   -0.471    0.073    0.168    0.059
1579.298    0.146    0.053   -0.203    0.059
1585.228    0.014    0.046    0.114    0.047
1591.136    0.117    0.061    0.011    0.050
1597.022    0.013    0.046   -0.002    0.054
1602.886   -0.011    0.061    0.204    0.047
1608.729    0.151    0.187   -0.002    0.205
1614.551    0.009    0.059    0.076    0.045
1620.352    0.111    0.041    0.119    0.035
1626.132   -0.056    0.039   -0.011    0.039
1631.892   -0.172    0.037    0.101    0.035
1637.631    0.043    0.042    0.007    0.088
1643.351   -0.209    0.028    0.149    0.029
1649.050   -0.150    0.019   -0.041    0.025
1654.730    0.037    0.020   -0.095    0.024
1660.391   -0.062    0.019    0.018    0.021
1666.032   -0.007    0.014   -0.072    0.017
1671.655   -0.004    0.016    0.069    0.019
1677.258   -0.088    0.022   -0.046    0.017
1682.843    0.105    0.019    0.155    0.024
1688.409   -0.027    0.019    0.159    0.021
1693.957   -0.084    0.019   -0.039    0.017
1699.487   -0.080    0.025   -0.011    0.020
1704.999   -0.089    0.015    0.111    0.024
1710.493   -0.043    0.027   -0.213    0.021
1715.970    0.093    0.089   -0.054    0.129
1721.429   -0.127    0.145   -0.035    0.199
1726.871    0.126    0.103    0.095    0.129
1732.296    0.026    0.017   -0.108    0.016
1737.704   -0.077    0.018   -0.037    0.022
1743.095   -0.050    0.015   -0.046    0.018
1748.469   -0.055    0.019    0.184    0.022
1753.827   -0.022    0.064    0.042    0.060
1759.169   -0.153    0.015   -0.054    0.018
1764.495    0.000    0.015   -0.183    0.013
1769.804    0.002    0.017    0.092    0.015
1775.098   -0.163    0.018   -0.060    0.021
1780.376   -0.063    0.054   -0.023    0.124
1785.638   -0.057    0.078   -0.004    0.074
1790.885   -0.038    0.019   -0.103    0.019
1796.116    0.024    0.014    0.045    0.023
1801.333   -0.051    0.113    0.086    0.069
1806.534   -0.071    0.017    0.046    0.020
1811.720    0.033    0.092   -0.105    0.096
1816.892    0.038    0.019   -0.053    0.021
1822.049   -0.039    0.055   -0.042    0.092
1827.191   -0.089    0.034    0.021    0.089
1832.319   -0.004    0.068   -0.045    0.061
1837.432   -0.087    0.081   -0.074    0.089
1842.532   -0.030    0.080   -0.067    0.136
1847.617   -0.123    0.159   -0.144    0.146
1852.688    0.009    0.015    0.018    0.016
1857.746   -0.164    0.126   -0.140    0.163
1862.790   -0.031    0.106   -0.117    0.069
1867.820   -0.001    0.014    0.073    0.016
1872.836   -0.015    0.013   -0.079    0.010
1877.840    0.023    0.054   -0.046    0.055
1882.829    0.113    0.014   -0.017    0.016
1887.806    0.135    0.008   -0.046    0.013
1892.770   -0.037    0.011   -0.035    0.009
1897.721    0.035    0.072   -0.089    0.062
1902.658    0.016    0.010   -0.164    0.009
1907.583    0.020    0.011   -0.063    0.010
1912.496    0.019    0.009   -0.057    0.010
1917.395   -0.031    0.043   -0.049    0.040
1922.283    0.013    0.009   -0.054    0.007
